;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;11050269;11050269;11050269;11050269;11050269;2917641;11050269;11050269;11050269;11050269;11050269;11050269;11050269;11050269;11050269;11050269;11050269;11050269;2917641;11050269;11050269
0-1-0-0-0;10334784;10334784;10334784;10334784;10334784;2296692;10334784;10334784;10334784;10334784;10334784;10334784;10334784;10334784;10334784;10334784;10334784;10334784;2296692;10334784;10334784
0-0-1-0-0;9572705;9572705;9572705;9572705;9572705;2033859;9572705;9572705;9572705;9572705;9572705;9572705;9572705;9572705;9572705;9572705;9572705;9572705;2033859;9572705;9572705
0-0-0-1-0;10050773;10050773;10050773;10050773;10050773;2212847;10050773;10050773;10050773;10050773;10050773;10050773;10050773;10050773;10050773;10050773;10050773;10050773;2212847;10050773;10050773
0-0-0-0-1;9826327;9826327;9826327;9826327;9826327;2389276;9826327;9826327;9826327;9826327;9826327;9826327;9826327;9826327;9826327;9826327;9826327;9826327;2389276;9826327;9826327
1-2-0-0-0;8819348;8814166;8814166;8819348;8819348;2544214;8814166;8814166;8819348;8814166;8814166;8819348;8819348;8819348;8819348;8814166;8819348;8814166;2551546;8819348;8814166
1-0-2-0-0;8133800;8139899;8139899;8133800;8133800;2359624;8139899;8139899;8133800;8139899;8139899;8133800;8133800;8133800;8133800;8139899;8133800;8139899;2366698;8133800;8139899
1-0-0-2-0;8321073;8219581;8219581;8321073;8321073;2357719;8219581;8219581;8321073;8219581;8219581;8321073;8321073;8321073;8321073;8219581;8321073;8219581;2390395;8321073;8219581
1-0-0-0-2;8113884;8129210;8129210;8113884;8113884;2607950;8129210;8129210;8113884;8129210;8129210;8113884;8113884;8113884;8113884;8129210;8113884;8129210;2590831;8113884;8129210
0-1-2-0-0;7975389;8009426;8009426;7975389;7975389;2144391;8009426;8009426;7975389;8009426;8009426;7975389;7975389;7975389;7975389;8009426;7975389;8009426;2127281;7975389;8009426
0-1-0-2-0;8225092;8203395;8203395;8225092;8225092;2215604;8203395;8203395;8225092;8203395;8203395;8225092;8225092;8225092;8225092;8203395;8225092;8203395;2237514;8225092;8203395
0-1-0-0-2;8200288;8199826;8199826;8200288;8200288;2439399;8199826;8199826;8200288;8199826;8199826;8200288;8200288;8200288;8200288;8199826;8200288;8199826;2446190;8200288;8199826
0-0-1-2-0;7945354;7956661;7956661;7945354;7945354;2019799;7956661;7956661;7945354;7956661;7956661;7945354;7945354;7945354;7945354;7956661;7945354;7956661;2066018;7945354;7956661
0-0-1-0-2;7759437;7731844;7731844;7759437;7759437;2148894;7731844;7731844;7759437;7731844;7731844;7759437;7759437;7759437;7759437;7731844;7759437;7731844;2197600;7759437;7731844
0-0-0-1-2;7800488;7806288;7806288;7800488;7800488;2230690;7806288;7806288;7800488;7806288;7806288;7800488;7800488;7800488;7800488;7806288;7800488;7806288;2240754;7800488;7806288
1-2-3-0-0;10236729;7502386;7502386;10236729;7475378;2331568;10221057;10221057;10236729;10221057;10221057;10236729;10236729;7475378;7475378;7502386;10236729;10221057;2349705;7475378;7502386
1-2-0-3-0;10226690;7480818;7480818;10226690;7509880;2314897;10207654;10207654;10226690;10207654;10207654;10226690;10226690;7509880;7509880;7480818;10226690;10207654;2331662;7509880;7480818
1-2-0-0-3;10201830;7506046;7506046;10201830;7503269;2524515;10182418;10182418;10201830;10182418;10182418;10201830;10201830;7503269;7503269;7506046;10201830;10182418;2520967;7503269;7506046
1-0-2-3-0;10088045;7269429;7269429;10088045;7304807;2253605;10018998;10018998;10088045;10018998;10018998;10088045;10088045;7304807;7304807;7269429;10088045;10018998;2283065;7304807;7269429
1-0-2-0-3;9711082;7208423;7208423;9711082;7233764;2424361;9666973;9666973;9711082;9666973;9666973;9711082;9711082;7233764;7233764;7208423;9711082;9666973;2465897;7233764;7208423
1-0-0-2-3;9909743;7183707;7183707;9909743;7188757;2485060;9898865;9898865;9909743;9898865;9898865;9909743;9909743;7188757;7188757;7183707;9909743;9898865;2483221;7188757;7183707
0-1-2-3-0;9697082;7197972;7197972;9697082;7161608;2108664;9703081;9703081;9697082;9703081;9703081;9697082;9697082;7161608;7161608;7197972;9697082;9703081;2093319;7161608;7197972
0-1-2-0-3;9629299;7228424;7228424;9629299;7204904;2290097;9644044;9644044;9629299;9644044;9644044;9629299;9629299;7204904;7204904;7228424;9629299;9644044;2289764;7204904;7228424
0-1-0-2-3;9899963;7239527;7239527;9899963;7245715;2275477;9888124;9888124;9899963;9888124;9888124;9899963;9899963;7245715;7245715;7239527;9899963;9888124;2311090;7245715;7239527
0-0-1-2-3;9417548;6939138;6939138;9417548;6923216;2133230;9386744;9386744;9417548;9386744;9386744;9417548;9417548;6923216;6923216;6939138;9417548;9386744;2191882;6923216;6939138
1-2-3-4-0;9068075;6891545;6891545;9068075;6894674;2258924;8998802;8998802;9068075;8998802;8998802;9068075;9068075;6894674;6894674;6891545;9068075;8998802;2271889;6894674;6891545
1-2-3-0-4;8853456;6932937;6932937;8853456;6929521;2426003;8820179;8820179;8853456;8820179;8820179;8853456;8853456;6929521;6929521;6932937;8853456;8820179;2455233;6929521;6932937
1-2-0-3-4;9045600;6884871;6884871;9045600;6883610;2449767;9025900;9025900;9045600;9025900;9025900;9045600;9045600;6883610;6883610;6884871;9045600;9025900;2463310;6883610;6884871
1-0-2-3-4;8738047;6683997;6683997;8738047;6696990;2344686;8728216;8728216;8738047;8728216;8728216;8738047;8738047;6696990;6696990;6683997;8738047;8728216;2366736;6696990;6683997
0-1-2-3-4;8669990;6673947;6673947;8669990;6661818;2227816;8638216;8638216;8669990;8638216;8638216;8669990;8669990;6661818;6661818;6673947;8669990;8638216;2245764;6661818;6673947
1-2-3-4-5;9766878;7002111;7919424;9766878;7033147;2323659;9667465;8109444;9766878;9667465;9667465;9766878;8192598;7971693;7971693;7919424;8192598;8109444;2323730;7033147;7002111
