;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;0.70931;0.70931;0.70931;0.70931;0.70931;0.71898;0.70931;0.70931;0.70931;0.70931;0.70931;0.70931;0.70931;0.70931;0.70931;0.70931;0.70931;0.70931;0.71898;0.70931;0.70931
0-1-0-0-0;0.69644;0.69644;0.69644;0.69644;0.69644;0.70758;0.69644;0.69644;0.69644;0.69644;0.69644;0.69644;0.69644;0.69644;0.69644;0.69644;0.69644;0.69644;0.70758;0.69644;0.69644
0-0-1-0-0;0.78611;0.78611;0.78611;0.78611;0.78611;0.79650;0.78611;0.78611;0.78611;0.78611;0.78611;0.78611;0.78611;0.78611;0.78611;0.78611;0.78611;0.78611;0.79650;0.78611;0.78611
0-0-0-1-0;0.68561;0.68561;0.68561;0.68561;0.68561;0.69629;0.68561;0.68561;0.68561;0.68561;0.68561;0.68561;0.68561;0.68561;0.68561;0.68561;0.68561;0.68561;0.69629;0.68561;0.68561
0-0-0-0-1;0.78356;0.78356;0.78356;0.78356;0.78356;0.79166;0.78356;0.78356;0.78356;0.78356;0.78356;0.78356;0.78356;0.78356;0.78356;0.78356;0.78356;0.78356;0.79166;0.78356;0.78356
1-2-0-0-0;0.73602;0.73767;0.73767;0.73602;0.73602;0.74645;0.73767;0.73767;0.73602;0.73767;0.73767;0.73602;0.73602;0.73602;0.73602;0.73767;0.73602;0.73767;0.74469;0.73602;0.73767
1-0-2-0-0;0.80142;0.80299;0.80299;0.80142;0.80142;0.81179;0.80299;0.80299;0.80142;0.80299;0.80299;0.80142;0.80142;0.80142;0.80142;0.80299;0.80142;0.80299;0.81024;0.80142;0.80299
1-0-0-2-0;0.73974;0.74149;0.74149;0.73974;0.73974;0.75042;0.74149;0.74149;0.73974;0.74149;0.74149;0.73974;0.73974;0.73974;0.73974;0.74149;0.73974;0.74149;0.74859;0.73974;0.74149
1-0-0-0-2;0.79891;0.80048;0.80048;0.79891;0.79891;0.80751;0.80048;0.80048;0.79891;0.80048;0.80048;0.79891;0.79891;0.79891;0.79891;0.80048;0.79891;0.80048;0.80594;0.79891;0.80048
0-1-2-0-0;0.79853;0.79956;0.79956;0.79853;0.79853;0.80890;0.79956;0.79956;0.79853;0.79956;0.79956;0.79853;0.79853;0.79853;0.79853;0.79956;0.79853;0.79956;0.80789;0.79853;0.79956
0-1-0-2-0;0.73138;0.73268;0.73268;0.73138;0.73138;0.74252;0.73268;0.73268;0.73138;0.73268;0.73268;0.73138;0.73138;0.73138;0.73138;0.73268;0.73138;0.73268;0.74101;0.73138;0.73268
0-1-0-0-2;0.79626;0.79722;0.79722;0.79626;0.79626;0.80475;0.79722;0.79722;0.79626;0.79722;0.79722;0.79626;0.79626;0.79626;0.79626;0.79722;0.79626;0.79722;0.80372;0.79626;0.79722
0-0-1-2-0;0.79612;0.79717;0.79717;0.79612;0.79612;0.80629;0.79717;0.79717;0.79612;0.79717;0.79717;0.79612;0.79612;0.79612;0.79612;0.79717;0.79612;0.79717;0.80519;0.79612;0.79717
0-0-1-0-2;0.82019;0.82256;0.82256;0.82019;0.82019;0.82965;0.82256;0.82256;0.82019;0.82256;0.82256;0.82019;0.82019;0.82019;0.82019;0.82256;0.82019;0.82256;0.82710;0.82019;0.82256
0-0-0-1-2;0.79433;0.79553;0.79553;0.79433;0.79433;0.80299;0.79553;0.79553;0.79433;0.79553;0.79553;0.79433;0.79433;0.79433;0.79433;0.79553;0.79433;0.79553;0.80168;0.79433;0.79553
1-2-3-0-0;0.80543;0.80923;0.80923;0.80543;0.80697;0.81752;0.80785;0.80785;0.80543;0.80785;0.80785;0.80543;0.80543;0.80697;0.80697;0.80923;0.80543;0.80785;0.81526;0.80697;0.80923
1-2-0-3-0;0.75273;0.75774;0.75774;0.75273;0.75488;0.76604;0.75589;0.75589;0.75273;0.75589;0.75589;0.75273;0.75273;0.75488;0.75488;0.75774;0.75273;0.75589;0.76297;0.75488;0.75774
1-2-0-0-3;0.80302;0.80706;0.80706;0.80302;0.80473;0.81383;0.80552;0.80552;0.80302;0.80552;0.80552;0.80302;0.80302;0.80473;0.80473;0.80706;0.80302;0.80552;0.81150;0.80473;0.80706
1-0-2-3-0;0.80584;0.80963;0.80963;0.80584;0.80725;0.81776;0.80844;0.80844;0.80584;0.80844;0.80844;0.80584;0.80584;0.80725;0.80725;0.80963;0.80584;0.80844;0.81534;0.80725;0.80963
1-0-2-0-3;0.82528;0.82997;0.82997;0.82528;0.82658;0.83650;0.82883;0.82883;0.82528;0.82883;0.82883;0.82528;0.82528;0.82658;0.82658;0.82997;0.82528;0.82883;0.83307;0.82658;0.82997
1-0-0-2-3;0.80386;0.80779;0.80779;0.80386;0.80537;0.81450;0.80649;0.80649;0.80386;0.80649;0.80649;0.80386;0.80386;0.80537;0.80537;0.80779;0.80386;0.80649;0.81206;0.80537;0.80779
0-1-2-3-0;0.80343;0.80678;0.80678;0.80343;0.80494;0.81532;0.80551;0.80551;0.80343;0.80551;0.80551;0.80343;0.80343;0.80494;0.80494;0.80678;0.80343;0.80551;0.81343;0.80494;0.80678
