;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;0.17413;0.17413;0.17413;0.17413;0.17413;0.18248;0.17413;0.17413;0.17413;0.17413;0.17413;0.17413;0.17413;0.17413;0.17413;0.17413;0.17413;0.17413;0.18248;0.17413;0.17413
0-1-0-0-0;0.14179;0.14179;0.14179;0.14179;0.14179;0.21854;0.14179;0.14179;0.14179;0.14179;0.14179;0.14179;0.14179;0.14179;0.14179;0.14179;0.14179;0.14179;0.21854;0.14179;0.14179
0-0-1-0-0;0.17579;0.17579;0.17579;0.17579;0.17579;0.30872;0.17579;0.17579;0.17579;0.17579;0.17579;0.17579;0.17579;0.17579;0.17579;0.17579;0.17579;0.17579;0.30872;0.17579;0.17579
0-0-0-1-0;0.18455;0.18455;0.18455;0.18455;0.18455;0.25714;0.18455;0.18455;0.18455;0.18455;0.18455;0.18455;0.18455;0.18455;0.18455;0.18455;0.18455;0.18455;0.25714;0.18455;0.18455
0-0-0-0-1;0.18613;0.18613;0.18613;0.18613;0.18613;0.24845;0.18613;0.18613;0.18613;0.18613;0.18613;0.18613;0.18613;0.18613;0.18613;0.18613;0.18613;0.18613;0.24845;0.18613;0.18613
1-2-0-0-0;0.18143;0.17992;0.17992;0.18143;0.18143;0.24658;0.17992;0.17992;0.18143;0.17992;0.17992;0.18143;0.18143;0.18143;0.18143;0.17992;0.18143;0.17992;0.24658;0.18143;0.17992
1-0-2-0-0;0.19345;0.19062;0.19062;0.19345;0.19345;0.31579;0.19062;0.19062;0.19345;0.19062;0.19062;0.19345;0.19345;0.19345;0.19345;0.19062;0.19345;0.19062;0.31788;0.19345;0.19062
1-0-0-2-0;0.21795;0.21757;0.21757;0.21795;0.21795;0.29787;0.21757;0.21757;0.21795;0.21757;0.21757;0.21795;0.21795;0.21795;0.21795;0.21757;0.21795;0.21757;0.29787;0.21795;0.21757
1-0-0-0-2;0.19929;0.19929;0.19929;0.19929;0.19929;0.26708;0.19929;0.19929;0.19929;0.19929;0.19929;0.19929;0.19929;0.19929;0.19929;0.19929;0.19929;0.19929;0.26708;0.19929;0.19929
0-1-2-0-0;0.16622;0.16578;0.16578;0.16622;0.16622;0.30128;0.16578;0.16578;0.16622;0.16578;0.16578;0.16622;0.16622;0.16622;0.16622;0.16578;0.16622;0.16578;0.30128;0.16622;0.16578
0-1-0-2-0;0.19355;0.19217;0.19217;0.19355;0.19355;0.30201;0.19217;0.19217;0.19355;0.19217;0.19217;0.19355;0.19355;0.19355;0.19355;0.19217;0.19355;0.19217;0.30201;0.19355;0.19217
0-1-0-0-2;0.18954;0.18893;0.18893;0.18954;0.18954;0.28144;0.18893;0.18893;0.18954;0.18893;0.18893;0.18954;0.18954;0.18954;0.18954;0.18893;0.18954;0.18893;0.28144;0.18954;0.18893
0-0-1-2-0;0.18343;0.18129;0.18129;0.18343;0.18343;0.32432;0.18129;0.18129;0.18343;0.18129;0.18129;0.18343;0.18343;0.18343;0.18343;0.18129;0.18343;0.18129;0.31973;0.18343;0.18129
0-0-1-0-2;0.19335;0.19760;0.19760;0.19335;0.19335;0.30952;0.19760;0.19760;0.19335;0.19760;0.19760;0.19335;0.19335;0.19335;0.19335;0.19760;0.19335;0.19760;0.30357;0.19335;0.19760
0-0-0-1-2;0.20351;0.20069;0.20069;0.20351;0.20351;0.27160;0.20069;0.20069;0.20351;0.20069;0.20069;0.20351;0.20351;0.20351;0.20351;0.20069;0.20351;0.20069;0.27160;0.20351;0.20069
1-2-3-0-0;0.17414;0.17978;0.17978;0.17414;0.18234;0.30968;0.17232;0.17232;0.17414;0.17232;0.17232;0.17414;0.17414;0.18234;0.18234;0.17978;0.17414;0.17232;0.31169;0.18234;0.17978
1-2-0-3-0;0.20000;0.21132;0.21132;0.20000;0.21154;0.30405;0.19718;0.19718;0.20000;0.19718;0.19718;0.20000;0.20000;0.21154;0.21154;0.21132;0.20000;0.19718;0.30405;0.21154;0.21132
1-2-0-0-3;0.18692;0.20478;0.20478;0.18692;0.20137;0.28743;0.19062;0.19062;0.18692;0.19062;0.19062;0.18692;0.18692;0.20137;0.20137;0.20478;0.18692;0.19062;0.28743;0.20137;0.20478
1-0-2-3-0;0.19209;0.19298;0.19298;0.19209;0.20000;0.34000;0.18733;0.18733;0.19209;0.18733;0.18733;0.19209;0.19209;0.20000;0.20000;0.19298;0.19209;0.18733;0.33784;0.20000;0.19298
1-0-2-0-3;0.18283;0.19764;0.19764;0.18283;0.19520;0.30588;0.18733;0.18733;0.18283;0.18733;0.18733;0.18283;0.18283;0.19520;0.19520;0.19764;0.18283;0.18733;0.30178;0.19520;0.19764
1-0-0-2-3;0.20000;0.20761;0.20761;0.20000;0.20996;0.28395;0.19544;0.19544;0.20000;0.19544;0.19544;0.20000;0.20000;0.20996;0.20996;0.20761;0.20000;0.19544;0.28395;0.20996;0.20761
0-1-2-3-0;0.16456;0.16981;0.16981;0.16456;0.17027;0.32680;0.16497;0.16497;0.16456;0.16497;0.16497;0.16456;0.16456;0.17027;0.17027;0.16981;0.16456;0.16497;0.32895;0.17027;0.16981
