;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;6656;6656;6656;6656;6656;4277;6656;6656;6656;6656;6656;6656;6656;6656;6656;6656;6656;6656;4277;6656;6656
0-1-0-0-0;7161;7161;7161;7161;7161;5642;7161;7161;7161;7161;7161;7161;7161;7161;7161;7161;7161;7161;5642;7161;7161
0-0-1-0-0;8524;8524;8524;8524;8524;6222;8524;8524;8524;8524;8524;8524;8524;8524;8524;8524;8524;8524;6222;8524;8524
0-0-0-1-0;6949;6949;6949;6949;6949;5018;6949;6949;6949;6949;6949;6949;6949;6949;6949;6949;6949;6949;5018;6949;6949
0-0-0-0-1;8261;8261;8261;8261;8261;5694;8261;8261;8261;8261;8261;8261;8261;8261;8261;8261;8261;8261;5694;8261;8261
1-2-0-0-0;7407;7400;7400;7407;7407;5254;7400;7400;7407;7400;7400;7407;7407;7407;7407;7400;7407;7400;5255;7407;7400
1-0-2-0-0;8394;8394;8394;8394;8394;6321;8394;8394;8394;8394;8394;8394;8394;8394;8394;8394;8394;8394;6321;8394;8394
1-0-0-2-0;7012;7177;7177;7012;7012;5525;7177;7177;7012;7177;7177;7012;7012;7012;7012;7177;7012;7177;5421;7012;7177
1-0-0-0-2;8528;8547;8547;8528;8528;5949;8547;8547;8528;8547;8547;8528;8528;8528;8528;8547;8528;8547;5949;8528;8547
0-1-2-0-0;8514;8533;8533;8514;8514;6558;8533;8533;8514;8533;8533;8514;8514;8514;8514;8533;8514;8533;6558;8514;8533
