;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
0-1-0-2-0;7476;7517;7517;7476;7476;5810;7517;7517;7476;7517;7517;7476;7476;7476;7476;7517;7476;7517;5731;7476;7517
0-1-0-0-2;8641;8714;8714;8641;8641;6172;8714;8714;8641;8714;8714;8641;8641;8641;8641;8714;8641;8714;6131;8641;8714
0-0-1-2-0;8277;8328;8328;8277;8277;6350;8328;8328;8277;8328;8328;8277;8277;8277;8277;8328;8277;8328;6283;8277;8328
0-0-1-0-2;8596;8651;8651;8596;8596;6088;8651;8651;8596;8651;8651;8596;8596;8596;8596;8651;8596;8651;6070;8596;8651
0-0-0-1-2;8370;8475;8475;8370;8370;5984;8475;8475;8370;8475;8475;8370;8370;8370;8370;8475;8370;8475;5915;8370;8475
1-2-3-0-0;8774;8479;8479;8774;8480;6301;8775;8775;8774;8775;8775;8774;8774;8480;8480;8479;8774;8775;6302;8480;8479
1-2-0-3-0;8218;7561;7561;8218;7469;6003;8253;8253;8218;8253;8253;8218;8218;7469;7469;7561;8218;8253;5934;7469;7561
1-2-0-0-3;8773;8496;8496;8773;8452;6004;8817;8817;8773;8817;8817;8773;8773;8452;8452;8496;8773;8817;6004;8452;8496
1-0-2-3-0;8661;8195;8195;8661;8076;6428;8690;8690;8661;8690;8690;8661;8661;8076;8076;8195;8661;8690;6279;8076;8195
1-0-2-0-3;8993;8686;8686;8993;8584;6168;9055;9055;8993;9055;9055;8993;8993;8584;8584;8686;8993;9055;6154;8584;8686
1-0-0-2-3;8993;8468;8468;8993;8242;6053;9131;9131;8993;9131;9131;8993;8993;8242;8242;8468;8993;9131;5885;8242;8468
0-1-2-3-0;8826;8279;8279;8826;8164;6636;8894;8894;8826;8894;8894;8826;8826;8164;8164;8279;8826;8894;6550;8164;8279
0-1-2-0-3;9116;8803;8803;9116;8743;6477;9136;9136;9116;9136;9136;9116;9116;8743;8743;8803;9116;9136;6444;8743;8803
0-1-0-2-3;9079;8674;8674;9079;8504;6236;9211;9211;9079;9211;9211;9079;9079;8504;8504;8674;9079;9211;6125;8504;8674
0-0-1-2-3;8978;8300;8300;8978;8218;6118;9028;9028;8978;9028;9028;8978;8978;8218;8218;8300;8978;9028;6079;8218;8300
1-2-3-4-0;8578;8142;8142;8578;8059;6502;8653;8653;8578;8653;8653;8578;8578;8059;8059;8142;8578;8653;6420;8059;8142
1-2-3-0-4;9044;8779;8779;9044;8702;6420;9052;9052;9044;9052;9052;9044;9044;8702;8702;8779;9044;9052;6402;8702;8779
1-2-0-3-4;9026;8390;8390;9026;8169;6168;9143;9143;9026;9143;9143;9026;9026;8169;8169;8390;9026;9143;6012;8169;8390
1-0-2-3-4;8726;8359;8359;8726;8118;6354;8813;8813;8726;8813;8813;8726;8726;8118;8118;8359;8726;8813;6192;8118;8359
0-1-2-3-4;9179;8492;8492;9179;8456;6419;9198;9198;9179;9198;9198;9179;9179;8456;8456;8492;9179;9198;6361;8456;8492
1-2-3-4-5;8657;7700;8006;8657;7684;6079;8627;8304;8657;8627;8627;8657;8319;8056;8056;8006;8319;8304;6030;7684;7700
