;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;47;47;47;47;47;7;47;47;47;47;47;47;47;47;47;47;47;47;7;47;47
0-1-0-0-0;92;92;92;92;92;11;92;92;92;92;92;92;92;92;92;92;92;92;11;92;92
0-0-1-0-0;161;161;161;161;161;18;161;161;161;161;161;161;161;161;161;161;161;161;18;161;161
0-0-0-1-0;82;82;82;82;82;7;82;82;82;82;82;82;82;82;82;82;82;82;7;82;82
0-0-0-0-1;116;116;116;116;116;13;116;116;116;116;116;116;116;116;116;116;116;116;13;116;116
1-2-0-0-0;100;100;100;100;100;11;100;100;100;100;100;100;100;100;100;100;100;100;11;100;100
1-0-2-0-0;152;152;152;152;152;13;152;152;152;152;152;152;152;152;152;152;152;152;13;152;152
1-0-0-2-0;88;88;88;88;88;10;88;88;88;88;88;88;88;88;88;88;88;88;10;88;88
1-0-0-0-2;111;111;111;111;111;12;111;111;111;111;111;111;111;111;111;111;111;111;12;111;111
0-1-2-0-0;145;145;145;145;145;17;145;145;145;145;145;145;145;145;145;145;145;145;17;145;145
0-1-0-2-0;103;103;103;103;103;13;103;103;103;103;103;103;103;103;103;103;103;103;13;103;103
0-1-0-0-2;117;117;117;117;117;12;117;117;117;117;117;117;117;117;117;117;117;117;12;117;117
0-0-1-2-0;145;145;145;145;145;13;145;145;145;145;145;145;145;145;145;145;145;145;13;145;145
0-0-1-0-2;137;149;149;137;137;17;149;149;137;149;149;137;137;137;137;149;137;149;17;137;149
0-0-0-1-2;128;128;128;128;128;10;128;128;128;128;128;128;128;128;128;128;128;128;10;128;128
1-2-3-0-0;155;151;151;155;151;17;155;155;155;155;155;155;155;151;151;151;155;155;17;151;151
1-2-0-3-0;112;116;116;112;116;13;112;112;112;112;112;112;112;116;116;116;112;112;13;116;116
1-2-0-0-3;114;123;123;114;123;12;114;114;114;114;114;114;114;123;123;123;114;114;12;123;123
1-0-2-3-0;130;136;136;130;136;13;130;130;130;130;130;130;130;136;136;136;130;130;13;136;136
1-0-2-0-3;122;134;134;122;122;12;134;134;122;134;134;122;122;122;122;134;122;134;12;122;134
1-0-0-2-3;106;117;117;106;117;10;106;106;106;106;106;106;106;117;117;117;106;106;10;117;117
0-1-2-3-0;161;142;142;161;142;14;160;160;161;160;160;161;161;142;142;142;161;160;14;142;142
0-1-2-0-3;144;148;148;144;136;13;156;156;144;156;156;144;144;136;136;148;144;156;13;136;148
0-1-0-2-3;127;124;124;127;124;9;127;127;127;127;127;127;127;124;124;124;127;127;9;124;124
0-0-1-2-3;150;149;149;150;137;12;152;152;150;152;152;150;150;137;137;149;150;152;12;137;149
1-2-3-4-0;166;145;145;166;145;17;166;166;166;166;166;166;166;145;145;145;166;166;17;145;145
1-2-3-0-4;147;149;149;147;137;13;159;159;147;159;159;147;147;137;137;149;147;159;13;137;149
1-2-0-3-4;129;129;129;129;129;12;129;129;129;129;129;129;129;129;129;129;129;129;12;129;129
1-0-2-3-4;156;149;149;156;137;12;168;168;156;168;168;156;156;137;137;149;156;168;12;137;149
0-1-2-3-4;139;149;149;139;137;13;151;151;139;151;151;139;139;137;137;149;139;151;13;137;149
1-2-3-4-5;115;106;99;115;106;13;115;118;115;115;115;115;118;99;99;99;118;118;13;106;106
