;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;0.34328;0.34328;0.34328;0.34328;0.34328;0.03650;0.34328;0.34328;0.34328;0.34328;0.34328;0.34328;0.34328;0.34328;0.34328;0.34328;0.34328;0.34328;0.03650;0.34328;0.34328
0-1-0-0-0;0.50746;0.50746;0.50746;0.50746;0.50746;0.12583;0.50746;0.50746;0.50746;0.50746;0.50746;0.50746;0.50746;0.50746;0.50746;0.50746;0.50746;0.50746;0.12583;0.50746;0.50746
0-0-1-0-0;0.61960;0.61960;0.61960;0.61960;0.61960;0.11409;0.61960;0.61960;0.61960;0.61960;0.61960;0.61960;0.61960;0.61960;0.61960;0.61960;0.61960;0.61960;0.11409;0.61960;0.61960
0-0-0-1-0;0.43348;0.43348;0.43348;0.43348;0.43348;0.05714;0.43348;0.43348;0.43348;0.43348;0.43348;0.43348;0.43348;0.43348;0.43348;0.43348;0.43348;0.43348;0.05714;0.43348;0.43348
0-0-0-0-1;0.51825;0.51825;0.51825;0.51825;0.51825;0.18012;0.51825;0.51825;0.51825;0.51825;0.51825;0.51825;0.51825;0.51825;0.51825;0.51825;0.51825;0.51825;0.18012;0.51825;0.51825
1-2-0-0-0;0.44304;0.44770;0.44770;0.44304;0.44304;0.09589;0.44770;0.44770;0.44304;0.44770;0.44770;0.44304;0.44304;0.44304;0.44304;0.44770;0.44304;0.44770;0.09589;0.44304;0.44770
1-0-2-0-0;0.60714;0.61290;0.61290;0.60714;0.60714;0.13158;0.61290;0.61290;0.60714;0.61290;0.61290;0.60714;0.60714;0.60714;0.60714;0.61290;0.60714;0.61290;0.12583;0.60714;0.61290
1-0-0-2-0;0.43590;0.44770;0.44770;0.43590;0.43590;0.06383;0.44770;0.44770;0.43590;0.44770;0.44770;0.43590;0.43590;0.43590;0.43590;0.44770;0.43590;0.44770;0.06383;0.43590;0.44770
1-0-0-0-2;0.53025;0.53025;0.53025;0.53025;0.53025;0.18012;0.53025;0.53025;0.53025;0.53025;0.53025;0.53025;0.53025;0.53025;0.53025;0.53025;0.53025;0.53025;0.18012;0.53025;0.53025
0-1-2-0-0;0.64611;0.64706;0.64706;0.64611;0.64611;0.15385;0.64706;0.64706;0.64611;0.64706;0.64706;0.64611;0.64611;0.64611;0.64611;0.64706;0.64611;0.64706;0.15385;0.64611;0.64706
