;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;104094604;104094604;104094604;104094604;104094604;112309862;104094604;104094604;104094604;104094604;104094604;104094604;104094604;104094604;104094604;104094604;104094604;104094604;112309862;104094604;104094604
0-1-0-0-0;103966671;103966671;103966671;103966671;103966671;112028762;103966671;103966671;103966671;103966671;103966671;103966671;103966671;103966671;103966671;103966671;103966671;103966671;112028762;103966671;103966671
0-0-1-0-0;107483768;107483768;107483768;107483768;107483768;115205673;107483768;107483768;107483768;107483768;107483768;107483768;107483768;107483768;107483768;107483768;107483768;107483768;115205673;107483768;107483768
0-0-0-1-0;104069109;104069109;104069109;104069109;104069109;112173833;104069109;104069109;104069109;104069109;104069109;104069109;104069109;104069109;104069109;104069109;104069109;104069109;112173833;104069109;104069109
0-0-0-0-1;107483807;107483807;107483807;107483807;107483807;115160747;107483807;107483807;107483807;107483807;107483807;107483807;107483807;107483807;107483807;107483807;107483807;107483807;115160747;107483807;107483807
1-2-0-0-0;106712092;106729111;106729111;106712092;106712092;113081438;106729111;106729111;106712092;106729111;106729111;106712092;106712092;106712092;106712092;106729111;106712092;106729111;113061966;106712092;106729111
1-0-2-0-0;109129937;109123229;109123229;109129937;109129937;115025737;109123229;109123229;109129937;109123229;109123229;109129937;109129937;109129937;109129937;109123229;109129937;109123229;115009949;109129937;109123229
1-0-0-2-0;107459876;107566326;107566326;107459876;107459876;113493848;107566326;107566326;107459876;107566326;107566326;107459876;107459876;107459876;107459876;107566326;107459876;107566326;113455396;107459876;107566326
1-0-0-0-2;109184786;109175440;109175440;109184786;109184786;114958968;109175440;109175440;109184786;109175440;109175440;109184786;109184786;109184786;109184786;109175440;109184786;109175440;114971911;109184786;109175440
0-1-2-0-0;109308640;109300204;109300204;109308640;109308640;115277672;109300204;109300204;109308640;109300204;109300204;109308640;109308640;109308640;109308640;109300204;109308640;109300204;115269181;109308640;109300204
