;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;0.51657;0.51657;0.51657;0.51657;0.51657;0.59304;0.51657;0.51657;0.51657;0.51657;0.51657;0.51657;0.51657;0.51657;0.51657;0.51657;0.51657;0.51657;0.59304;0.51657;0.51657
0-1-0-0-0;0.51592;0.51592;0.51592;0.51592;0.51592;0.58661;0.51592;0.51592;0.51592;0.51592;0.51592;0.51592;0.51592;0.51592;0.51592;0.51592;0.51592;0.51592;0.58661;0.51592;0.51592
0-0-1-0-0;0.51464;0.51464;0.51464;0.51464;0.51464;0.58401;0.51464;0.51464;0.51464;0.51464;0.51464;0.51464;0.51464;0.51464;0.51464;0.51464;0.51464;0.51464;0.58401;0.51464;0.51464
0-0-0-1-0;0.51028;0.51028;0.51028;0.51028;0.51028;0.58099;0.51028;0.51028;0.51028;0.51028;0.51028;0.51028;0.51028;0.51028;0.51028;0.51028;0.51028;0.51028;0.58099;0.51028;0.51028
0-0-0-0-1;0.52803;0.52803;0.52803;0.52803;0.52803;0.58908;0.52803;0.52803;0.52803;0.52803;0.52803;0.52803;0.52803;0.52803;0.52803;0.52803;0.52803;0.52803;0.58908;0.52803;0.52803
1-2-0-0-0;0.53407;0.53356;0.53356;0.53407;0.53407;0.59074;0.53356;0.53356;0.53407;0.53356;0.53356;0.53407;0.53407;0.53407;0.53407;0.53356;0.53407;0.53356;0.59085;0.53407;0.53356
1-0-2-0-0;0.52617;0.52617;0.52617;0.52617;0.52617;0.59352;0.52617;0.52617;0.52617;0.52617;0.52617;0.52617;0.52617;0.52617;0.52617;0.52617;0.52617;0.52617;0.59352;0.52617;0.52617
1-0-0-2-0;0.52579;0.52575;0.52575;0.52579;0.52579;0.58770;0.52575;0.52575;0.52579;0.52575;0.52575;0.52579;0.52579;0.52579;0.52579;0.52575;0.52579;0.52575;0.58720;0.52579;0.52575
1-0-0-0-2;0.54398;0.54349;0.54349;0.54398;0.54398;0.59283;0.54349;0.54349;0.54398;0.54349;0.54349;0.54398;0.54398;0.54398;0.54398;0.54349;0.54398;0.54349;0.59283;0.54398;0.54349
0-1-2-0-0;0.52185;0.52145;0.52145;0.52185;0.52185;0.58402;0.52145;0.52145;0.52185;0.52145;0.52145;0.52185;0.52185;0.52185;0.52185;0.52145;0.52185;0.52145;0.58402;0.52185;0.52145
