;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
0-1-0-2-0;0.52105;0.52136;0.52136;0.52105;0.52105;0.58919;0.52136;0.52136;0.52105;0.52136;0.52136;0.52105;0.52105;0.52105;0.52105;0.52136;0.52105;0.52136;0.58931;0.52105;0.52136
0-1-0-0-2;0.53548;0.53529;0.53529;0.53548;0.53548;0.58876;0.53529;0.53529;0.53548;0.53529;0.53529;0.53548;0.53548;0.53548;0.53548;0.53529;0.53548;0.53529;0.58794;0.53548;0.53529
0-0-1-2-0;0.52231;0.52226;0.52226;0.52231;0.52231;0.58214;0.52226;0.52226;0.52231;0.52226;0.52226;0.52231;0.52231;0.52231;0.52231;0.52226;0.52231;0.52226;0.57940;0.52231;0.52226
0-0-1-0-2;0.53305;0.53296;0.53296;0.53305;0.53305;0.59021;0.53296;0.53296;0.53305;0.53296;0.53296;0.53305;0.53305;0.53305;0.53305;0.53296;0.53305;0.53296;0.58966;0.53305;0.53296
0-0-0-1-2;0.53329;0.53282;0.53282;0.53329;0.53329;0.58420;0.53282;0.53282;0.53329;0.53282;0.53282;0.53329;0.53329;0.53329;0.53329;0.53282;0.53329;0.53282;0.58397;0.53329;0.53282
1-2-3-0-0;0.51979;0.53213;0.53213;0.51979;0.53220;0.58965;0.51985;0.51985;0.51979;0.51985;0.51985;0.51979;0.51979;0.53220;0.53220;0.53213;0.51979;0.51985;0.58974;0.53220;0.53213
1-2-0-3-0;0.51944;0.53423;0.53423;0.51944;0.53461;0.59143;0.51876;0.51876;0.51944;0.51876;0.51876;0.51944;0.51944;0.53461;0.53461;0.53423;0.51944;0.51876;0.59127;0.53461;0.53423
1-2-0-0-3;0.52996;0.54841;0.54841;0.52996;0.54890;0.59416;0.52961;0.52961;0.52996;0.52961;0.52961;0.52996;0.52996;0.54890;0.54890;0.54841;0.52996;0.52961;0.59416;0.54890;0.54841
1-0-2-3-0;0.51677;0.53228;0.53228;0.51677;0.53195;0.58838;0.51714;0.51714;0.51677;0.51714;0.51714;0.51677;0.51677;0.53195;0.53195;0.53228;0.51677;0.51714;0.58776;0.53195;0.53228
1-0-2-0-3;0.52850;0.54166;0.54166;0.52850;0.54281;0.59302;0.52802;0.52802;0.52850;0.52802;0.52802;0.52850;0.52850;0.54281;0.54281;0.54166;0.52850;0.52802;0.59287;0.54281;0.54166
1-0-0-2-3;0.52987;0.54233;0.54233;0.52987;0.54345;0.58921;0.52933;0.52933;0.52987;0.52933;0.52933;0.52987;0.52987;0.54345;0.54345;0.54233;0.52987;0.52933;0.58968;0.54345;0.54233
0-1-2-3-0;0.51365;0.52303;0.52303;0.51365;0.52411;0.58457;0.51245;0.51245;0.51365;0.51245;0.51245;0.51365;0.51365;0.52411;0.52411;0.52303;0.51365;0.51245;0.58114;0.52411;0.52303
0-1-2-0-3;0.52103;0.53690;0.53690;0.52103;0.53767;0.59054;0.52069;0.52069;0.52103;0.52069;0.52069;0.52103;0.52103;0.53767;0.53767;0.53690;0.52103;0.52069;0.58935;0.53767;0.53690
0-1-0-2-3;0.52380;0.54000;0.54000;0.52380;0.54079;0.58980;0.52451;0.52451;0.52380;0.52451;0.52451;0.52380;0.52380;0.54079;0.54079;0.54000;0.52380;0.52451;0.58872;0.54079;0.54000
0-0-1-2-3;0.52341;0.53479;0.53479;0.52341;0.53423;0.58844;0.52312;0.52312;0.52341;0.52312;0.52312;0.52341;0.52341;0.53423;0.53423;0.53479;0.52341;0.52312;0.58542;0.53423;0.53479
1-2-3-4-0;0.52029;0.53608;0.53608;0.52029;0.53623;0.58943;0.52029;0.52029;0.52029;0.52029;0.52029;0.52029;0.52029;0.53623;0.53623;0.53608;0.52029;0.52029;0.58630;0.53623;0.53608
1-2-3-0-4;0.52963;0.54804;0.54804;0.52963;0.54947;0.59571;0.52837;0.52837;0.52963;0.52837;0.52837;0.52963;0.52963;0.54947;0.54947;0.54804;0.52963;0.52837;0.59520;0.54947;0.54804
1-2-0-3-4;0.53166;0.54647;0.54647;0.53166;0.54770;0.59063;0.53111;0.53111;0.53166;0.53111;0.53111;0.53166;0.53166;0.54770;0.54770;0.54647;0.53166;0.53111;0.59144;0.54770;0.54647
1-0-2-3-4;0.53017;0.54435;0.54435;0.53017;0.54600;0.59079;0.52877;0.52877;0.53017;0.52877;0.52877;0.53017;0.53017;0.54600;0.54600;0.54435;0.53017;0.52877;0.59090;0.54600;0.54435
0-1-2-3-4;0.52347;0.53887;0.53887;0.52347;0.53853;0.59292;0.52300;0.52300;0.52347;0.52300;0.52300;0.52347;0.52347;0.53853;0.53853;0.53887;0.52347;0.52300;0.58898;0.53853;0.53887
1-2-3-4-5;0.52147;0.54206;0.53534;0.52147;0.54377;0.58837;0.52177;0.52680;0.52147;0.52177;0.52177;0.52147;0.52819;0.53682;0.53682;0.53534;0.52819;0.52680;0.58566;0.54377;0.54206
