;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;0.59559;0.59559;0.59559;0.59559;0.59559;0.70000;0.59559;0.59559;0.59559;0.59559;0.59559;0.59559;0.59559;0.59559;0.59559;0.59559;0.59559;0.59559;0.70000;0.59559;0.59559
0-1-0-0-0;0.57869;0.57869;0.57869;0.57869;0.57869;0.75000;0.57869;0.57869;0.57869;0.57869;0.57869;0.57869;0.57869;0.57869;0.57869;0.57869;0.57869;0.57869;0.75000;0.57869;0.57869
0-0-1-0-0;0.58606;0.58606;0.58606;0.58606;0.58606;0.73504;0.58606;0.58606;0.58606;0.58606;0.58606;0.58606;0.58606;0.58606;0.58606;0.58606;0.58606;0.58606;0.73504;0.58606;0.58606
0-0-0-1-0;0.53728;0.53728;0.53728;0.53728;0.53728;0.70000;0.53728;0.53728;0.53728;0.53728;0.53728;0.53728;0.53728;0.53728;0.53728;0.53728;0.53728;0.53728;0.70000;0.53728;0.53728
0-0-0-0-1;0.54021;0.54021;0.54021;0.54021;0.54021;0.67857;0.54021;0.54021;0.54021;0.54021;0.54021;0.54021;0.54021;0.54021;0.54021;0.54021;0.54021;0.54021;0.67857;0.54021;0.54021
1-2-0-0-0;0.58015;0.58015;0.58015;0.58015;0.58015;0.75000;0.58015;0.58015;0.58015;0.58015;0.58015;0.58015;0.58015;0.58015;0.58015;0.58015;0.58015;0.58015;0.75000;0.58015;0.58015
1-0-2-0-0;0.60495;0.60495;0.60495;0.60495;0.60495;0.74157;0.60495;0.60495;0.60495;0.60495;0.60495;0.60495;0.60495;0.60495;0.60495;0.60495;0.60495;0.60495;0.74157;0.60495;0.60495
1-0-0-2-0;0.58333;0.58333;0.58333;0.58333;0.58333;0.71875;0.58333;0.58333;0.58333;0.58333;0.58333;0.58333;0.58333;0.58333;0.58333;0.58333;0.58333;0.58333;0.71875;0.58333;0.58333
1-0-0-0-2;0.57028;0.57028;0.57028;0.57028;0.57028;0.73438;0.57028;0.57028;0.57028;0.57028;0.57028;0.57028;0.57028;0.57028;0.57028;0.57028;0.57028;0.57028;0.73438;0.57028;0.57028
0-1-2-0-0;0.58789;0.58789;0.58789;0.58789;0.58789;0.73451;0.58789;0.58789;0.58789;0.58789;0.58789;0.58789;0.58789;0.58789;0.58789;0.58789;0.58789;0.58789;0.73451;0.58789;0.58789
0-1-0-2-0;0.58136;0.58136;0.58136;0.58136;0.58136;0.77215;0.58136;0.58136;0.58136;0.58136;0.58136;0.58136;0.58136;0.58136;0.58136;0.58136;0.58136;0.58136;0.77215;0.58136;0.58136
0-1-0-0-2;0.57036;0.57036;0.57036;0.57036;0.57036;0.74684;0.57036;0.57036;0.57036;0.57036;0.57036;0.57036;0.57036;0.57036;0.57036;0.57036;0.57036;0.57036;0.74684;0.57036;0.57036
0-0-1-2-0;0.58226;0.58226;0.58226;0.58226;0.58226;0.70787;0.58226;0.58226;0.58226;0.58226;0.58226;0.58226;0.58226;0.58226;0.58226;0.58226;0.58226;0.58226;0.70787;0.58226;0.58226
0-0-1-0-2;0.59880;0.59091;0.59091;0.59880;0.59880;0.73832;0.59091;0.59091;0.59880;0.59091;0.59091;0.59880;0.59880;0.59880;0.59880;0.59091;0.59880;0.59091;0.73832;0.59880;0.59091
0-0-0-1-2;0.55072;0.55072;0.55072;0.55072;0.55072;0.67188;0.55072;0.55072;0.55072;0.55072;0.55072;0.55072;0.55072;0.55072;0.55072;0.55072;0.55072;0.55072;0.67188;0.55072;0.55072
1-2-3-0-0;0.58998;0.59227;0.59227;0.58998;0.59227;0.76106;0.58998;0.58998;0.58998;0.58998;0.58998;0.58998;0.58998;0.59227;0.59227;0.59227;0.58998;0.58998;0.76106;0.59227;0.59227
1-2-0-3-0;0.57187;0.58158;0.58158;0.57187;0.58158;0.77215;0.57187;0.57187;0.57187;0.57187;0.57187;0.57187;0.57187;0.58158;0.58158;0.58158;0.57187;0.57187;0.77215;0.58158;0.58158
1-2-0-0-3;0.58214;0.58571;0.58571;0.58214;0.58571;0.74684;0.58214;0.58214;0.58214;0.58214;0.58214;0.58214;0.58214;0.58571;0.58571;0.58571;0.58214;0.58214;0.74684;0.58571;0.58571
1-0-2-3-0;0.59492;0.60160;0.60160;0.59492;0.60160;0.74157;0.59492;0.59492;0.59492;0.59492;0.59492;0.59492;0.59492;0.60160;0.60160;0.60160;0.59492;0.59492;0.74157;0.60160;0.60160
1-0-2-0-3;0.61573;0.60979;0.60979;0.61573;0.61912;0.74684;0.60704;0.60704;0.61573;0.60704;0.60704;0.61573;0.61573;0.61912;0.61912;0.60979;0.61573;0.60704;0.74684;0.61912;0.60979
1-0-0-2-3;0.56897;0.58046;0.58046;0.56897;0.58046;0.71875;0.56897;0.56897;0.56897;0.56897;0.56897;0.56897;0.56897;0.58046;0.58046;0.58046;0.56897;0.56897;0.71875;0.58046;0.58046
0-1-2-3-0;0.58738;0.57945;0.57945;0.58738;0.57945;0.76404;0.58539;0.58539;0.58738;0.58539;0.58539;0.58738;0.58738;0.57945;0.57945;0.57945;0.58738;0.58539;0.76404;0.57945;0.57945
0-1-2-0-3;0.59736;0.59091;0.59091;0.59736;0.59880;0.70787;0.59101;0.59101;0.59736;0.59101;0.59101;0.59736;0.59736;0.59880;0.59880;0.59091;0.59736;0.59101;0.70787;0.59880;0.59091
0-1-0-2-3;0.55821;0.57169;0.57169;0.55821;0.57169;0.74545;0.55821;0.55821;0.55821;0.55821;0.55821;0.55821;0.55821;0.57169;0.57169;0.57169;0.55821;0.55821;0.74545;0.57169;0.57169
0-0-1-2-3;0.58269;0.58815;0.58815;0.58269;0.59604;0.70886;0.58786;0.58786;0.58269;0.58786;0.58786;0.58269;0.58269;0.59604;0.59604;0.58815;0.58269;0.58786;0.70886;0.59604;0.58815
1-2-3-4-0;0.58667;0.58493;0.58493;0.58667;0.58493;0.76106;0.58667;0.58667;0.58667;0.58667;0.58667;0.58667;0.58667;0.58493;0.58493;0.58493;0.58667;0.58667;0.76106;0.58493;0.58493
1-2-3-0-4;0.60227;0.59517;0.59517;0.60227;0.60329;0.74157;0.59541;0.59541;0.60227;0.59541;0.59541;0.60227;0.60227;0.60329;0.60329;0.59517;0.60227;0.59541;0.74157;0.60329;0.59517
1-2-0-3-4;0.57187;0.58688;0.58688;0.57187;0.58688;0.74684;0.57187;0.57187;0.57187;0.57187;0.57187;0.57187;0.57187;0.58688;0.58688;0.58688;0.57187;0.57187;0.74684;0.58688;0.58688
