;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;0.10075;0.10075;0.10075;0.10075;0.10075;0.03149;0.10075;0.10075;0.10075;0.10075;0.10075;0.10075;0.10075;0.10075;0.10075;0.10075;0.10075;0.10075;0.03149;0.10075;0.10075
0-1-0-0-0;0.11325;0.11325;0.11325;0.11325;0.11325;0.03885;0.11325;0.11325;0.11325;0.11325;0.11325;0.11325;0.11325;0.11325;0.11325;0.11325;0.11325;0.11325;0.03885;0.11325;0.11325
0-0-1-0-0;0.10449;0.10449;0.10449;0.10449;0.10449;0.03490;0.10449;0.10449;0.10449;0.10449;0.10449;0.10449;0.10449;0.10449;0.10449;0.10449;0.10449;0.10449;0.03490;0.10449;0.10449
0-0-0-1-0;0.11072;0.11072;0.11072;0.11072;0.11072;0.04337;0.11072;0.11072;0.11072;0.11072;0.11072;0.11072;0.11072;0.11072;0.11072;0.11072;0.11072;0.11072;0.04337;0.11072;0.11072
0-0-0-0-1;0.10155;0.10155;0.10155;0.10155;0.10155;0.03683;0.10155;0.10155;0.10155;0.10155;0.10155;0.10155;0.10155;0.10155;0.10155;0.10155;0.10155;0.10155;0.03683;0.10155;0.10155
1-2-0-0-0;0.09228;0.09228;0.09228;0.09228;0.09228;0.03486;0.09228;0.09228;0.09228;0.09228;0.09228;0.09228;0.09228;0.09228;0.09228;0.09228;0.09228;0.09228;0.03486;0.09228;0.09228
1-0-2-0-0;0.08640;0.08741;0.08741;0.08640;0.08640;0.03197;0.08741;0.08741;0.08640;0.08741;0.08741;0.08640;0.08640;0.08640;0.08640;0.08741;0.08640;0.08741;0.03197;0.08640;0.08741
1-0-0-2-0;0.08946;0.09169;0.09169;0.08946;0.08946;0.03802;0.09169;0.09169;0.08946;0.09169;0.09169;0.08946;0.08946;0.08946;0.08946;0.09169;0.08946;0.09169;0.03796;0.08946;0.09169
1-0-0-0-2;0.08558;0.08611;0.08611;0.08558;0.08558;0.03421;0.08611;0.08611;0.08558;0.08611;0.08611;0.08558;0.08558;0.08558;0.08558;0.08611;0.08558;0.08611;0.03451;0.08558;0.08611
0-1-2-0-0;0.09566;0.09593;0.09593;0.09566;0.09566;0.03652;0.09593;0.09593;0.09566;0.09593;0.09593;0.09566;0.09566;0.09566;0.09566;0.09593;0.09566;0.09593;0.03660;0.09566;0.09593
0-1-0-2-0;0.10050;0.10078;0.10078;0.10050;0.10050;0.03838;0.10078;0.10078;0.10050;0.10078;0.10078;0.10050;0.10050;0.10050;0.10050;0.10078;0.10050;0.10078;0.03857;0.10050;0.10078
0-1-0-0-2;0.09465;0.09442;0.09442;0.09465;0.09465;0.03858;0.09442;0.09442;0.09465;0.09442;0.09442;0.09465;0.09465;0.09465;0.09465;0.09442;0.09465;0.09442;0.03919;0.09465;0.09442
0-0-1-2-0;0.09422;0.09430;0.09430;0.09422;0.09422;0.03664;0.09430;0.09430;0.09422;0.09430;0.09430;0.09422;0.09422;0.09422;0.09422;0.09430;0.09422;0.09430;0.03676;0.09422;0.09430
0-0-1-0-2;0.08810;0.08749;0.08749;0.08810;0.08810;0.03527;0.08749;0.08749;0.08810;0.08749;0.08749;0.08810;0.08810;0.08810;0.08810;0.08749;0.08810;0.08749;0.03531;0.08810;0.08749
0-0-0-1-2;0.09174;0.09218;0.09218;0.09174;0.09174;0.03693;0.09218;0.09218;0.09174;0.09218;0.09218;0.09174;0.09174;0.09174;0.09174;0.09218;0.09174;0.09218;0.03722;0.09174;0.09218
1-2-3-0-0;0.10149;0.08566;0.08566;0.10149;0.08462;0.03438;0.10232;0.10232;0.10149;0.10232;0.10232;0.10149;0.10149;0.08462;0.08462;0.08566;0.10149;0.10232;0.03425;0.08462;0.08566
1-2-0-3-0;0.10682;0.08925;0.08925;0.10682;0.08696;0.03711;0.10767;0.10767;0.10682;0.10767;0.10767;0.10682;0.10682;0.08696;0.08696;0.08925;0.10682;0.10767;0.03601;0.08696;0.08925
1-2-0-0-3;0.09869;0.08107;0.08107;0.09869;0.08025;0.03454;0.09954;0.09954;0.09869;0.09954;0.09954;0.09869;0.09869;0.08025;0.08025;0.08107;0.09869;0.09954;0.03465;0.08025;0.08107
1-0-2-3-0;0.10223;0.08491;0.08491;0.10223;0.08301;0.03474;0.10119;0.10119;0.10223;0.10119;0.10119;0.10223;0.10223;0.08301;0.08301;0.08491;0.10223;0.10119;0.03437;0.08301;0.08491
