;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-2-0-3;0.09832;0.08009;0.08009;0.09832;0.08005;0.03434;0.09794;0.09794;0.09832;0.09794;0.09794;0.09832;0.09832;0.08005;0.08005;0.08009;0.09832;0.09794;0.03464;0.08005;0.08009
1-0-0-2-3;0.10045;0.08416;0.08416;0.10045;0.08227;0.03549;0.10124;0.10124;0.10045;0.10124;0.10124;0.10045;0.10045;0.08227;0.08227;0.08416;0.10045;0.10124;0.03593;0.08227;0.08416
0-1-2-3-0;0.10620;0.08941;0.08941;0.10620;0.08856;0.03668;0.10518;0.10518;0.10620;0.10518;0.10518;0.10620;0.10620;0.08856;0.08856;0.08941;0.10620;0.10518;0.03713;0.08856;0.08941
0-1-2-0-3;0.10129;0.08620;0.08620;0.10129;0.08491;0.03700;0.10204;0.10204;0.10129;0.10204;0.10204;0.10129;0.10129;0.08491;0.08491;0.08620;0.10129;0.10204;0.03729;0.08491;0.08620
0-1-0-2-3;0.10404;0.08784;0.08784;0.10404;0.08699;0.03736;0.10400;0.10400;0.10404;0.10400;0.10400;0.10404;0.10404;0.08699;0.08699;0.08784;0.10404;0.10400;0.03782;0.08699;0.08784
0-0-1-2-3;0.10043;0.08280;0.08280;0.10043;0.08364;0.03568;0.09993;0.09993;0.10043;0.09993;0.09993;0.10043;0.10043;0.08364;0.08364;0.08280;0.10043;0.09993;0.03566;0.08364;0.08280
1-2-3-4-0;0.09563;0.08233;0.08233;0.09563;0.08066;0.03628;0.09732;0.09732;0.09563;0.09732;0.09732;0.09563;0.09563;0.08066;0.08066;0.08233;0.09563;0.09732;0.03523;0.08066;0.08233
1-2-3-0-4;0.09289;0.07746;0.07746;0.09289;0.07633;0.03360;0.09430;0.09430;0.09289;0.09430;0.09430;0.09289;0.09289;0.07633;0.07633;0.07746;0.09289;0.09430;0.03425;0.07633;0.07746
1-2-0-3-4;0.09717;0.08110;0.08110;0.09717;0.07963;0.03690;0.09727;0.09727;0.09717;0.09727;0.09727;0.09717;0.09717;0.07963;0.07963;0.08110;0.09717;0.09727;0.03739;0.07963;0.08110
1-0-2-3-4;0.09530;0.07724;0.07724;0.09530;0.07635;0.03475;0.09611;0.09611;0.09530;0.09611;0.09611;0.09530;0.09530;0.07635;0.07635;0.07724;0.09530;0.09611;0.03464;0.07635;0.07724
0-1-2-3-4;0.09700;0.08165;0.08165;0.09700;0.08087;0.03715;0.09816;0.09816;0.09700;0.09816;0.09816;0.09700;0.09700;0.08087;0.08087;0.08165;0.09700;0.09816;0.03641;0.08087;0.08165
1-2-3-4-5;0.10338;0.07859;0.08531;0.10338;0.07698;0.03562;0.10338;0.09303;0.10338;0.10338;0.10338;0.10338;0.09369;0.08452;0.08452;0.08531;0.09369;0.09303;0.03584;0.07698;0.07859
