;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;45;45;45;45;45;34;45;45;45;45;45;45;45;45;45;45;45;45;34;45;45
0-1-0-0-0;57;57;57;57;57;53;57;57;57;57;57;57;57;57;57;57;57;57;53;57;57
0-0-1-0-0;96;96;96;96;96;73;96;96;96;96;96;96;96;96;96;96;96;96;73;96;96
0-0-0-1-0;62;62;62;62;62;52;62;62;62;62;62;62;62;62;62;62;62;62;52;62;62
0-0-0-0-1;79;79;79;79;79;63;79;79;79;79;79;79;79;79;79;79;79;79;63;79;79
1-2-0-0-0;65;65;65;65;65;56;65;65;65;65;65;65;65;65;65;65;65;65;56;65;65
1-0-2-0-0;102;102;102;102;102;77;102;102;102;102;102;102;102;102;102;102;102;102;77;102;102
1-0-0-2-0;72;73;73;72;72;62;73;73;72;73;73;72;72;72;72;73;72;73;62;72;73
1-0-0-0-2;86;86;86;86;86;67;86;86;86;86;86;86;86;86;86;86;86;86;67;86;86
0-1-2-0-0;97;97;97;97;97;77;97;97;97;97;97;97;97;97;97;97;97;97;77;97;97
0-1-0-2-0;78;78;78;78;78;70;78;78;78;78;78;78;78;78;78;78;78;78;68;78;78
0-1-0-0-2;90;91;91;90;90;73;91;91;90;91;91;90;90;90;90;91;90;91;73;90;91
0-0-1-2-0;98;98;98;98;98;76;98;98;98;98;98;98;98;98;98;98;98;98;75;98;98
0-0-1-0-2;99;101;101;99;99;80;101;101;99;101;101;99;99;99;99;101;99;101;79;99;101
0-0-0-1-2;89;89;89;89;89;69;89;89;89;89;89;89;89;89;89;89;89;89;69;89;89
1-2-3-0-0;103;101;101;103;101;79;103;103;103;103;103;103;103;101;101;101;103;103;79;101;101
1-2-0-3-0;82;82;82;82;81;71;82;82;82;82;82;82;82;81;81;82;82;82;71;81;82
1-2-0-0-3;93;94;94;93;92;75;95;95;93;95;95;93;93;92;92;94;93;95;75;92;94
1-0-2-3-0;105;103;103;105;103;80;105;105;105;105;105;105;105;103;103;103;105;105;79;103;103
1-0-2-0-3;103;103;103;103;101;80;105;105;103;105;105;103;103;101;101;103;103;105;79;101;103
1-0-0-2-3;92;92;92;92;91;71;92;92;92;92;92;92;92;91;91;92;92;92;71;91;92
0-1-2-3-0;100;98;98;100;98;80;100;100;100;100;100;100;100;98;98;98;100;100;80;98;98
0-1-2-0-3;102;102;102;102;99;80;104;104;102;104;104;102;102;99;99;102;102;104;79;99;102
0-1-0-2-3;91;93;93;91;92;76;92;92;91;92;92;91;91;92;92;93;91;92;76;92;93
0-0-1-2-3;101;99;99;101;97;79;103;103;101;103;103;101;101;97;97;99;101;103;78;97;99
1-2-3-4-0;103;101;101;103;101;82;103;103;103;103;103;103;103;101;101;101;103;103;82;101;101
1-2-3-0-4;103;102;102;103;98;80;106;106;103;106;106;103;103;98;98;102;103;106;79;98;102
1-2-0-3-4;94;96;96;94;94;77;95;95;94;95;95;94;94;94;94;96;94;95;77;94;96
1-0-2-3-4;102;101;101;102;97;81;105;105;102;105;105;102;102;97;97;101;102;105;80;97;101
0-1-2-3-4;101;100;100;101;97;82;103;103;101;103;103;101;101;97;97;100;101;103;81;97;100
1-2-3-4-5;86;83;84;86;81;73;86;86;86;86;86;86;85;84;84;84;85;86;73;81;83
