;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;0.03109;0.03109;0.03109;0.03109;0.03109;0.03124;0.03109;0.03109;0.03109;0.03109;0.03109;0.03109;0.03109;0.03109;0.03109;0.03109;0.03109;0.03109;0.03124;0.03109;0.03109
0-1-0-0-0;0.03124;0.03124;0.03124;0.03124;0.03124;0.03134;0.03124;0.03124;0.03124;0.03124;0.03124;0.03124;0.03124;0.03124;0.03124;0.03124;0.03124;0.03124;0.03134;0.03124;0.03124
0-0-1-0-0;0.01579;0.01579;0.01579;0.01579;0.01579;0.01585;0.01579;0.01579;0.01579;0.01579;0.01579;0.01579;0.01579;0.01579;0.01579;0.01579;0.01579;0.01579;0.01585;0.01579;0.01579
0-0-0-1-0;0.03316;0.03316;0.03316;0.03316;0.03316;0.03305;0.03316;0.03316;0.03316;0.03316;0.03316;0.03316;0.03316;0.03316;0.03316;0.03316;0.03316;0.03316;0.03305;0.03316;0.03316
0-0-0-0-1;0.01830;0.01830;0.01830;0.01830;0.01830;0.01830;0.01830;0.01830;0.01830;0.01830;0.01830;0.01830;0.01830;0.01830;0.01830;0.01830;0.01830;0.01830;0.01830;0.01830;0.01830
1-2-0-0-0;0.02389;0.02351;0.02351;0.02389;0.02389;0.02360;0.02351;0.02351;0.02389;0.02351;0.02351;0.02389;0.02389;0.02389;0.02389;0.02351;0.02389;0.02351;0.02398;0.02389;0.02351
1-0-2-0-0;0.01342;0.01331;0.01331;0.01342;0.01342;0.01360;0.01331;0.01331;0.01342;0.01331;0.01331;0.01342;0.01342;0.01342;0.01342;0.01331;0.01342;0.01331;0.01371;0.01342;0.01331
1-0-0-2-0;0.02244;0.02201;0.02201;0.02244;0.02244;0.02205;0.02201;0.02201;0.02244;0.02201;0.02201;0.02244;0.02244;0.02244;0.02244;0.02201;0.02244;0.02201;0.02244;0.02244;0.02201
1-0-0-0-2;0.01521;0.01503;0.01503;0.01521;0.01521;0.01503;0.01503;0.01503;0.01521;0.01503;0.01503;0.01521;0.01521;0.01521;0.01521;0.01503;0.01521;0.01503;0.01521;0.01521;0.01503
0-1-2-0-0;0.01382;0.01369;0.01369;0.01382;0.01382;0.01381;0.01369;0.01369;0.01382;0.01369;0.01369;0.01382;0.01382;0.01382;0.01382;0.01369;0.01382;0.01369;0.01395;0.01382;0.01369
