;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;458;458;458;458;458;448;458;458;458;458;458;458;458;458;458;458;458;458;448;458;458
0-1-0-0-0;457;457;457;457;457;448;457;457;457;457;457;457;457;457;457;457;457;457;448;457;457
0-0-1-0-0;334;334;334;334;334;318;334;334;334;334;334;334;334;334;334;334;334;334;318;334;334
0-0-0-1-0;473;473;473;473;473;462;473;473;473;473;473;473;473;473;473;473;473;473;462;473;473
0-0-0-0-1;373;373;373;373;373;358;373;373;373;373;373;373;373;373;373;373;373;373;358;373;373
1-2-0-0-0;390;385;385;390;390;378;385;385;390;385;385;390;390;390;390;385;390;385;383;390;385
1-0-2-0-0;304;305;305;304;304;296;305;305;304;305;305;304;304;304;304;305;304;305;296;304;305
1-0-0-2-0;378;376;376;378;378;363;376;376;378;376;376;378;378;378;378;376;378;376;365;378;376
1-0-0-0-2;335;333;333;335;335;318;333;333;335;333;333;335;335;335;335;333;335;333;320;335;333
0-1-2-0-0;309;308;308;309;309;297;308;308;309;308;308;309;309;309;309;308;309;308;298;309;308
0-1-0-2-0;389;388;388;389;389;381;388;388;389;388;388;389;389;389;389;388;389;388;382;389;388
0-1-0-0-2;335;335;335;335;335;319;335;335;335;335;335;335;335;335;335;335;335;335;319;335;335
0-0-1-2-0;308;308;308;308;308;295;308;308;308;308;308;308;308;308;308;308;308;308;293;308;308
0-0-1-0-2;294;293;293;294;294;283;293;293;294;293;293;294;294;294;294;293;294;293;283;294;293
0-0-0-1-2;332;331;331;332;332;320;331;331;332;331;331;332;332;332;332;331;332;331;320;332;331
1-2-3-0-0;299;301;301;299;300;289;299;299;299;299;299;299;299;300;300;301;299;299;289;300;301
1-2-0-3-0;360;357;357;360;358;342;357;357;360;357;357;360;360;358;358;357;360;357;344;358;357
1-2-0-0-3;320;318;318;320;321;301;318;318;320;318;318;320;320;321;321;318;320;318;304;321;318
1-0-2-3-0;295;294;294;295;296;283;293;293;295;293;293;295;295;296;296;294;295;293;284;296;294
1-0-2-0-3;289;286;286;289;287;273;287;287;289;287;287;289;289;287;287;286;289;287;275;287;286
1-0-0-2-3;318;316;316;318;317;300;316;316;318;316;316;318;318;317;317;316;318;316;303;317;316
0-1-2-3-0;303;300;300;303;303;287;300;300;303;300;300;303;303;303;303;300;303;300;288;303;300
0-1-2-0-3;291;286;286;291;288;276;287;287;291;287;287;291;291;288;288;286;291;287;278;288;286
0-1-0-2-3;317;314;314;317;315;303;316;316;317;316;316;317;317;315;315;314;317;316;303;315;314
0-0-1-2-3;284;285;285;284;284;273;285;285;284;285;285;284;284;284;284;285;284;285;273;284;285
1-2-3-4-0;291;292;292;291;294;281;289;289;291;289;289;291;291;294;294;292;291;289;282;294;292
1-2-3-0-4;288;282;282;288;283;270;283;283;288;283;283;288;288;283;283;282;288;283;272;283;282
1-2-0-3-4;308;307;307;308;309;291;306;306;308;306;306;308;308;309;309;307;308;306;295;309;307
1-0-2-3-4;283;280;280;283;282;266;280;280;283;280;280;283;283;282;282;280;283;280;269;282;280
0-1-2-3-4;284;280;280;284;281;268;281;281;284;281;281;284;284;281;281;280;284;281;270;281;280
1-2-3-4-5;326;327;326;326;323;319;330;329;326;330;330;326;326;322;322;326;326;329;315;323;327
