;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;0.67584;0.67584;0.67584;0.67584;0.67584;0.68566;0.67584;0.67584;0.67584;0.67584;0.67584;0.67584;0.67584;0.67584;0.67584;0.67584;0.67584;0.67584;0.68566;0.67584;0.67584
0-1-0-0-0;0.65525;0.65525;0.65525;0.65525;0.65525;0.66651;0.65525;0.65525;0.65525;0.65525;0.65525;0.65525;0.65525;0.65525;0.65525;0.65525;0.65525;0.65525;0.66651;0.65525;0.65525
0-0-1-0-0;0.83733;0.83733;0.83733;0.83733;0.83733;0.84780;0.83733;0.83733;0.83733;0.83733;0.83733;0.83733;0.83733;0.83733;0.83733;0.83733;0.83733;0.83733;0.84780;0.83733;0.83733
0-0-0-1-0;0.64742;0.64742;0.64742;0.64742;0.64742;0.65879;0.64742;0.64742;0.64742;0.64742;0.64742;0.64742;0.64742;0.64742;0.64742;0.64742;0.64742;0.64742;0.65879;0.64742;0.64742
0-0-0-0-1;0.83208;0.83208;0.83208;0.83208;0.83208;0.83905;0.83208;0.83208;0.83208;0.83208;0.83208;0.83208;0.83208;0.83208;0.83208;0.83208;0.83208;0.83208;0.83905;0.83208;0.83208
1-2-0-0-0;0.70668;0.70840;0.70840;0.70668;0.70668;0.71757;0.70840;0.70840;0.70668;0.70840;0.70840;0.70668;0.70668;0.70668;0.70668;0.70840;0.70668;0.70840;0.71575;0.70668;0.70840
1-0-2-0-0;0.84456;0.84540;0.84540;0.84456;0.84456;0.85478;0.84540;0.84540;0.84456;0.84540;0.84540;0.84456;0.84456;0.84456;0.84456;0.84540;0.84456;0.84540;0.85399;0.84456;0.84540
1-0-0-2-0;0.71295;0.71484;0.71484;0.71295;0.71295;0.72426;0.71484;0.71484;0.71295;0.71484;0.71484;0.71295;0.71295;0.71295;0.71295;0.71484;0.71295;0.71484;0.72227;0.71295;0.71484
1-0-0-0-2;0.83924;0.84009;0.84009;0.83924;0.83924;0.84647;0.84009;0.84009;0.83924;0.84009;0.84009;0.83924;0.83924;0.83924;0.83924;0.84009;0.83924;0.84009;0.84563;0.83924;0.84009
0-1-2-0-0;0.84279;0.84333;0.84333;0.84279;0.84279;0.85299;0.84333;0.84333;0.84279;0.84333;0.84333;0.84279;0.84279;0.84279;0.84279;0.84333;0.84279;0.84333;0.85247;0.84279;0.84333
0-1-0-2-0;0.70016;0.70158;0.70158;0.70016;0.70016;0.71208;0.70158;0.70158;0.70016;0.70158;0.70158;0.70016;0.70016;0.70016;0.70016;0.70158;0.70016;0.70158;0.71046;0.70016;0.70158
0-1-0-0-2;0.83757;0.83810;0.83810;0.83757;0.83757;0.84472;0.83810;0.83810;0.83757;0.83810;0.83810;0.83757;0.83757;0.83757;0.83757;0.83810;0.83757;0.83810;0.84416;0.83757;0.83810
0-0-1-2-0;0.84193;0.84245;0.84245;0.84193;0.84193;0.85214;0.84245;0.84245;0.84193;0.84245;0.84245;0.84193;0.84193;0.84193;0.84193;0.84245;0.84193;0.84245;0.85160;0.84193;0.84245
0-0-1-0-2;0.87154;0.87346;0.87346;0.87154;0.87154;0.87994;0.87346;0.87346;0.87154;0.87346;0.87346;0.87154;0.87154;0.87154;0.87154;0.87346;0.87154;0.87346;0.87799;0.87154;0.87346
0-0-0-1-2;0.83717;0.83784;0.83784;0.83717;0.83717;0.84443;0.83784;0.83784;0.83717;0.83784;0.83784;0.83717;0.83717;0.83717;0.83717;0.83784;0.83717;0.83784;0.84372;0.83717;0.83784
1-2-3-0-0;0.84649;0.84845;0.84845;0.84649;0.84724;0.85740;0.84778;0.84778;0.84649;0.84778;0.84778;0.84649;0.84649;0.84724;0.84724;0.84845;0.84649;0.84778;0.85625;0.84724;0.84845
1-2-0-3-0;0.72845;0.73343;0.73343;0.72845;0.73049;0.74233;0.73165;0.73165;0.72845;0.73165;0.73165;0.72845;0.72845;0.73049;0.73049;0.73343;0.72845;0.73165;0.73921;0.73049;0.73343
1-2-0-0-3;0.84117;0.84330;0.84330;0.84117;0.84204;0.84946;0.84251;0.84251;0.84117;0.84251;0.84251;0.84117;0.84117;0.84204;0.84204;0.84330;0.84117;0.84251;0.84819;0.84204;0.84330
1-0-2-3-0;0.84683;0.84881;0.84881;0.84683;0.84757;0.85770;0.84817;0.84817;0.84683;0.84817;0.84817;0.84683;0.84683;0.84757;0.84757;0.84881;0.84683;0.84817;0.85647;0.84757;0.84881
1-0-2-0-3;0.87339;0.87641;0.87641;0.87339;0.87405;0.88259;0.87583;0.87583;0.87339;0.87583;0.87583;0.87339;0.87339;0.87405;0.87405;0.87641;0.87339;0.87583;0.88024;0.87405;0.87641
1-0-0-2-3;0.84184;0.84403;0.84403;0.84184;0.84265;0.85016;0.84331;0.84331;0.84184;0.84331;0.84331;0.84184;0.84184;0.84265;0.84265;0.84403;0.84184;0.84331;0.84879;0.84265;0.84403
0-1-2-3-0;0.84528;0.84699;0.84699;0.84528;0.84604;0.85614;0.84633;0.84633;0.84528;0.84633;0.84633;0.84528;0.84528;0.84604;0.84604;0.84699;0.84528;0.84633;0.85519;0.84604;0.84699
0-1-2-0-3;0.87274;0.87555;0.87555;0.87274;0.87339;0.88184;0.87497;0.87497;0.87274;0.87497;0.87497;0.87274;0.87274;0.87339;0.87339;0.87555;0.87274;0.87497;0.87966;0.87339;0.87555
0-1-0-2-3;0.84046;0.84232;0.84232;0.84046;0.84128;0.84867;0.84160;0.84160;0.84046;0.84160;0.84160;0.84046;0.84046;0.84128;0.84128;0.84232;0.84046;0.84160;0.84758;0.84128;0.84232
0-0-1-2-3;0.87239;0.87525;0.87525;0.87239;0.87310;0.88152;0.87462;0.87462;0.87239;0.87462;0.87462;0.87239;0.87239;0.87310;0.87310;0.87525;0.87239;0.87462;0.87935;0.87310;0.87525
1-2-3-4-0;0.84887;0.85134;0.85134;0.84887;0.84978;0.85989;0.85054;0.85054;0.84887;0.85054;0.85054;0.84887;0.84887;0.84978;0.84978;0.85134;0.84887;0.85054;0.85837;0.84978;0.85134
1-2-3-0-4;0.87431;0.87760;0.87760;0.87431;0.87509;0.88368;0.87690;0.87690;0.87431;0.87690;0.87690;0.87431;0.87431;0.87509;0.87509;0.87760;0.87431;0.87690;0.88118;0.87509;0.87760
1-2-0-3-4;0.84391;0.84667;0.84667;0.84391;0.84495;0.85262;0.84572;0.84572;0.84391;0.84572;0.84572;0.84391;0.84391;0.84495;0.84495;0.84667;0.84391;0.84572;0.85091;0.84495;0.84667
1-0-2-3-4;0.87441;0.87779;0.87779;0.87441;0.87525;0.88382;0.87704;0.87704;0.87441;0.87704;0.87704;0.87441;0.87441;0.87525;0.87525;0.87779;0.87441;0.87704;0.88129;0.87525;0.87779
0-1-2-3-4;0.87386;0.87702;0.87702;0.87386;0.87469;0.88313;0.87628;0.87628;0.87386;0.87628;0.87628;0.87386;0.87386;0.87469;0.87469;0.87702;0.87386;0.87628;0.88079;0.87469;0.87702
1-2-3-4-5;0.79600;0.79489;0.79449;0.79600;0.79885;0.79992;0.79222;0.79281;0.79600;0.79222;0.79222;0.79600;0.79669;0.79843;0.79843;0.79449;0.79669;0.79281;0.80355;0.79885;0.79489
