;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;18;18;18;18;18;0;18;18;18;18;18;18;18;18;18;18;18;18;0;18;18
0-1-0-0-0;44;44;44;44;44;0;44;44;44;44;44;44;44;44;44;44;44;44;0;44;44
0-0-1-0-0;52;52;52;52;52;4;52;52;52;52;52;52;52;52;52;52;52;52;4;52;52
0-0-0-1-0;33;33;33;33;33;0;33;33;33;33;33;33;33;33;33;33;33;33;0;33;33
0-0-0-0-1;26;26;26;26;26;0;26;26;26;26;26;26;26;26;26;26;26;26;0;26;26
1-2-0-0-0;23;23;23;23;23;0;23;23;23;23;23;23;23;23;23;23;23;23;0;23;23
1-0-2-0-0;43;43;43;43;43;1;43;43;43;43;43;43;43;43;43;43;43;43;1;43;43
1-0-0-2-0;26;26;26;26;26;1;26;26;26;26;26;26;26;26;26;26;26;26;1;26;26
1-0-0-0-2;30;30;30;30;30;0;30;30;30;30;30;30;30;30;30;30;30;30;0;30;30
0-1-2-0-0;48;48;48;48;48;4;48;48;48;48;48;48;48;48;48;48;48;48;4;48;48
0-1-0-2-0;36;36;36;36;36;0;36;36;36;36;36;36;36;36;36;36;36;36;0;36;36
0-1-0-0-2;33;33;33;33;33;1;33;33;33;33;33;33;33;33;33;33;33;33;1;33;33
0-0-1-2-0;45;45;45;45;45;4;45;45;45;45;45;45;45;45;45;45;45;45;4;45;45
0-0-1-0-2;36;38;38;36;36;4;38;38;36;38;38;36;36;36;36;38;36;38;4;36;38
0-0-0-1-2;36;36;36;36;36;4;36;36;36;36;36;36;36;36;36;36;36;36;4;36;36
1-2-3-0-0;48;42;42;48;42;1;48;48;48;48;48;48;48;42;42;42;48;48;1;42;42
1-2-0-3-0;43;32;32;43;32;0;43;43;43;43;43;43;43;32;32;32;43;43;0;32;32
1-2-0-0-3;33;31;31;33;31;1;33;33;33;33;33;33;33;31;31;31;33;33;1;31;31
1-0-2-3-0;45;40;40;45;40;1;45;45;45;45;45;45;45;40;40;40;45;45;1;40;40
1-0-2-0-3;36;35;35;36;33;1;38;38;36;38;38;36;36;33;33;35;36;38;1;33;35
1-0-0-2-3;35;29;29;35;29;1;35;35;35;35;35;35;35;29;29;29;35;35;1;29;29
0-1-2-3-0;59;43;43;59;43;0;59;59;59;59;59;59;59;43;43;43;59;59;0;43;43
0-1-2-0-3;48;38;38;48;36;4;50;50;48;50;50;48;48;36;36;38;48;50;4;36;38
0-1-0-2-3;43;31;31;43;31;0;43;43;43;43;43;43;43;31;31;31;43;43;0;31;31
0-0-1-2-3;47;38;38;47;36;4;47;47;47;47;47;47;47;36;36;38;47;47;4;36;38
1-2-3-4-0;51;39;39;51;39;1;51;51;51;51;51;51;51;39;39;39;51;51;1;39;39
1-2-3-0-4;42;35;35;42;33;1;44;44;42;44;44;42;42;33;33;35;42;44;1;33;35
1-2-0-3-4;41;29;29;41;29;1;41;41;41;41;41;41;41;29;29;29;41;41;1;29;29
1-0-2-3-4;38;35;35;38;33;1;40;40;38;40;40;38;38;33;33;35;38;40;1;33;35
0-1-2-3-4;43;38;38;43;36;4;45;45;43;45;45;43;43;36;36;38;43;45;4;36;38
1-2-3-4-5;33;24;24;33;24;1;33;30;33;33;33;33;30;24;24;24;30;30;1;24;24
