;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;89;89;89;89;89;92;89;89;89;89;89;89;89;89;89;89;89;89;92;89;89
0-1-0-0-0;78;78;78;78;78;84;78;78;78;78;78;78;78;78;78;78;78;78;84;78;78
0-0-1-0-0;51;51;51;51;51;54;51;51;51;51;51;51;51;51;51;51;51;51;54;51;51
0-0-0-1-0;80;80;80;80;80;82;80;80;80;80;80;80;80;80;80;80;80;80;82;80;80
0-0-0-0-1;62;62;62;62;62;66;62;62;62;62;62;62;62;62;62;62;62;62;66;62;62
1-2-0-0-0;69;69;69;69;69;71;69;69;69;69;69;69;69;69;69;69;69;69;71;69;69
1-0-2-0-0;44;43;43;44;44;44;43;43;44;43;43;44;44;44;44;43;44;43;44;44;43
1-0-0-2-0;64;61;61;64;64;65;61;61;64;61;61;64;64;64;64;61;64;61;68;64;61
1-0-0-0-2;49;49;49;49;49;51;49;49;49;49;49;49;49;49;49;49;49;49;51;49;49
0-1-2-0-0;45;44;44;45;45;44;44;44;45;44;44;45;45;45;45;44;45;44;45;45;44
0-1-0-2-0;58;58;58;58;58;62;58;58;58;58;58;58;58;58;58;58;58;58;62;58;58
0-1-0-0-2;50;49;49;50;50;54;49;49;50;49;49;50;50;50;50;49;50;49;55;50;49
0-0-1-2-0;45;44;44;45;45;47;44;44;45;44;44;45;45;45;45;44;45;44;48;45;44
0-0-1-0-2;45;45;45;45;45;46;45;45;45;45;45;45;45;45;45;45;45;45;46;45;45
0-0-0-1-2;49;48;48;49;49;53;48;48;49;48;48;49;49;49;49;48;49;48;53;49;48
1-2-3-0-0;40;41;41;40;43;43;38;38;40;38;38;40;40;43;43;41;40;38;44;43;41
1-2-0-3-0;55;52;52;55;56;56;52;52;55;52;52;55;55;56;56;52;55;52;60;56;52
1-2-0-0-3;47;46;46;47;47;49;46;46;47;46;46;47;47;47;47;46;47;46;49;47;46
1-0-2-3-0;38;40;40;38;43;42;37;37;38;37;37;38;38;43;43;40;38;37;44;43;40
1-0-2-0-3;40;40;40;40;42;42;38;38;40;38;38;40;40;42;42;40;40;38;43;42;40
1-0-0-2-3;42;39;39;42;43;45;38;38;42;38;38;42;42;43;43;39;42;38;49;43;39
0-1-2-3-0;41;38;38;41;41;42;38;38;41;38;38;41;41;41;41;38;41;38;44;41;38
0-1-2-0-3;40;38;38;40;40;42;38;38;40;38;38;40;40;40;40;38;40;38;43;40;38
0-1-0-2-3;45;41;41;45;43;46;42;42;45;42;42;45;45;43;43;41;45;42;47;43;41
0-0-1-2-3;40;40;40;40;41;42;38;38;40;38;38;40;40;41;41;40;40;38;43;41;40
1-2-3-4-0;40;38;38;40;41;43;36;36;40;36;36;40;40;41;41;38;40;36;46;41;38
1-2-3-0-4;39;39;39;39;41;40;37;37;39;37;37;39;39;41;41;39;39;37;41;41;39
1-2-0-3-4;42;38;38;42;42;42;39;39;42;39;39;42;42;42;42;38;42;39;44;42;38
1-0-2-3-4;35;36;36;35;39;41;33;33;35;33;33;35;35;39;39;36;35;33;42;39;36
0-1-2-3-4;37;34;34;37;37;38;33;33;37;33;33;37;37;37;37;34;37;33;40;37;34
1-2-3-4-5;45;45;45;45;49;49;41;43;45;41;41;45;46;49;49;45;46;43;51;49;45
