;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;9395;9395;9395;9395;9395;10577;9395;9395;9395;9395;9395;9395;9395;9395;9395;9395;9395;9395;10577;9395;9395
0-1-0-0-0;9557;9557;9557;9557;9557;10676;9557;9557;9557;9557;9557;9557;9557;9557;9557;9557;9557;9557;10676;9557;9557
0-0-1-0-0;11675;11675;11675;11675;11675;13156;11675;11675;11675;11675;11675;11675;11675;11675;11675;11675;11675;11675;13156;11675;11675
0-0-0-1-0;9646;9646;9646;9646;9646;10904;9646;9646;9646;9646;9646;9646;9646;9646;9646;9646;9646;9646;10904;9646;9646
0-0-0-0-1;11171;11171;11171;11171;11171;12366;11171;11171;11171;11171;11171;11171;11171;11171;11171;11171;11171;11171;12366;11171;11171
1-2-0-0-0;10442;10442;10442;10442;10442;11485;10442;10442;10442;10442;10442;10442;10442;10442;10442;10442;10442;10442;11485;10442;10442
1-0-2-0-0;12323;12359;12359;12323;12323;13598;12359;12359;12323;12359;12359;12323;12323;12323;12323;12359;12323;12359;13598;12323;12359
1-0-0-2-0;10941;10977;10977;10941;10941;11990;10977;10977;10941;10977;10977;10941;10941;10941;10941;10977;10941;10977;11896;10941;10977
1-0-0-0-2;11958;11963;11963;11958;11958;13025;11963;11963;11958;11963;11963;11958;11958;11958;11958;11963;11958;11963;12999;11958;11963
0-1-2-0-0;12126;12144;12144;12126;12126;13490;12144;12144;12126;12144;12144;12126;12126;12126;12126;12144;12126;12144;13461;12126;12144
