;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
0-1-0-2-0;10897;10891;10891;10897;10897;12009;10891;10891;10897;10891;10891;10897;10897;10897;10897;10891;10897;10891;12005;10897;10891
0-1-0-0-2;11792;11839;11839;11792;11792;12868;11839;11839;11792;11839;11839;11792;11792;11792;11792;11839;11792;11839;12808;11792;11839
0-0-1-2-0;12155;12152;12152;12155;12155;13400;12152;12152;12155;12152;12152;12155;12155;12155;12155;12152;12155;12152;13372;12155;12152
0-0-1-0-2;12325;12339;12339;12325;12325;13473;12339;12339;12325;12339;12339;12325;12325;12325;12325;12339;12325;12339;13472;12325;12339
0-0-0-1-2;11978;12004;12004;11978;11978;13030;12004;12004;11978;12004;12004;11978;11978;11978;11978;12004;11978;12004;13006;11978;12004
1-2-3-0-0;12102;12468;12468;12102;12388;13583;12184;12184;12102;12184;12184;12102;12102;12388;12388;12468;12102;12184;13537;12388;12468
1-2-0-3-0;10938;11387;11387;10938;11289;12365;11004;11004;10938;11004;11004;10938;10938;11289;11289;11387;10938;11004;12244;11289;11387
1-2-0-0-3;11682;12161;12161;11682;12096;13087;11744;11744;11682;11744;11744;11682;11682;12096;12096;12161;11682;11744;13059;12096;12161
1-0-2-3-0;12180;12514;12514;12180;12439;13629;12224;12224;12180;12224;12224;12180;12180;12439;12439;12514;12180;12224;13573;12439;12514
1-0-2-0-3;12220;12682;12682;12220;12580;13659;12329;12329;12220;12329;12329;12220;12220;12580;12580;12682;12220;12329;13611;12580;12682
1-0-0-2-3;12027;12441;12441;12027;12361;13329;12108;12108;12027;12108;12108;12027;12027;12361;12361;12441;12027;12108;13184;12361;12441
0-1-2-3-0;12006;12470;12470;12006;12422;13547;12112;12112;12006;12112;12112;12006;12006;12422;12422;12470;12006;12112;13484;12422;12470
0-1-2-0-3;12212;12585;12585;12212;12548;13570;12237;12237;12212;12237;12237;12212;12212;12548;12548;12585;12212;12237;13536;12548;12585
0-1-0-2-3;11856;12354;12354;11856;12298;13291;11970;11970;11856;11970;11970;11856;11856;12298;12298;12354;11856;11970;13218;12298;12354
0-0-1-2-3;12192;12597;12597;12192;12554;13634;12246;12246;12192;12246;12246;12192;12192;12554;12554;12597;12192;12246;13609;12554;12597
1-2-3-4-0;12232;12626;12626;12232;12540;13560;12353;12353;12232;12353;12353;12232;12232;12540;12540;12626;12232;12353;13471;12540;12626
1-2-3-0-4;12350;12749;12749;12350;12672;13679;12395;12395;12350;12395;12395;12350;12350;12672;12672;12749;12350;12395;13623;12672;12749
1-2-0-3-4;12024;12529;12529;12024;12395;13379;12130;12130;12024;12130;12130;12024;12024;12395;12395;12529;12024;12130;13291;12395;12529
1-0-2-3-4;12440;12884;12884;12440;12761;13696;12522;12522;12440;12522;12522;12440;12440;12761;12761;12884;12440;12522;13678;12761;12884
0-1-2-3-4;12423;12849;12849;12423;12776;13769;12481;12481;12423;12481;12481;12423;12423;12776;12776;12849;12423;12481;13734;12776;12849
1-2-3-4-5;11633;12295;12142;11633;12138;13057;11813;11982;11633;11813;11813;11633;11821;11969;11969;12142;11821;11982;12929;12138;12295
