;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
0-1-0-2-0;16823;16958;16958;16823;16823;16958;16958;16958;16823;16958;16958;16823;16823;16823;16823;16958;16823;16958;16823;16823;16958
0-1-0-0-2;24045;24208;24208;24045;24045;24208;24208;24208;24045;24208;24208;24045;24045;24045;24045;24208;24045;24208;24045;24045;24208
0-0-1-2-0;24217;24388;24388;24217;24217;24389;24388;24388;24217;24388;24388;24217;24217;24217;24217;24388;24217;24388;24218;24217;24388
0-0-1-0-2;28031;28537;28537;28031;28031;28537;28537;28537;28031;28537;28537;28031;28031;28031;28031;28537;28031;28537;28031;28031;28537
0-0-0-1-2;23687;23897;23897;23687;23687;23897;23897;23897;23687;23897;23897;23687;23687;23687;23687;23897;23687;23897;23687;23687;23897
1-2-3-0-0;25871;26262;26262;25871;25871;26263;26262;26262;25871;26262;26262;25871;25871;25871;25871;26262;25871;26262;25872;25871;26262
1-2-0-3-0;18843;19171;19171;18843;18843;19171;19171;19171;18843;19171;19171;18843;18843;18843;18843;19171;18843;19171;18843;18843;19171
1-2-0-0-3;25224;25613;25613;25224;25224;25613;25613;25613;25224;25613;25613;25224;25224;25224;25224;25613;25224;25613;25224;25224;25613
1-0-2-3-0;25845;26270;26270;25845;25845;26271;26270;26270;25845;26270;26270;25845;25845;25845;25845;26270;25845;26270;25846;25845;26270
1-0-2-0-3;29217;29943;29943;29217;29217;29943;29943;29943;29217;29943;29943;29217;29217;29217;29217;29943;29217;29943;29217;29217;29943
1-0-0-2-3;25288;25709;25709;25288;25288;25709;25709;25709;25288;25709;25709;25288;25288;25288;25288;25709;25288;25709;25288;25288;25709
0-1-2-3-0;25615;25949;25949;25615;25615;25950;25949;25949;25615;25949;25949;25615;25615;25615;25615;25949;25615;25949;25616;25615;25949
0-1-2-0-3;29088;29730;29730;29088;29088;29730;29730;29730;29088;29730;29730;29088;29088;29088;29088;29730;29088;29730;29088;29088;29730
0-1-0-2-3;25078;25414;25414;25078;25078;25414;25414;25414;25078;25414;25414;25078;25078;25078;25078;25414;25078;25414;25078;25078;25414
0-0-1-2-3;28780;29428;29428;28780;28780;29428;29428;29428;28780;29428;29428;28780;28780;28780;28780;29428;28780;29428;28780;28780;29428
1-2-3-4-0;26620;27178;27178;26620;26620;27179;27178;27178;26620;27178;27178;26620;26620;26620;26620;27178;26620;27178;26621;26620;27178
1-2-3-0-4;29833;30670;30670;29833;29833;30670;30670;30670;29833;30670;30670;29833;29833;29833;29833;30670;29833;30670;29833;29833;30670
1-2-0-3-4;26083;26641;26641;26083;26083;26641;26641;26641;26083;26641;26641;26083;26083;26083;26083;26641;26083;26641;26083;26083;26641
1-0-2-3-4;29804;30664;30664;29804;29804;30664;30664;30664;29804;30664;30664;29804;29804;29804;29804;30664;29804;30664;29804;29804;30664
0-1-2-3-4;29696;30460;30460;29696;29696;30460;30460;30460;29696;30460;30460;29696;29696;29696;29696;30460;29696;30460;29696;29696;30460
1-2-3-4-5;20625;20413;20413;20625;20625;20413;20413;20413;20625;20413;20413;20625;20625;20625;20625;20413;20625;20413;20625;20625;20413
