;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;14745;14745;14745;14745;14745;14745;14745;14745;14745;14745;14745;14745;14745;14745;14745;14745;14745;14745;14745;14745;14745
0-1-0-0-0;14167;14167;14167;14167;14167;14167;14167;14167;14167;14167;14167;14167;14167;14167;14167;14167;14167;14167;14167;14167;14167
0-0-1-0-0;22920;22920;22920;22920;22920;22921;22920;22920;22920;22920;22920;22920;22920;22920;22920;22920;22920;22920;22921;22920;22920
0-0-0-1-0;13395;13395;13395;13395;13395;13395;13395;13395;13395;13395;13395;13395;13395;13395;13395;13395;13395;13395;13395;13395;13395
0-0-0-0-1;22235;22235;22235;22235;22235;22235;22235;22235;22235;22235;22235;22235;22235;22235;22235;22235;22235;22235;22235;22235;22235
1-2-0-0-0;16970;17130;17130;16970;16970;17130;17130;17130;16970;17130;17130;16970;16970;16970;16970;17130;16970;17130;16970;16970;17130
1-0-2-0-0;24962;25215;25215;24962;24962;25216;25215;25215;24962;25215;25215;24962;24962;24962;24962;25215;24962;25215;24963;24962;25215
1-0-0-2-0;17344;17520;17520;17344;17344;17520;17520;17520;17344;17520;17520;17344;17344;17344;17344;17520;17344;17520;17344;17344;17520
1-0-0-0-2;24273;24512;24512;24273;24273;24512;24512;24512;24273;24512;24512;24273;24273;24273;24273;24512;24273;24512;24273;24273;24512
0-1-2-0-0;24704;24869;24869;24704;24704;24870;24869;24869;24704;24869;24869;24704;24704;24704;24704;24869;24704;24869;24705;24704;24869
