;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;0.43701;0.43701;0.43701;0.43701;0.43701;0.05482;0.43701;0.43701;0.43701;0.43701;0.43701;0.43701;0.43701;0.43701;0.43701;0.43701;0.43701;0.43701;0.05482;0.43701;0.43701
0-1-0-0-0;0.43750;0.43750;0.43750;0.43750;0.43750;0.04804;0.43750;0.43750;0.43750;0.43750;0.43750;0.43750;0.43750;0.43750;0.43750;0.43750;0.43750;0.43750;0.04804;0.43750;0.43750
0-0-1-0-0;0.44292;0.44292;0.44292;0.44292;0.44292;0.04460;0.44292;0.44292;0.44292;0.44292;0.44292;0.44292;0.44292;0.44292;0.44292;0.44292;0.44292;0.44292;0.04460;0.44292;0.44292
0-0-0-1-0;0.43784;0.43784;0.43784;0.43784;0.43784;0.04840;0.43784;0.43784;0.43784;0.43784;0.43784;0.43784;0.43784;0.43784;0.43784;0.43784;0.43784;0.43784;0.04840;0.43784;0.43784
0-0-0-0-1;0.44202;0.44202;0.44202;0.44202;0.44202;0.05034;0.44202;0.44202;0.44202;0.44202;0.44202;0.44202;0.44202;0.44202;0.44202;0.44202;0.44202;0.44202;0.05034;0.44202;0.44202
1-2-0-0-0;0.42920;0.42919;0.42919;0.42920;0.42920;0.04976;0.42919;0.42919;0.42920;0.42919;0.42919;0.42920;0.42920;0.42920;0.42920;0.42919;0.42920;0.42919;0.04992;0.42920;0.42919
1-0-2-0-0;0.43058;0.43066;0.43066;0.43058;0.43058;0.04742;0.43066;0.43066;0.43058;0.43066;0.43066;0.43058;0.43058;0.43058;0.43058;0.43066;0.43058;0.43066;0.04760;0.43058;0.43066
1-0-0-2-0;0.42874;0.42834;0.42834;0.42874;0.42874;0.04877;0.42834;0.42834;0.42874;0.42834;0.42834;0.42874;0.42874;0.42874;0.42874;0.42834;0.42874;0.42834;0.04895;0.42874;0.42834
1-0-0-0-2;0.43041;0.43049;0.43049;0.43041;0.43041;0.05151;0.43049;0.43049;0.43041;0.43049;0.43049;0.43041;0.43041;0.43041;0.43041;0.43049;0.43041;0.43049;0.05147;0.43041;0.43049
0-1-2-0-0;0.43179;0.43206;0.43206;0.43179;0.43179;0.04502;0.43206;0.43206;0.43179;0.43206;0.43206;0.43179;0.43179;0.43179;0.43179;0.43206;0.43179;0.43206;0.04497;0.43179;0.43206
