;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
0-1-0-2-0;0.43027;0.43025;0.43025;0.43027;0.43027;0.04771;0.43025;0.43025;0.43027;0.43025;0.43025;0.43027;0.43027;0.43027;0.43027;0.43025;0.43027;0.43025;0.04791;0.43027;0.43025
0-1-0-0-2;0.43149;0.43154;0.43154;0.43149;0.43149;0.04946;0.43154;0.43154;0.43149;0.43154;0.43154;0.43149;0.43149;0.43149;0.43149;0.43154;0.43149;0.43154;0.04949;0.43149;0.43154
0-0-1-2-0;0.43251;0.43254;0.43254;0.43251;0.43251;0.04442;0.43254;0.43254;0.43251;0.43254;0.43254;0.43251;0.43251;0.43251;0.43251;0.43254;0.43251;0.43254;0.04503;0.43251;0.43254
0-0-1-0-2;0.43429;0.43460;0.43460;0.43429;0.43429;0.04649;0.43460;0.43460;0.43429;0.43460;0.43460;0.43429;0.43429;0.43429;0.43429;0.43460;0.43429;0.43460;0.04683;0.43429;0.43460
0-0-0-1-2;0.43129;0.43131;0.43131;0.43129;0.43129;0.04823;0.43131;0.43131;0.43129;0.43131;0.43131;0.43129;0.43129;0.43129;0.43129;0.43131;0.43129;0.43131;0.04832;0.43129;0.43131
1-2-3-0-0;0.44031;0.42634;0.42634;0.44031;0.42623;0.04700;0.44023;0.44023;0.44031;0.44023;0.44023;0.44031;0.44031;0.42623;0.42623;0.42634;0.44031;0.44023;0.04734;0.42623;0.42634
1-2-0-3-0;0.43903;0.42413;0.42413;0.43903;0.42445;0.04828;0.43891;0.43891;0.43903;0.43891;0.43891;0.43903;0.43903;0.42445;0.42445;0.42413;0.43903;0.43891;0.04864;0.42445;0.42413
1-2-0-0-3;0.43944;0.42560;0.42560;0.43944;0.42553;0.05007;0.43962;0.43962;0.43944;0.43962;0.43962;0.43944;0.43944;0.42553;0.42553;0.42560;0.43944;0.43962;0.05004;0.42553;0.42560
1-0-2-3-0;0.44073;0.42540;0.42540;0.44073;0.42561;0.04621;0.44066;0.44066;0.44073;0.44066;0.44066;0.44073;0.44073;0.42561;0.42561;0.42540;0.44073;0.44066;0.04715;0.42561;0.42540
1-0-2-0-3;0.44183;0.42662;0.42662;0.44183;0.42633;0.04841;0.44188;0.44188;0.44183;0.44188;0.44188;0.44183;0.44183;0.42633;0.42633;0.42662;0.44183;0.44188;0.04860;0.42633;0.42662
1-0-0-2-3;0.44010;0.42437;0.42437;0.44010;0.42429;0.04989;0.44007;0.44007;0.44010;0.44007;0.44007;0.44010;0.44010;0.42429;0.42429;0.42437;0.44010;0.44007;0.05000;0.42429;0.42437
0-1-2-3-0;0.44100;0.42687;0.42687;0.44100;0.42646;0.04480;0.44110;0.44110;0.44100;0.44110;0.44110;0.44100;0.44100;0.42646;0.42646;0.42687;0.44100;0.44110;0.04477;0.42646;0.42687
0-1-2-0-3;0.44223;0.42770;0.42770;0.44223;0.42734;0.04730;0.44241;0.44241;0.44223;0.44241;0.44241;0.44223;0.44223;0.42734;0.42734;0.42770;0.44223;0.44241;0.04725;0.42734;0.42770
0-1-0-2-3;0.44044;0.42589;0.42589;0.44044;0.42575;0.04804;0.44057;0.44057;0.44044;0.44057;0.44057;0.44044;0.44044;0.42575;0.42575;0.42589;0.44044;0.44057;0.04829;0.42575;0.42589
0-0-1-2-3;0.44246;0.42781;0.42781;0.44246;0.42757;0.04630;0.44248;0.44248;0.44246;0.44248;0.44248;0.44246;0.44246;0.42757;0.42757;0.42781;0.44246;0.44248;0.04693;0.42757;0.42781
1-2-3-4-0;0.43638;0.42220;0.42220;0.43638;0.42244;0.04623;0.43611;0.43611;0.43638;0.43611;0.43611;0.43638;0.43638;0.42244;0.42244;0.42220;0.43638;0.43611;0.04710;0.42244;0.42220
1-2-3-0-4;0.43618;0.42321;0.42321;0.43618;0.42295;0.04802;0.43629;0.43629;0.43618;0.43629;0.43629;0.43618;0.43618;0.42295;0.42295;0.42321;0.43618;0.43629;0.04823;0.42295;0.42321
1-2-0-3-4;0.43553;0.42131;0.42131;0.43553;0.42127;0.04896;0.43543;0.43543;0.43553;0.43543;0.43543;0.43553;0.43553;0.42127;0.42127;0.42131;0.43553;0.43543;0.04908;0.42127;0.42131
1-0-2-3-4;0.43683;0.42220;0.42220;0.43683;0.42206;0.04702;0.43714;0.43714;0.43683;0.43714;0.43714;0.43683;0.43683;0.42206;0.42206;0.42220;0.43683;0.43714;0.04767;0.42206;0.42220
0-1-2-3-4;0.43742;0.42358;0.42358;0.43742;0.42310;0.04678;0.43762;0.43762;0.43742;0.43762;0.43762;0.43742;0.43742;0.42310;0.42310;0.42358;0.43742;0.43762;0.04670;0.42310;0.42358
1-2-3-4-5;0.44053;0.42445;0.43173;0.44053;0.42468;0.04696;0.44040;0.43286;0.44053;0.44040;0.44040;0.44053;0.43282;0.43166;0.43166;0.43173;0.43282;0.43286;0.04750;0.42468;0.42445
