;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
0-0-1-0-2;0.00423;0.00417;0.00417;0.00423;0.00423;0.00382;0.00417;0.00417;0.00423;0.00417;0.00417;0.00423;0.00423;0.00423;0.00423;0.00417;0.00423;0.00417;0.00388;0.00423;0.00417
0-0-0-1-2;0.00648;0.00643;0.00643;0.00648;0.00648;0.00592;0.00643;0.00643;0.00648;0.00643;0.00643;0.00648;0.00648;0.00648;0.00648;0.00643;0.00648;0.00643;0.00595;0.00648;0.00643
1-2-3-0-0;0.00544;0.00533;0.00533;0.00544;0.00536;0.00474;0.00541;0.00541;0.00544;0.00541;0.00541;0.00544;0.00544;0.00536;0.00536;0.00533;0.00544;0.00541;0.00478;0.00536;0.00533
1-2-0-3-0;0.01580;0.01523;0.01523;0.01580;0.01547;0.01430;0.01548;0.01548;0.01580;0.01548;0.01548;0.01580;0.01580;0.01547;0.01547;0.01523;0.01580;0.01548;0.01455;0.01547;0.01523
1-2-0-0-3;0.00610;0.00601;0.00601;0.00610;0.00610;0.00541;0.00604;0.00604;0.00610;0.00604;0.00604;0.00610;0.00610;0.00610;0.00610;0.00601;0.00610;0.00604;0.00550;0.00610;0.00601
1-0-2-3-0;0.00528;0.00514;0.00514;0.00528;0.00522;0.00466;0.00519;0.00519;0.00528;0.00519;0.00519;0.00528;0.00528;0.00522;0.00522;0.00514;0.00528;0.00519;0.00472;0.00522;0.00514
1-0-2-0-3;0.00413;0.00396;0.00396;0.00413;0.00403;0.00357;0.00403;0.00403;0.00413;0.00403;0.00403;0.00413;0.00413;0.00403;0.00403;0.00396;0.00413;0.00403;0.00366;0.00403;0.00396
1-0-0-2-3;0.00599;0.00589;0.00589;0.00599;0.00597;0.00537;0.00589;0.00589;0.00599;0.00589;0.00589;0.00599;0.00599;0.00597;0.00597;0.00589;0.00599;0.00589;0.00548;0.00597;0.00589
0-1-2-3-0;0.00544;0.00528;0.00528;0.00544;0.00536;0.00473;0.00535;0.00535;0.00544;0.00535;0.00535;0.00544;0.00544;0.00536;0.00536;0.00528;0.00544;0.00535;0.00476;0.00536;0.00528
0-1-2-0-3;0.00413;0.00397;0.00397;0.00413;0.00405;0.00362;0.00403;0.00403;0.00413;0.00403;0.00403;0.00413;0.00413;0.00405;0.00405;0.00397;0.00413;0.00403;0.00371;0.00405;0.00397
0-1-0-2-3;0.00601;0.00589;0.00589;0.00601;0.00595;0.00541;0.00595;0.00595;0.00601;0.00595;0.00595;0.00601;0.00601;0.00595;0.00595;0.00589;0.00601;0.00595;0.00545;0.00595;0.00589
0-0-1-2-3;0.00407;0.00398;0.00398;0.00407;0.00403;0.00361;0.00402;0.00402;0.00407;0.00402;0.00402;0.00407;0.00407;0.00403;0.00403;0.00398;0.00407;0.00402;0.00368;0.00403;0.00398
1-2-3-4-0;0.00514;0.00501;0.00501;0.00514;0.00508;0.00451;0.00506;0.00506;0.00514;0.00506;0.00506;0.00514;0.00514;0.00508;0.00508;0.00501;0.00514;0.00506;0.00457;0.00508;0.00501
1-2-3-0-4;0.00408;0.00385;0.00385;0.00408;0.00393;0.00347;0.00395;0.00395;0.00408;0.00395;0.00395;0.00408;0.00408;0.00393;0.00393;0.00385;0.00408;0.00395;0.00356;0.00393;0.00385
1-2-0-3-4;0.00573;0.00564;0.00564;0.00573;0.00575;0.00511;0.00563;0.00563;0.00573;0.00563;0.00563;0.00573;0.00573;0.00575;0.00575;0.00564;0.00573;0.00563;0.00523;0.00575;0.00564
1-0-2-3-4;0.00397;0.00379;0.00379;0.00397;0.00389;0.00343;0.00385;0.00385;0.00397;0.00385;0.00385;0.00397;0.00397;0.00389;0.00389;0.00379;0.00397;0.00385;0.00354;0.00389;0.00379
0-1-2-3-4;0.00400;0.00383;0.00383;0.00400;0.00390;0.00346;0.00390;0.00390;0.00400;0.00390;0.00390;0.00400;0.00400;0.00390;0.00390;0.00383;0.00400;0.00390;0.00355;0.00390;0.00383
1-2-3-4-5;0.00850;0.00851;0.00855;0.00850;0.00817;0.00809;0.00888;0.00878;0.00850;0.00888;0.00888;0.00850;0.00842;0.00819;0.00819;0.00855;0.00842;0.00878;0.00776;0.00817;0.00851
