;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;0.02560;0.02560;0.02560;0.02560;0.02560;0.02398;0.02560;0.02560;0.02560;0.02560;0.02560;0.02560;0.02560;0.02560;0.02560;0.02560;0.02560;0.02560;0.02398;0.02560;0.02560
0-1-0-0-0;0.02808;0.02808;0.02808;0.02808;0.02808;0.02672;0.02808;0.02808;0.02808;0.02808;0.02808;0.02808;0.02808;0.02808;0.02808;0.02808;0.02808;0.02808;0.02672;0.02808;0.02808
0-0-1-0-0;0.00647;0.00647;0.00647;0.00647;0.00647;0.00572;0.00647;0.00647;0.00647;0.00647;0.00647;0.00647;0.00647;0.00647;0.00647;0.00647;0.00647;0.00647;0.00572;0.00647;0.00647
0-0-0-1-0;0.03007;0.03007;0.03007;0.03007;0.03007;0.02835;0.03007;0.03007;0.03007;0.03007;0.03007;0.03007;0.03007;0.03007;0.03007;0.03007;0.03007;0.03007;0.02835;0.03007;0.03007
0-0-0-0-1;0.00750;0.00750;0.00750;0.00750;0.00750;0.00689;0.00750;0.00750;0.00750;0.00750;0.00750;0.00750;0.00750;0.00750;0.00750;0.00750;0.00750;0.00750;0.00689;0.00750;0.00750
1-2-0-0-0;0.01906;0.01883;0.01883;0.01906;0.01906;0.01797;0.01883;0.01883;0.01906;0.01883;0.01883;0.01906;0.01906;0.01906;0.01906;0.01883;0.01906;0.01883;0.01825;0.01906;0.01883
1-0-2-0-0;0.00557;0.00556;0.00556;0.00557;0.00557;0.00498;0.00556;0.00556;0.00557;0.00556;0.00556;0.00557;0.00557;0.00557;0.00557;0.00556;0.00557;0.00556;0.00501;0.00557;0.00556
1-0-0-2-0;0.01769;0.01749;0.01749;0.01769;0.01769;0.01641;0.01749;0.01749;0.01769;0.01749;0.01749;0.01769;0.01769;0.01769;0.01769;0.01749;0.01769;0.01749;0.01663;0.01769;0.01749
1-0-0-0-2;0.00647;0.00641;0.00641;0.00647;0.00647;0.00581;0.00641;0.00641;0.00647;0.00641;0.00641;0.00647;0.00647;0.00647;0.00647;0.00641;0.00647;0.00641;0.00587;0.00647;0.00641
0-1-2-0-0;0.00571;0.00568;0.00568;0.00571;0.00571;0.00509;0.00568;0.00568;0.00571;0.00568;0.00568;0.00571;0.00571;0.00571;0.00571;0.00568;0.00571;0.00568;0.00512;0.00571;0.00568
0-1-0-2-0;0.01922;0.01908;0.01908;0.01922;0.01922;0.01804;0.01908;0.01908;0.01922;0.01908;0.01908;0.01922;0.01922;0.01922;0.01922;0.01908;0.01922;0.01908;0.01820;0.01922;0.01908
0-1-0-0-2;0.00652;0.00650;0.00650;0.00652;0.00652;0.00592;0.00650;0.00650;0.00652;0.00650;0.00650;0.00652;0.00652;0.00652;0.00652;0.00650;0.00652;0.00650;0.00594;0.00652;0.00650
0-0-1-2-0;0.00570;0.00569;0.00569;0.00570;0.00570;0.00512;0.00569;0.00569;0.00570;0.00569;0.00569;0.00570;0.00570;0.00570;0.00570;0.00569;0.00570;0.00569;0.00509;0.00570;0.00569
