;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;0.20464;0.20464;0.20464;0.20464;0.20464;0.31158;0.20464;0.20464;0.20464;0.20464;0.20464;0.20464;0.20464;0.20464;0.20464;0.20464;0.20464;0.20464;0.31158;0.20464;0.20464
0-1-0-0-0;0.17325;0.17325;0.17325;0.17325;0.17325;0.29335;0.17325;0.17325;0.17325;0.17325;0.17325;0.17325;0.17325;0.17325;0.17325;0.17325;0.17325;0.17325;0.29335;0.17325;0.17325
0-0-1-0-0;0.18978;0.18978;0.18978;0.18978;0.18978;0.32665;0.18978;0.18978;0.18978;0.18978;0.18978;0.18978;0.18978;0.18978;0.18978;0.18978;0.18978;0.18978;0.32665;0.18978;0.18978
0-0-0-1-0;0.19560;0.19560;0.19560;0.19560;0.19560;0.31403;0.19560;0.19560;0.19560;0.19560;0.19560;0.19560;0.19560;0.19560;0.19560;0.19560;0.19560;0.19560;0.31403;0.19560;0.19560
0-0-0-0-1;0.21404;0.21404;0.21404;0.21404;0.21404;0.32898;0.21404;0.21404;0.21404;0.21404;0.21404;0.21404;0.21404;0.21404;0.21404;0.21404;0.21404;0.21404;0.32898;0.21404;0.21404
1-2-0-0-0;0.21175;0.20928;0.20928;0.21175;0.21175;0.31243;0.20928;0.20928;0.21175;0.20928;0.20928;0.21175;0.21175;0.21175;0.21175;0.20928;0.21175;0.20928;0.31521;0.21175;0.20928
1-0-2-0-0;0.19909;0.19909;0.19909;0.19909;0.19909;0.32381;0.19909;0.19909;0.19909;0.19909;0.19909;0.19909;0.19909;0.19909;0.19909;0.19909;0.19909;0.19909;0.32381;0.19909;0.19909
1-0-0-2-0;0.20228;0.20054;0.20054;0.20228;0.20228;0.31187;0.20054;0.20054;0.20228;0.20054;0.20054;0.20228;0.20228;0.20228;0.20228;0.20054;0.20228;0.20054;0.31187;0.20228;0.20054
1-0-0-0-2;0.22341;0.22341;0.22341;0.22341;0.22341;0.32079;0.22341;0.22341;0.22341;0.22341;0.22341;0.22341;0.22341;0.22341;0.22341;0.22341;0.22341;0.22341;0.32079;0.22341;0.22341
0-1-2-0-0;0.19619;0.19435;0.19435;0.19619;0.19619;0.31213;0.19435;0.19435;0.19619;0.19435;0.19435;0.19619;0.19619;0.19619;0.19619;0.19435;0.19619;0.19435;0.31213;0.19619;0.19435
0-1-0-2-0;0.19473;0.19175;0.19175;0.19473;0.19473;0.29679;0.19175;0.19175;0.19473;0.19175;0.19175;0.19473;0.19473;0.19473;0.19473;0.19175;0.19473;0.19175;0.29470;0.19473;0.19175
0-1-0-0-2;0.21742;0.21716;0.21716;0.21742;0.21742;0.31897;0.21716;0.21716;0.21742;0.21716;0.21716;0.21742;0.21742;0.21742;0.21742;0.21716;0.21742;0.21716;0.32297;0.21742;0.21716
0-0-1-2-0;0.19716;0.19753;0.19753;0.19716;0.19716;0.30480;0.19753;0.19753;0.19716;0.19753;0.19753;0.19716;0.19716;0.19716;0.19716;0.19753;0.19716;0.19753;0.30635;0.19716;0.19753
0-0-1-0-2;0.21882;0.21828;0.21828;0.21882;0.21882;0.32065;0.21828;0.21828;0.21882;0.21828;0.21828;0.21882;0.21882;0.21882;0.21882;0.21828;0.21882;0.21828;0.32012;0.21882;0.21828
0-0-0-1-2;0.21829;0.21829;0.21829;0.21829;0.21829;0.31627;0.21829;0.21829;0.21829;0.21829;0.21829;0.21829;0.21829;0.21829;0.21829;0.21829;0.21829;0.21829;0.31627;0.21829;0.21829
1-2-3-0-0;0.19876;0.20646;0.20646;0.19876;0.20822;0.32210;0.19703;0.19703;0.19876;0.19703;0.19703;0.19876;0.19876;0.20822;0.20822;0.20646;0.19876;0.19703;0.32457;0.20822;0.20646
1-2-0-3-0;0.19960;0.21331;0.21331;0.19960;0.21661;0.30431;0.19798;0.19798;0.19960;0.19798;0.19798;0.19960;0.19960;0.21661;0.21661;0.21331;0.19960;0.19798;0.30658;0.21661;0.21331
1-2-0-0-3;0.21330;0.22373;0.22373;0.21330;0.22022;0.31382;0.21695;0.21695;0.21330;0.21695;0.21695;0.21330;0.21330;0.22022;0.22022;0.22373;0.21330;0.21695;0.31382;0.22022;0.22373
1-0-2-3-0;0.19581;0.20330;0.20330;0.19581;0.20330;0.31145;0.19581;0.19581;0.19581;0.19581;0.19581;0.19581;0.19581;0.20330;0.20330;0.20330;0.19581;0.19581;0.31299;0.20330;0.20330
1-0-2-0-3;0.20764;0.21638;0.21638;0.20764;0.21864;0.32048;0.20591;0.20591;0.20764;0.20591;0.20591;0.20764;0.20764;0.21864;0.21864;0.21638;0.20764;0.20591;0.32161;0.21864;0.21638
1-0-0-2-3;0.21742;0.22685;0.22685;0.21742;0.22739;0.31074;0.21705;0.21705;0.21742;0.21705;0.21705;0.21742;0.21742;0.22739;0.22739;0.22685;0.21742;0.21705;0.31074;0.22739;0.22685
0-1-2-3-0;0.19212;0.19949;0.19949;0.19212;0.19733;0.30371;0.19425;0.19425;0.19212;0.19425;0.19425;0.19212;0.19212;0.19733;0.19733;0.19949;0.19212;0.19425;0.30045;0.19733;0.19949
0-1-2-0-3;0.19855;0.21930;0.21930;0.19855;0.22048;0.31637;0.19966;0.19966;0.19855;0.19966;0.19966;0.19855;0.19855;0.22048;0.22048;0.21930;0.19855;0.19966;0.32119;0.22048;0.21930
0-1-0-2-3;0.20670;0.22161;0.22161;0.20670;0.22530;0.31082;0.20772;0.20772;0.20670;0.20772;0.20772;0.20670;0.20670;0.22530;0.22530;0.22161;0.20670;0.20772;0.31552;0.22530;0.22161
