;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;0.14151;0.14151;0.14151;0.14151;0.14151;0.17172;0.14151;0.14151;0.14151;0.14151;0.14151;0.14151;0.14151;0.14151;0.14151;0.14151;0.14151;0.14151;0.17172;0.14151;0.14151
0-1-0-0-0;0.13043;0.13043;0.13043;0.13043;0.13043;0.23982;0.13043;0.13043;0.13043;0.13043;0.13043;0.13043;0.13043;0.13043;0.13043;0.13043;0.13043;0.13043;0.23982;0.13043;0.13043
0-0-1-0-0;0.08451;0.08451;0.08451;0.08451;0.08451;0.23248;0.08451;0.08451;0.08451;0.08451;0.08451;0.08451;0.08451;0.08451;0.08451;0.08451;0.08451;0.08451;0.23248;0.08451;0.08451
0-0-0-1-0;0.14904;0.14904;0.14904;0.14904;0.14904;0.22807;0.14904;0.14904;0.14904;0.14904;0.14904;0.14904;0.14904;0.14904;0.14904;0.14904;0.14904;0.14904;0.22807;0.14904;0.14904
0-0-0-0-1;0.11334;0.11334;0.11334;0.11334;0.11334;0.20323;0.11334;0.11334;0.11334;0.11334;0.11334;0.11334;0.11334;0.11334;0.11334;0.11334;0.11334;0.11334;0.20323;0.11334;0.11334
1-2-0-0-0;0.16209;0.16089;0.16089;0.16209;0.16209;0.25926;0.16089;0.16089;0.16209;0.16089;0.16089;0.16209;0.16209;0.16209;0.16209;0.16089;0.16209;0.16089;0.25926;0.16209;0.16089
1-0-2-0-0;0.09256;0.09206;0.09206;0.09256;0.09256;0.24444;0.09206;0.09206;0.09256;0.09206;0.09206;0.09256;0.09256;0.09256;0.09256;0.09206;0.09256;0.09206;0.24522;0.09256;0.09206
1-0-0-2-0;0.17021;0.17016;0.17016;0.17021;0.17021;0.27434;0.17016;0.17016;0.17021;0.17016;0.17016;0.17021;0.17021;0.17021;0.17021;0.17016;0.17021;0.17016;0.27434;0.17021;0.17016
1-0-0-0-2;0.12199;0.12216;0.12216;0.12199;0.12199;0.21824;0.12216;0.12216;0.12199;0.12216;0.12216;0.12199;0.12199;0.12199;0.12199;0.12216;0.12199;0.12216;0.21824;0.12199;0.12216
0-1-2-0-0;0.08494;0.08464;0.08464;0.08494;0.08494;0.23988;0.08464;0.08464;0.08494;0.08464;0.08464;0.08494;0.08494;0.08494;0.08494;0.08464;0.08494;0.08464;0.23988;0.08494;0.08464
