;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;0.10268;0.10268;0.10268;0.10268;0.10268;0.03092;0.10268;0.10268;0.10268;0.10268;0.10268;0.10268;0.10268;0.10268;0.10268;0.10268;0.10268;0.10268;0.03092;0.10268;0.10268
0-1-0-0-0;0.11117;0.11117;0.11117;0.11117;0.11117;0.03483;0.11117;0.11117;0.11117;0.11117;0.11117;0.11117;0.11117;0.11117;0.11117;0.11117;0.11117;0.11117;0.03483;0.11117;0.11117
0-0-1-0-0;0.10620;0.10620;0.10620;0.10620;0.10620;0.03097;0.10620;0.10620;0.10620;0.10620;0.10620;0.10620;0.10620;0.10620;0.10620;0.10620;0.10620;0.10620;0.03097;0.10620;0.10620
0-0-0-1-0;0.11529;0.11529;0.11529;0.11529;0.11529;0.03450;0.11529;0.11529;0.11529;0.11529;0.11529;0.11529;0.11529;0.11529;0.11529;0.11529;0.11529;0.11529;0.03450;0.11529;0.11529
0-0-0-0-1;0.10291;0.10291;0.10291;0.10291;0.10291;0.03621;0.10291;0.10291;0.10291;0.10291;0.10291;0.10291;0.10291;0.10291;0.10291;0.10291;0.10291;0.10291;0.03621;0.10291;0.10291
1-2-0-0-0;0.08847;0.08898;0.08898;0.08847;0.08847;0.03058;0.08898;0.08898;0.08847;0.08898;0.08898;0.08847;0.08847;0.08847;0.08847;0.08898;0.08847;0.08898;0.03047;0.08847;0.08898
1-0-2-0-0;0.09171;0.09171;0.09171;0.09171;0.09171;0.02864;0.09171;0.09171;0.09171;0.09171;0.09171;0.09171;0.09171;0.09171;0.09171;0.09171;0.09171;0.09171;0.02864;0.09171;0.09171
1-0-0-2-0;0.09028;0.09084;0.09084;0.09028;0.09028;0.03255;0.09084;0.09084;0.09028;0.09084;0.09084;0.09028;0.09028;0.09028;0.09028;0.09084;0.09028;0.09084;0.03206;0.09028;0.09084
1-0-0-0-2;0.08452;0.08438;0.08438;0.08452;0.08452;0.03328;0.08438;0.08438;0.08452;0.08438;0.08438;0.08452;0.08452;0.08452;0.08452;0.08438;0.08452;0.08438;0.03328;0.08452;0.08438
0-1-2-0-0;0.09801;0.09833;0.09833;0.09801;0.09801;0.03500;0.09833;0.09833;0.09801;0.09833;0.09833;0.09801;0.09801;0.09801;0.09801;0.09833;0.09801;0.09833;0.03500;0.09801;0.09833
0-1-0-2-0;0.10029;0.09994;0.09994;0.10029;0.10029;0.03276;0.09994;0.09994;0.10029;0.09994;0.09994;0.10029;0.10029;0.10029;0.10029;0.09994;0.10029;0.09994;0.03301;0.10029;0.09994
0-1-0-0-2;0.09345;0.09374;0.09374;0.09345;0.09345;0.03682;0.09374;0.09374;0.09345;0.09374;0.09374;0.09345;0.09345;0.09345;0.09345;0.09374;0.09345;0.09374;0.03702;0.09345;0.09374
0-0-1-2-0;0.09541;0.09564;0.09564;0.09541;0.09541;0.03337;0.09564;0.09564;0.09541;0.09564;0.09564;0.09541;0.09541;0.09541;0.09541;0.09564;0.09541;0.09564;0.03477;0.09541;0.09564
