;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
0-1-0-0-2;2050;2078;2078;2050;2050;3037;2078;2078;2050;2078;2078;2050;2050;2050;2050;2078;2050;2078;3023;2050;2078
0-0-1-2-0;2110;2103;2103;2110;2110;3234;2103;2103;2110;2103;2103;2110;2110;2110;2110;2103;2110;2103;3212;2110;2103
0-0-1-0-2;2103;2139;2139;2103;2103;3097;2139;2139;2103;2139;2139;2103;2103;2103;2103;2139;2103;2139;3089;2103;2139
0-0-0-1-2;2106;2148;2148;2106;2106;3003;2148;2148;2106;2148;2148;2106;2106;2106;2106;2148;2106;2148;2968;2106;2148
1-2-3-0-0;2059;2140;2140;2059;2144;3323;2056;2056;2059;2056;2056;2059;2059;2144;2144;2140;2059;2056;3329;2144;2140
1-2-0-3-0;1900;1974;1974;1900;1956;3047;1906;1906;1900;1906;1906;1900;1900;1956;1956;1974;1900;1906;3009;1956;1974
1-2-0-0-3;1990;2095;2095;1990;2066;2969;2019;2019;1990;2019;2019;1990;1990;2066;2066;2095;1990;2019;2969;2066;2095
1-0-2-3-0;2075;2139;2139;2075;2113;3354;2077;2077;2075;2077;2077;2075;2075;2113;2113;2139;2075;2077;3284;2113;2139
1-0-2-0-3;2084;2270;2270;2084;2199;3183;2129;2129;2084;2129;2129;2084;2084;2199;2199;2270;2084;2129;3179;2199;2270
1-0-0-2-3;2103;2275;2275;2103;2188;3043;2163;2163;2103;2163;2163;2103;2103;2188;2188;2275;2103;2163;2966;2188;2275
0-1-2-3-0;2056;2168;2168;2056;2123;3370;2096;2096;2056;2096;2096;2056;2056;2123;2123;2168;2056;2096;3335;2123;2168
0-1-2-0-3;2136;2237;2237;2136;2205;3223;2152;2152;2136;2152;2152;2136;2136;2205;2205;2237;2136;2152;3219;2205;2237
0-1-0-2-3;2141;2253;2253;2141;2182;3075;2194;2194;2141;2194;2194;2141;2141;2182;2182;2253;2141;2194;3027;2182;2253
0-0-1-2-3;2085;2207;2207;2085;2180;3134;2106;2106;2085;2106;2106;2085;2085;2180;2180;2207;2085;2106;3120;2180;2207
1-2-3-4-0;2069;2111;2111;2069;2100;3350;2080;2080;2069;2080;2080;2069;2069;2100;2100;2111;2069;2080;3309;2100;2111
1-2-3-0-4;2166;2293;2293;2166;2230;3237;2196;2196;2166;2196;2196;2166;2166;2230;2230;2293;2166;2196;3229;2230;2293
1-2-0-3-4;2158;2226;2226;2158;2140;3097;2216;2216;2158;2216;2216;2158;2158;2140;2140;2226;2158;2216;3024;2140;2226
1-0-2-3-4;2081;2251;2251;2081;2177;3218;2115;2115;2081;2115;2115;2081;2081;2177;2177;2251;2081;2115;3156;2177;2251
0-1-2-3-4;2293;2284;2284;2293;2277;3228;2299;2299;2293;2299;2299;2293;2293;2277;2277;2284;2293;2299;3216;2277;2284
1-2-3-4-5;2000;2051;2042;2000;2050;3088;1978;2075;2000;1978;1978;2000;2074;2051;2051;2042;2074;2075;3083;2050;2051
