;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;2225;2225;2225;2225;2225;5469;2225;2225;2225;2225;2225;2225;2225;2225;2225;2225;2225;2225;5469;2225;2225
0-1-0-0-0;2237;2237;2237;2237;2237;5387;2237;2237;2237;2237;2237;2237;2237;2237;2237;2237;2237;2237;5387;2237;2237
0-0-1-0-0;2918;2918;2918;2918;2918;6715;2918;2918;2918;2918;2918;2918;2918;2918;2918;2918;2918;2918;6715;2918;2918
0-0-0-1-0;2319;2319;2319;2319;2319;5329;2319;2319;2319;2319;2319;2319;2319;2319;2319;2319;2319;2319;5329;2319;2319
0-0-0-0-1;2884;2884;2884;2884;2884;6437;2884;2884;2884;2884;2884;2884;2884;2884;2884;2884;2884;2884;6437;2884;2884
1-2-0-0-0;2705;2705;2705;2705;2705;5958;2705;2705;2705;2705;2705;2705;2705;2705;2705;2705;2705;2705;5958;2705;2705
1-0-2-0-0;3294;3303;3303;3294;3294;7027;3303;3303;3294;3303;3303;3294;3294;3294;3294;3303;3294;3303;7027;3294;3303
1-0-0-2-0;2974;2941;2941;2974;2974;6172;2941;2941;2974;2941;2941;2974;2974;2974;2974;2941;2974;2941;6103;2974;2941
1-0-0-0-2;3312;3301;3301;3312;3312;6786;3301;3301;3312;3301;3301;3312;3312;3312;3312;3301;3312;3301;6745;3312;3301
0-1-2-0-0;3197;3212;3212;3197;3197;6888;3212;3212;3197;3212;3212;3197;3197;3197;3197;3212;3197;3212;6868;3197;3212
0-1-0-2-0;2905;2900;2900;2905;2905;6127;2900;2900;2905;2900;2900;2905;2905;2905;2905;2900;2905;2900;6124;2905;2900
0-1-0-0-2;3262;3264;3264;3262;3262;6635;3264;3264;3262;3264;3264;3262;3262;3262;3262;3264;3262;3264;6600;3262;3264
0-0-1-2-0;3338;3326;3326;3338;3338;6833;3326;3326;3338;3326;3326;3338;3338;3338;3338;3326;3338;3326;6810;3338;3326
0-0-1-0-2;3438;3421;3421;3438;3438;6989;3421;3421;3438;3421;3421;3438;3438;3438;3438;3421;3438;3421;6978;3438;3421
0-0-0-1-2;3422;3429;3429;3422;3422;6777;3429;3429;3422;3429;3429;3422;3422;3422;3422;3429;3422;3429;6751;3422;3429
1-2-3-0-0;3090;3424;3424;3090;3395;7012;3120;3120;3090;3120;3120;3090;3090;3395;3395;3424;3090;3120;6988;3395;3424
1-2-0-3-0;2715;3210;3210;2715;3211;6426;2735;2735;2715;2735;2735;2715;2715;3211;3211;3210;2715;2735;6336;3211;3210
1-2-0-0-3;3032;3493;3493;3032;3486;6820;3051;3051;3032;3051;3051;3032;3032;3486;3486;3493;3032;3051;6790;3486;3493
1-0-2-3-0;3124;3560;3560;3124;3547;7040;3150;3150;3124;3150;3150;3124;3124;3547;3547;3560;3124;3150;6980;3547;3560
