;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-2-0-3;3180;3682;3682;3180;3674;7107;3218;3218;3180;3218;3218;3180;3180;3674;3674;3682;3180;3218;7065;3674;3682
1-0-0-2-3;3153;3699;3699;3153;3638;6989;3204;3204;3153;3204;3204;3153;3153;3638;3638;3699;3153;3204;6860;3638;3699
0-1-2-3-0;3051;3594;3594;3051;3570;6981;3104;3104;3051;3104;3104;3051;3051;3570;3570;3594;3051;3104;6926;3570;3594
0-1-2-0-3;3245;3634;3634;3245;3645;7010;3228;3228;3245;3228;3228;3245;3245;3645;3645;3634;3245;3228;7009;3645;3634
0-1-0-2-3;3060;3651;3651;3060;3623;6867;3123;3123;3060;3123;3123;3060;3060;3623;3623;3651;3060;3123;6788;3623;3651
0-0-1-2-3;3195;3690;3690;3195;3707;7039;3210;3210;3195;3210;3210;3195;3195;3707;3707;3690;3195;3210;7023;3707;3690
1-2-3-4-0;3189;3709;3709;3189;3690;6968;3245;3245;3189;3245;3245;3189;3189;3690;3690;3709;3189;3245;6898;3690;3709
1-2-3-0-4;3300;3783;3783;3300;3783;7126;3323;3323;3300;3323;3323;3300;3300;3783;3783;3783;3300;3323;7080;3783;3783
1-2-0-3-4;3177;3794;3794;3177;3724;6981;3232;3232;3177;3232;3232;3177;3177;3724;3724;3794;3177;3232;6868;3724;3794
1-0-2-3-4;3355;3899;3899;3355;3909;7159;3356;3356;3355;3356;3356;3355;3355;3909;3909;3899;3355;3356;7099;3909;3899
0-1-2-3-4;3335;3865;3865;3335;3852;7073;3358;3358;3335;3358;3358;3335;3335;3852;3852;3865;3335;3358;7081;3852;3865
1-2-3-4-5;2975;3772;3528;2975;3715;6824;3047;3300;2975;3047;3047;2975;3249;3463;3463;3528;3249;3300;6709;3715;3772
