;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-2-3;104172770;102076108;102076108;104172770;102088506;11759202;104178105;104178105;104172770;104178105;104178105;104172770;104172770;102088506;102088506;102076108;104172770;104178105;11783161;102088506;102076108
0-1-2-3-0;103902772;102043654;102043654;103902772;101759132;10558194;104078652;104078652;103902772;104078652;104078652;103902772;103902772;101759132;101759132;102043654;103902772;104078652;10530966;101759132;102043654
0-1-2-0-3;104746937;102919975;102919975;104746937;102768618;11171787;104830654;104830654;104746937;104830654;104830654;104746937;104746937;102768618;102768618;102919975;104746937;104830654;11152381;102768618;102919975
0-1-0-2-3;104461724;102405034;102405034;104461724;102466803;11339986;104400089;104400089;104461724;104400089;104400089;104461724;104461724;102466803;102466803;102405034;104461724;104400089;11401088;102466803;102405034
0-0-1-2-3;104597525;102511567;102511567;104597525;102627925;10909985;104509404;104509404;104597525;104509404;104509404;104597525;104597525;102627925;102627925;102511567;104597525;104509404;11070610;102627925;102511567
1-2-3-4-0;103399182;101163649;101163649;103399182;101230357;10876105;103330034;103330034;103399182;103330034;103330034;103399182;103399182;101230357;101230357;101163649;103399182;103330034;11074913;101230357;101163649
1-2-3-0-4;103556675;101812542;101812542;103556675;101851178;11336175;103502359;103502359;103556675;103502359;103502359;103556675;103556675;101851178;101851178;101812542;103556675;103502359;11376479;101851178;101812542
1-2-0-3-4;103501347;101542738;101542738;103501347;101610596;11528844;103409697;103409697;103501347;103409697;103409697;103501347;103501347;101610596;101610596;101542738;103501347;103409697;11560182;101610596;101542738
1-0-2-3-4;103597725;101431903;101431903;103597725;101458312;11101576;103649083;103649083;103597725;103649083;103649083;103597725;103597725;101458312;101458312;101431903;103597725;103649083;11252734;101458312;101431903
0-1-2-3-4;103909053;101785941;101785941;103909053;101682523;11048417;103958535;103958535;103909053;103958535;103958535;103909053;103909053;101682523;101682523;101785941;103909053;103958535;11024731;101682523;101785941
1-2-3-4-5;103681601;101570325;102699914;103681601;101691410;11053655;103629083;102685880;103681601;103629083;103629083;103681601;102756318;102746361;102746361;102699914;102756318;102685880;11180388;101691410;101570325
