;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;102232168;102232168;102232168;102232168;102232168;12685080;102232168;102232168;102232168;102232168;102232168;102232168;102232168;102232168;102232168;102232168;102232168;102232168;12685080;102232168;102232168
0-1-0-0-0;101734297;101734297;101734297;101734297;101734297;11046871;101734297;101734297;101734297;101734297;101734297;101734297;101734297;101734297;101734297;101734297;101734297;101734297;11046871;101734297;101734297
0-0-1-0-0;104309191;104309191;104309191;104309191;104309191;10515703;104309191;104309191;104309191;104309191;104309191;104309191;104309191;104309191;104309191;104309191;104309191;104309191;10515703;104309191;104309191
0-0-0-1-0;101042441;101042441;101042441;101042441;101042441;11108446;101042441;101042441;101042441;101042441;101042441;101042441;101042441;101042441;101042441;101042441;101042441;101042441;11108446;101042441;101042441
0-0-0-0-1;105648245;105648245;105648245;105648245;105648245;11887561;105648245;105648245;105648245;105648245;105648245;105648245;105648245;105648245;105648245;105648245;105648245;105648245;11887561;105648245;105648245
1-2-0-0-0;101552382;101536288;101536288;101552382;101552382;11533023;101536288;101536288;101552382;101536288;101536288;101552382;101552382;101552382;101552382;101536288;101552382;101536288;11572087;101552382;101536288
1-0-2-0-0;102621973;102613197;102613197;102621973;102621973;11168431;102613197;102613197;102621973;102613197;102613197;102621973;102621973;102621973;102621973;102613197;102621973;102613197;11214836;102621973;102613197
1-0-0-2-0;101382864;101325352;101325352;101382864;101382864;11329313;101325352;101325352;101382864;101325352;101325352;101382864;101382864;101382864;101382864;101325352;101382864;101325352;11388104;101382864;101325352
1-0-0-0-2;103483219;103476210;103476210;103483219;103483219;12138168;103476210;103476210;103483219;103476210;103476210;103483219;103483219;103483219;103483219;103476210;103483219;103476210;12128569;103483219;103476210
0-1-2-0-0;102905576;103058052;103058052;102905576;102905576;10614037;103058052;103058052;102905576;103058052;103058052;102905576;102905576;102905576;102905576;103058052;102905576;103058052;10587565;102905576;103058052
0-1-0-2-0;101239293;101255161;101255161;101239293;101239293;11044026;101255161;101255161;101239293;101255161;101255161;101239293;101239293;101239293;101239293;101255161;101239293;101255161;11084562;101239293;101255161
0-1-0-0-2;103698505;103682612;103682612;103698505;103698505;11678045;103682612;103682612;103698505;103682612;103682612;103698505;103698505;103698505;103698505;103682612;103698505;103682612;11695492;103698505;103682612
0-0-1-2-0;102558090;102558493;102558493;102558090;102558090;10426401;102558493;102558493;102558090;102558493;102558493;102558090;102558090;102558090;102558090;102558493;102558090;102558493;10567904;102558090;102558493
0-0-1-0-2;104211353;104117351;104117351;104211353;104211353;10965290;104117351;104117351;104211353;104117351;104117351;104211353;104211353;104211353;104211353;104117351;104211353;104117351;11065022;104211353;104117351
0-0-0-1-2;103492505;103472911;103472911;103492505;103492505;11368551;103472911;103472911;103492505;103472911;103472911;103492505;103492505;103492505;103492505;103472911;103492505;103472911;11389437;103492505;103472911
1-2-3-0-0;103944224;102029088;102029088;103944224;102020884;11065854;103872184;103872184;103944224;103872184;103872184;103944224;103944224;102020884;102020884;102029088;103944224;103872184;11143831;102020884;102029088
1-2-0-3-0;102532830;100692305;100692305;102532830;100750564;11230426;102551300;102551300;102532830;102551300;102551300;102532830;102532830;100750564;100750564;100692305;102532830;102551300;11327849;100750564;100692305
1-2-0-0-3;104301088;102741533;102741533;104301088;102783185;11799483;104264271;104264271;104301088;104264271;104264271;104301088;104301088;102783185;102783185;102741533;104301088;104264271;11800953;102783185;102741533
1-0-2-3-0;103642584;101642026;101642026;103642584;101692086;10860563;103625849;103625849;103642584;103625849;103625849;103642584;103642584;101692086;101692086;101642026;103642584;103625849;11090265;101692086;101642026
1-0-2-0-3;104418320;102288914;102288914;104418320;102292025;11420612;104361865;104361865;104418320;104361865;104361865;104418320;104418320;102292025;102292025;102288914;104418320;104361865;11462888;102292025;102288914
