;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;0.16544;0.16544;0.16544;0.16544;0.16544;0.12500;0.16544;0.16544;0.16544;0.16544;0.16544;0.16544;0.16544;0.16544;0.16544;0.16544;0.16544;0.16544;0.12500;0.16544;0.16544
0-1-0-0-0;0.19836;0.19836;0.19836;0.19836;0.19836;0.07812;0.19836;0.19836;0.19836;0.19836;0.19836;0.19836;0.19836;0.19836;0.19836;0.19836;0.19836;0.19836;0.07812;0.19836;0.19836
0-0-1-0-0;0.18192;0.18192;0.18192;0.18192;0.18192;0.07692;0.18192;0.18192;0.18192;0.18192;0.18192;0.18192;0.18192;0.18192;0.18192;0.18192;0.18192;0.18192;0.07692;0.18192;0.18192
0-0-0-1-0;0.21053;0.21053;0.21053;0.21053;0.21053;0.12500;0.21053;0.21053;0.21053;0.21053;0.21053;0.21053;0.21053;0.21053;0.21053;0.21053;0.21053;0.21053;0.12500;0.21053;0.21053
0-0-0-0-1;0.16701;0.16701;0.16701;0.16701;0.16701;0.08929;0.16701;0.16701;0.16701;0.16701;0.16701;0.16701;0.16701;0.16701;0.16701;0.16701;0.16701;0.16701;0.08929;0.16701;0.16701
1-2-0-0-0;0.18511;0.18511;0.18511;0.18511;0.18511;0.07812;0.18511;0.18511;0.18511;0.18511;0.18511;0.18511;0.18511;0.18511;0.18511;0.18511;0.18511;0.18511;0.07812;0.18511;0.18511
1-0-2-0-0;0.16509;0.16509;0.16509;0.16509;0.16509;0.10112;0.16509;0.16509;0.16509;0.16509;0.16509;0.16509;0.16509;0.16509;0.16509;0.16509;0.16509;0.16509;0.10112;0.16509;0.16509
1-0-0-2-0;0.17917;0.17917;0.17917;0.17917;0.17917;0.10938;0.17917;0.17917;0.17917;0.17917;0.17917;0.17917;0.17917;0.17917;0.17917;0.17917;0.17917;0.17917;0.10938;0.17917;0.17917
1-0-0-0-2;0.14659;0.14659;0.14659;0.14659;0.14659;0.07812;0.14659;0.14659;0.14659;0.14659;0.14659;0.14659;0.14659;0.14659;0.14659;0.14659;0.14659;0.14659;0.07812;0.14659;0.14659
0-1-2-0-0;0.18290;0.18290;0.18290;0.18290;0.18290;0.07965;0.18290;0.18290;0.18290;0.18290;0.18290;0.18290;0.18290;0.18290;0.18290;0.18290;0.18290;0.18290;0.07965;0.18290;0.18290
0-1-0-2-0;0.18305;0.18305;0.18305;0.18305;0.18305;0.06329;0.18305;0.18305;0.18305;0.18305;0.18305;0.18305;0.18305;0.18305;0.18305;0.18305;0.18305;0.18305;0.06329;0.18305;0.18305
0-1-0-0-2;0.14822;0.14822;0.14822;0.14822;0.14822;0.08861;0.14822;0.14822;0.14822;0.14822;0.14822;0.14822;0.14822;0.14822;0.14822;0.14822;0.14822;0.14822;0.08861;0.14822;0.14822
0-0-1-2-0;0.17352;0.17352;0.17352;0.17352;0.17352;0.10112;0.17352;0.17352;0.17352;0.17352;0.17352;0.17352;0.17352;0.17352;0.17352;0.17352;0.17352;0.17352;0.10112;0.17352;0.17352
