;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;0.48259;0.48259;0.48259;0.48259;0.48259;0.78102;0.48259;0.48259;0.48259;0.48259;0.48259;0.48259;0.48259;0.48259;0.48259;0.48259;0.48259;0.48259;0.78102;0.48259;0.48259
0-1-0-0-0;0.35075;0.35075;0.35075;0.35075;0.35075;0.65563;0.35075;0.35075;0.35075;0.35075;0.35075;0.35075;0.35075;0.35075;0.35075;0.35075;0.35075;0.35075;0.65563;0.35075;0.35075
0-0-1-0-0;0.20461;0.20461;0.20461;0.20461;0.20461;0.57718;0.20461;0.20461;0.20461;0.20461;0.20461;0.20461;0.20461;0.20461;0.20461;0.20461;0.20461;0.20461;0.57718;0.20461;0.20461
0-0-0-1-0;0.38197;0.38197;0.38197;0.38197;0.38197;0.68571;0.38197;0.38197;0.38197;0.38197;0.38197;0.38197;0.38197;0.38197;0.38197;0.38197;0.38197;0.38197;0.68571;0.38197;0.38197
0-0-0-0-1;0.29562;0.29562;0.29562;0.29562;0.29562;0.57143;0.29562;0.29562;0.29562;0.29562;0.29562;0.29562;0.29562;0.29562;0.29562;0.29562;0.29562;0.29562;0.57143;0.29562;0.29562
1-2-0-0-0;0.37553;0.37238;0.37238;0.37553;0.37553;0.65753;0.37238;0.37238;0.37553;0.37238;0.37238;0.37553;0.37553;0.37553;0.37553;0.37238;0.37553;0.37238;0.65753;0.37553;0.37238
1-0-2-0-0;0.19940;0.19648;0.19648;0.19940;0.19940;0.55263;0.19648;0.19648;0.19940;0.19648;0.19648;0.19940;0.19940;0.19940;0.19940;0.19648;0.19940;0.19648;0.55629;0.19940;0.19648
1-0-0-2-0;0.34615;0.33473;0.33473;0.34615;0.34615;0.63830;0.33473;0.33473;0.34615;0.33473;0.33473;0.34615;0.34615;0.34615;0.34615;0.33473;0.34615;0.33473;0.63830;0.34615;0.33473
1-0-0-0-2;0.27046;0.27046;0.27046;0.27046;0.27046;0.55280;0.27046;0.27046;0.27046;0.27046;0.27046;0.27046;0.27046;0.27046;0.27046;0.27046;0.27046;0.27046;0.55280;0.27046;0.27046
0-1-2-0-0;0.18767;0.18717;0.18717;0.18767;0.18767;0.54487;0.18717;0.18717;0.18767;0.18717;0.18717;0.18767;0.18767;0.18767;0.18767;0.18717;0.18767;0.18717;0.54487;0.18767;0.18717
0-1-0-2-0;0.27957;0.27758;0.27758;0.27957;0.27957;0.58389;0.27758;0.27758;0.27957;0.27758;0.27758;0.27957;0.27957;0.27957;0.27957;0.27758;0.27957;0.27758;0.58389;0.27957;0.27758
0-1-0-0-2;0.24183;0.24104;0.24104;0.24183;0.24183;0.50898;0.24104;0.24104;0.24183;0.24104;0.24104;0.24183;0.24183;0.24183;0.24183;0.24104;0.24183;0.24104;0.50898;0.24183;0.24104
