;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;0.26671;0.26671;0.26671;0.26671;0.26671;0.25835;0.26671;0.26671;0.26671;0.26671;0.26671;0.26671;0.26671;0.26671;0.26671;0.26671;0.26671;0.26671;0.25835;0.26671;0.26671
0-1-0-0-0;0.27858;0.27858;0.27858;0.27858;0.27858;0.26883;0.27858;0.27858;0.27858;0.27858;0.27858;0.27858;0.27858;0.27858;0.27858;0.27858;0.27858;0.27858;0.26883;0.27858;0.27858
0-0-1-0-0;0.20102;0.20102;0.20102;0.20102;0.20102;0.19185;0.20102;0.20102;0.20102;0.20102;0.20102;0.20102;0.20102;0.20102;0.20102;0.20102;0.20102;0.20102;0.19185;0.20102;0.20102
0-0-0-1-0;0.28761;0.28761;0.28761;0.28761;0.28761;0.27844;0.28761;0.28761;0.28761;0.28761;0.28761;0.28761;0.28761;0.28761;0.28761;0.28761;0.28761;0.28761;0.27844;0.28761;0.28761
0-0-0-0-1;0.20190;0.20190;0.20190;0.20190;0.20190;0.19491;0.20190;0.20190;0.20190;0.20190;0.20190;0.20190;0.20190;0.20190;0.20190;0.20190;0.20190;0.20190;0.19491;0.20190;0.20190
1-2-0-0-0;0.24544;0.24414;0.24414;0.24544;0.24544;0.23629;0.24414;0.24414;0.24544;0.24414;0.24414;0.24544;0.24544;0.24544;0.24544;0.24414;0.24544;0.24414;0.23770;0.24544;0.24414
1-0-2-0-0;0.18771;0.18619;0.18619;0.18771;0.18771;0.17818;0.18619;0.18619;0.18771;0.18619;0.18619;0.18771;0.18771;0.18771;0.18771;0.18619;0.18771;0.18619;0.17965;0.18771;0.18619
1-0-0-2-0;0.24255;0.24100;0.24100;0.24255;0.24255;0.23327;0.24100;0.24100;0.24255;0.24100;0.24100;0.24255;0.24255;0.24255;0.24255;0.24100;0.24255;0.24100;0.23489;0.24255;0.24100
1-0-0-0-2;0.18896;0.18755;0.18755;0.18896;0.18896;0.18147;0.18755;0.18755;0.18896;0.18755;0.18755;0.18896;0.18896;0.18896;0.18896;0.18755;0.18896;0.18755;0.18288;0.18896;0.18755
0-1-2-0-0;0.19026;0.18932;0.18932;0.19026;0.19026;0.18088;0.18932;0.18932;0.19026;0.18932;0.18932;0.19026;0.19026;0.19026;0.19026;0.18932;0.19026;0.18932;0.18180;0.19026;0.18932
