;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;0.28550;0.28550;0.28550;0.28550;0.28550;0.28592;0.28550;0.28550;0.28550;0.28550;0.28550;0.28550;0.28550;0.28550;0.28550;0.28550;0.28550;0.28550;0.28592;0.28550;0.28550
0-1-0-0-0;0.29886;0.29886;0.29886;0.29886;0.29886;0.29892;0.29886;0.29886;0.29886;0.29886;0.29886;0.29886;0.29886;0.29886;0.29886;0.29886;0.29886;0.29886;0.29892;0.29886;0.29886
0-0-1-0-0;0.14219;0.14219;0.14219;0.14219;0.14219;0.14213;0.14219;0.14219;0.14219;0.14219;0.14219;0.14219;0.14219;0.14219;0.14219;0.14219;0.14219;0.14219;0.14213;0.14219;0.14219
0-0-0-1-0;0.30512;0.30512;0.30512;0.30512;0.30512;0.30545;0.30512;0.30512;0.30512;0.30512;0.30512;0.30512;0.30512;0.30512;0.30512;0.30512;0.30512;0.30512;0.30545;0.30512;0.30512
0-0-0-0-1;0.15065;0.15065;0.15065;0.15065;0.15065;0.15060;0.15065;0.15065;0.15065;0.15065;0.15065;0.15065;0.15065;0.15065;0.15065;0.15065;0.15065;0.15065;0.15060;0.15065;0.15065
1-2-0-0-0;0.26081;0.25924;0.25924;0.26081;0.26081;0.25918;0.25924;0.25924;0.26081;0.25924;0.25924;0.26081;0.26081;0.26081;0.26081;0.25924;0.26081;0.25924;0.26069;0.26081;0.25924
1-0-2-0-0;0.13726;0.13653;0.13653;0.13726;0.13726;0.13640;0.13653;0.13653;0.13726;0.13653;0.13653;0.13726;0.13726;0.13726;0.13726;0.13653;0.13726;0.13653;0.13713;0.13726;0.13653
1-0-0-2-0;0.25586;0.25420;0.25420;0.25586;0.25586;0.25429;0.25420;0.25420;0.25586;0.25420;0.25420;0.25586;0.25586;0.25586;0.25586;0.25420;0.25586;0.25420;0.25595;0.25586;0.25420
1-0-0-0-2;0.14550;0.14477;0.14477;0.14550;0.14550;0.14478;0.14477;0.14477;0.14550;0.14477;0.14477;0.14550;0.14550;0.14550;0.14550;0.14477;0.14550;0.14477;0.14552;0.14550;0.14477
0-1-2-0-0;0.13817;0.13771;0.13771;0.13817;0.13817;0.13765;0.13771;0.13771;0.13817;0.13771;0.13771;0.13817;0.13817;0.13817;0.13817;0.13771;0.13817;0.13771;0.13812;0.13817;0.13771
0-1-0-2-0;0.26418;0.26275;0.26275;0.26418;0.26418;0.26275;0.26275;0.26275;0.26418;0.26275;0.26275;0.26418;0.26418;0.26418;0.26418;0.26275;0.26418;0.26275;0.26413;0.26418;0.26275
0-1-0-0-2;0.14650;0.14601;0.14601;0.14650;0.14650;0.14596;0.14601;0.14601;0.14650;0.14601;0.14601;0.14650;0.14650;0.14650;0.14650;0.14601;0.14650;0.14601;0.14647;0.14650;0.14601
0-0-1-2-0;0.13925;0.13873;0.13873;0.13925;0.13925;0.13860;0.13873;0.13873;0.13925;0.13873;0.13873;0.13925;0.13925;0.13925;0.13925;0.13873;0.13925;0.13873;0.13913;0.13925;0.13873
0-0-1-0-2;0.11520;0.11338;0.11338;0.11520;0.11520;0.11325;0.11338;0.11338;0.11520;0.11338;0.11338;0.11520;0.11520;0.11520;0.11520;0.11338;0.11520;0.11338;0.11508;0.11520;0.11338
0-0-0-1-2;0.14711;0.14645;0.14645;0.14711;0.14711;0.14632;0.14645;0.14645;0.14711;0.14645;0.14645;0.14711;0.14711;0.14711;0.14711;0.14645;0.14711;0.14645;0.14701;0.14711;0.14645
1-2-3-0-0;0.13502;0.13396;0.13396;0.13502;0.13501;0.13390;0.13397;0.13397;0.13502;0.13397;0.13397;0.13502;0.13502;0.13501;0.13501;0.13396;0.13502;0.13397;0.13494;0.13501;0.13396
1-2-0-3-0;0.24043;0.23790;0.23790;0.24043;0.24058;0.23792;0.23775;0.23775;0.24043;0.23775;0.23775;0.24043;0.24043;0.24058;0.24058;0.23790;0.24043;0.23775;0.24062;0.24058;0.23790
1-2-0-0-3;0.14317;0.14202;0.14202;0.14317;0.14313;0.14205;0.14204;0.14204;0.14317;0.14204;0.14204;0.14317;0.14317;0.14313;0.14313;0.14202;0.14317;0.14204;0.14319;0.14313;0.14202
1-0-2-3-0;0.13515;0.13400;0.13400;0.13515;0.13509;0.13383;0.13405;0.13405;0.13515;0.13405;0.13405;0.13515;0.13515;0.13509;0.13509;0.13400;0.13515;0.13405;0.13493;0.13509;0.13400
1-0-2-0-3;0.11326;0.11113;0.11113;0.11326;0.11328;0.11102;0.11112;0.11112;0.11326;0.11112;0.11112;0.11326;0.11326;0.11328;0.11328;0.11113;0.11326;0.11112;0.11318;0.11328;0.11113
1-0-0-2-3;0.14285;0.14159;0.14159;0.14285;0.14278;0.14148;0.14164;0.14164;0.14285;0.14164;0.14164;0.14285;0.14285;0.14278;0.14278;0.14159;0.14285;0.14164;0.14266;0.14278;0.14159
0-1-2-3-0;0.13587;0.13507;0.13507;0.13587;0.13590;0.13499;0.13505;0.13505;0.13587;0.13505;0.13505;0.13587;0.13587;0.13590;0.13590;0.13507;0.13587;0.13505;0.13587;0.13590;0.13507
0-1-2-0-3;0.11363;0.11165;0.11165;0.11363;0.11363;0.11151;0.11165;0.11165;0.11363;0.11165;0.11165;0.11363;0.11363;0.11363;0.11363;0.11165;0.11363;0.11165;0.11351;0.11363;0.11165
