;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;253;253;253;253;253;250;253;253;253;253;253;253;253;253;253;253;253;253;250;253;253
0-1-0-0-0;262;262;262;262;262;254;262;262;262;262;262;262;262;262;262;262;262;262;254;262;262
0-0-1-0-0;317;317;317;317;317;313;317;317;317;317;317;317;317;317;317;317;317;317;313;317;317
0-0-0-1-0;263;263;263;263;263;261;263;263;263;263;263;263;263;263;263;263;263;263;261;263;263
0-0-0-0-1;300;300;300;300;300;294;300;300;300;300;300;300;300;300;300;300;300;300;294;300;300
1-2-0-0-0;278;278;278;278;278;275;278;278;278;278;278;278;278;278;278;278;278;278;275;278;278
1-0-2-0-0;324;325;325;324;324;323;325;325;324;325;325;324;324;324;324;325;324;325;323;324;325
1-0-0-2-0;288;291;291;288;288;287;291;291;288;291;291;288;288;288;288;291;288;291;284;288;291
1-0-0-0-2;313;314;314;313;313;311;314;314;313;314;314;313;313;313;313;314;313;314;310;313;314
0-1-2-0-0;323;324;324;323;323;323;324;324;323;324;324;323;323;323;323;324;323;324;322;323;324
0-1-0-2-0;291;291;291;291;291;286;291;291;291;291;291;291;291;291;291;291;291;291;286;291;291
0-1-0-0-2;313;315;315;313;313;309;315;315;313;315;315;313;313;313;313;315;313;315;307;313;315
0-0-1-2-0;323;324;324;323;323;320;324;324;323;324;324;323;323;323;323;324;323;324;319;323;324
0-0-1-0-2;325;325;325;325;325;322;325;325;325;325;325;325;325;325;325;325;325;325;322;325;325
0-0-0-1-2;317;318;318;317;317;312;318;318;317;318;318;317;317;317;317;318;317;318;312;317;318
1-2-3-0-0;328;327;327;328;325;324;330;330;328;330;330;328;328;325;325;327;328;330;323;325;327
1-2-0-3-0;298;301;301;298;297;296;301;301;298;301;301;298;298;297;297;301;298;301;292;297;301
1-2-0-0-3;315;317;317;315;315;313;317;317;315;317;317;315;315;315;315;317;315;317;312;315;317
1-0-2-3-0;331;328;328;331;325;325;332;332;331;332;332;331;331;325;325;328;331;332;323;325;328
1-0-2-0-3;329;330;330;329;327;326;332;332;329;332;332;329;329;327;327;330;329;332;324;327;330
1-0-0-2-3;325;327;327;325;322;320;329;329;325;329;329;325;325;322;322;327;325;329;315;322;327
0-1-2-3-0;327;330;330;327;327;325;330;330;327;330;330;327;327;327;327;330;327;330;323;327;330
0-1-2-0-3;330;331;331;330;328;326;332;332;330;332;332;330;330;328;328;331;330;332;325;328;331
0-1-0-2-3;321;326;326;321;323;319;325;325;321;325;325;321;321;323;323;326;321;325;317;323;326
0-0-1-2-3;330;330;330;330;329;327;332;332;330;332;332;330;330;329;329;330;330;332;326;329;330
1-2-3-4-0;328;330;330;328;327;324;332;332;328;332;332;328;328;327;327;330;328;332;321;327;330
1-2-3-0-4;330;330;330;330;327;327;332;332;330;332;332;330;330;327;327;330;330;332;325;327;330
1-2-0-3-4;323;328;328;323;322;323;327;327;323;327;327;323;323;322;322;328;323;327;319;322;328
1-0-2-3-4;334;334;334;334;330;328;337;337;334;337;337;334;334;330;330;334;334;337;326;330;334
0-1-2-3-4;333;336;336;333;332;331;337;337;333;337;337;333;333;332;332;336;333;337;329;332;336
1-2-3-4-5;318;319;319;318;314;313;322;320;318;322;322;318;317;314;314;319;317;320;309;314;319
