;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
0-0-1-2-0;64257;64536;64536;64257;64257;64538;64536;64536;64257;64536;64536;64257;64257;64257;64257;64536;64257;64536;64259;64257;64536
0-0-1-0-2;80271;81755;81755;80271;80271;81756;81755;81755;80271;81755;81755;80271;80271;80271;80271;81755;80271;81755;80272;80271;81755
0-0-0-1-2;59870;60202;60202;59870;59870;60201;60202;60202;59870;60202;60202;59870;59870;59870;59870;60202;59870;60202;59869;59870;60202
1-2-3-0-0;66732;67347;67347;66732;66731;67348;67348;67348;66732;67348;67348;66732;66732;66731;66731;67347;66732;67348;66732;66731;67347
1-2-0-3-0;31454;31963;31963;31454;31452;31964;31965;31965;31454;31965;31965;31454;31454;31452;31452;31963;31454;31965;31453;31452;31963
1-2-0-0-3;61931;62548;62548;61931;61931;62549;62548;62548;61931;62548;62548;61931;61931;61931;61931;62548;61931;62548;61932;61931;62548
1-0-2-3-0;66768;67436;67436;66768;66768;67438;67436;67436;66768;67436;67436;66768;66768;66768;66768;67436;66768;67436;66770;66768;67436
1-0-2-0-3;81939;83785;83785;81939;81939;83786;83785;83785;81939;83785;83785;81939;81939;81939;81939;83785;81939;83785;81940;81939;83785
1-0-0-2-3;62199;62873;62873;62199;62199;62872;62873;62873;62199;62873;62873;62199;62199;62199;62199;62873;62199;62873;62198;62199;62873
0-1-2-3-0;66237;66757;66757;66237;66237;66757;66757;66757;66237;66757;66757;66237;66237;66237;66237;66757;66237;66757;66237;66237;66757
0-1-2-0-3;81646;83350;83350;81646;81646;83350;83350;83350;81646;83350;83350;81646;81646;81646;81646;83350;81646;83350;81646;81646;83350
0-1-0-2-3;61778;62315;62315;61778;61778;62315;62315;62315;61778;62315;62315;61778;61778;61778;61778;62315;61778;62315;61778;61778;62315
0-0-1-2-3;81373;83064;83064;81373;81373;83064;83064;83064;81373;83064;83064;81373;81373;81373;81373;83064;81373;83064;81373;81373;83064
1-2-3-4-0;67921;68775;68775;67921;67920;68776;68776;68776;67921;68776;68776;67921;67921;67920;67920;68775;67921;68776;67921;67920;68775
1-2-3-0-4;82784;84789;84789;82784;82784;84789;84789;84789;82784;84789;84789;82784;82784;82784;82784;84789;82784;84789;82784;82784;84789
1-2-0-3-4;63353;64230;64230;63353;63353;64230;64230;64230;63353;64230;64230;63353;63353;63353;63353;64230;63353;64230;63353;63353;64230
1-0-2-3-4;82839;84874;84874;82839;82839;84874;84874;84874;82839;84874;84874;82839;82839;82839;82839;84874;82839;84874;82839;82839;84874
0-1-2-3-4;82581;84463;84463;82581;82581;84463;84463;84463;82581;84463;84463;82581;82581;82581;82581;84463;82581;84463;82581;82581;84463
1-2-3-4-5;45125;44167;44167;45125;45124;44167;44168;44168;45125;44168;44168;45125;45125;45124;45124;44167;45125;44168;45124;45124;44167
