;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;23703;23703;23703;23703;23703;23701;23703;23703;23703;23703;23703;23703;23703;23703;23703;23703;23703;23703;23701;23703;23703
0-1-0-0-0;22135;22135;22135;22135;22135;22135;22135;22135;22135;22135;22135;22135;22135;22135;22135;22135;22135;22135;22135;22135;22135
0-0-1-0-0;62369;62369;62369;62369;62369;62370;62369;62369;62369;62369;62369;62369;62369;62369;62369;62369;62369;62369;62370;62369;62369
0-0-0-1-0;21344;21344;21344;21344;21344;21345;21344;21344;21344;21344;21344;21344;21344;21344;21344;21344;21344;21344;21345;21344;21344
0-0-0-0-1;57686;57686;57686;57686;57686;57686;57686;57686;57686;57686;57686;57686;57686;57686;57686;57686;57686;57686;57686;57686;57686
1-2-0-0-0;27722;27971;27971;27722;27722;27973;27971;27971;27722;27971;27971;27722;27722;27722;27722;27971;27722;27971;27724;27722;27971
1-0-2-0-0;65396;65806;65806;65396;65396;65807;65806;65806;65396;65806;65806;65396;65396;65396;65396;65806;65396;65806;65397;65396;65806
1-0-0-2-0;28674;28961;28961;28674;28674;28962;28961;28961;28674;28961;28961;28674;28674;28674;28674;28961;28674;28961;28675;28674;28961
1-0-0-0-2;60569;60952;60952;60569;60569;60952;60952;60952;60569;60952;60952;60569;60569;60569;60569;60952;60569;60952;60569;60569;60952
0-1-2-0-0;64815;65085;65085;64815;64815;65085;65085;65085;64815;65085;65085;64815;64815;64815;64815;65085;64815;65085;64815;64815;65085
0-1-0-2-0;27360;27577;27577;27360;27360;27577;27577;27577;27360;27577;27577;27360;27360;27360;27360;27577;27360;27577;27360;27360;27577
0-1-0-0-2;60114;60376;60376;60114;60114;60377;60376;60376;60114;60376;60376;60114;60114;60114;60114;60376;60114;60376;60115;60114;60376
