;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;0.68295;0.68295;0.68295;0.68295;0.68295;0.68293;0.68295;0.68295;0.68295;0.68295;0.68295;0.68295;0.68295;0.68295;0.68295;0.68295;0.68295;0.68295;0.68293;0.68295;0.68295
0-1-0-0-0;0.66794;0.66794;0.66794;0.66794;0.66794;0.66794;0.66794;0.66794;0.66794;0.66794;0.66794;0.66794;0.66794;0.66794;0.66794;0.66794;0.66794;0.66794;0.66794;0.66794;0.66794
0-0-1-0-0;0.85003;0.85003;0.85003;0.85003;0.85003;0.85003;0.85003;0.85003;0.85003;0.85003;0.85003;0.85003;0.85003;0.85003;0.85003;0.85003;0.85003;0.85003;0.85003;0.85003;0.85003
0-0-0-1-0;0.65982;0.65982;0.65982;0.65982;0.65982;0.65983;0.65982;0.65982;0.65982;0.65982;0.65982;0.65982;0.65982;0.65982;0.65982;0.65982;0.65982;0.65982;0.65983;0.65982;0.65982
0-0-0-0-1;0.83980;0.83980;0.83980;0.83980;0.83980;0.83980;0.83980;0.83980;0.83980;0.83980;0.83980;0.83980;0.83980;0.83980;0.83980;0.83980;0.83980;0.83980;0.83980;0.83980;0.83980
1-2-0-0-0;0.71585;0.71767;0.71767;0.71585;0.71585;0.71768;0.71767;0.71767;0.71585;0.71767;0.71767;0.71585;0.71585;0.71585;0.71585;0.71767;0.71585;0.71767;0.71586;0.71585;0.71767
1-0-2-0-0;0.85597;0.85674;0.85674;0.85597;0.85597;0.85674;0.85674;0.85674;0.85597;0.85674;0.85674;0.85597;0.85597;0.85597;0.85597;0.85674;0.85597;0.85674;0.85597;0.85597;0.85674
1-0-0-2-0;0.72267;0.72466;0.72466;0.72267;0.72267;0.72467;0.72466;0.72466;0.72267;0.72466;0.72466;0.72267;0.72267;0.72267;0.72267;0.72466;0.72267;0.72466;0.72267;0.72267;0.72466
1-0-0-0-2;0.84625;0.84707;0.84707;0.84625;0.84625;0.84707;0.84707;0.84707;0.84625;0.84707;0.84707;0.84625;0.84625;0.84625;0.84625;0.84707;0.84625;0.84707;0.84625;0.84625;0.84707
0-1-2-0-0;0.85486;0.85538;0.85538;0.85486;0.85486;0.85538;0.85538;0.85538;0.85486;0.85538;0.85538;0.85486;0.85486;0.85486;0.85486;0.85538;0.85486;0.85538;0.85486;0.85486;0.85538
0-1-0-2-0;0.71317;0.71478;0.71478;0.71317;0.71317;0.71478;0.71478;0.71478;0.71317;0.71478;0.71478;0.71317;0.71317;0.71317;0.71317;0.71478;0.71317;0.71478;0.71317;0.71317;0.71478
0-1-0-0-2;0.84527;0.84584;0.84584;0.84527;0.84527;0.84584;0.84584;0.84584;0.84527;0.84584;0.84584;0.84527;0.84527;0.84527;0.84527;0.84584;0.84527;0.84584;0.84527;0.84527;0.84584
