;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
0-0-1-2-0;0.85379;0.85433;0.85433;0.85379;0.85379;0.85433;0.85433;0.85433;0.85379;0.85433;0.85433;0.85379;0.85379;0.85379;0.85379;0.85433;0.85379;0.85433;0.85379;0.85379;0.85433
0-0-1-0-2;0.87944;0.88137;0.88137;0.87944;0.87944;0.88137;0.88137;0.88137;0.87944;0.88137;0.88137;0.87944;0.87944;0.87944;0.87944;0.88137;0.87944;0.88137;0.87944;0.87944;0.88137
0-0-0-1-2;0.84474;0.84546;0.84546;0.84474;0.84474;0.84546;0.84546;0.84546;0.84474;0.84546;0.84546;0.84474;0.84474;0.84474;0.84474;0.84546;0.84474;0.84546;0.84474;0.84474;0.84546
1-2-3-0-0;0.85844;0.85956;0.85956;0.85844;0.85844;0.85956;0.85956;0.85956;0.85844;0.85956;0.85956;0.85844;0.85844;0.85844;0.85844;0.85956;0.85844;0.85956;0.85844;0.85844;0.85956
1-2-0-3-0;0.74083;0.74390;0.74390;0.74083;0.74081;0.74390;0.74391;0.74391;0.74083;0.74391;0.74391;0.74083;0.74083;0.74081;0.74081;0.74390;0.74083;0.74391;0.74082;0.74081;0.74390
1-2-0-0-3;0.84913;0.85039;0.85039;0.84913;0.84913;0.85039;0.85039;0.85039;0.84913;0.85039;0.85039;0.84913;0.84913;0.84913;0.84913;0.85039;0.84913;0.85039;0.84913;0.84913;0.85039
1-0-2-3-0;0.85851;0.85971;0.85971;0.85851;0.85851;0.85972;0.85971;0.85971;0.85851;0.85971;0.85971;0.85851;0.85851;0.85851;0.85851;0.85971;0.85851;0.85971;0.85851;0.85851;0.85971
1-0-2-0-3;0.88160;0.88391;0.88391;0.88160;0.88160;0.88391;0.88391;0.88391;0.88160;0.88391;0.88391;0.88160;0.88160;0.88160;0.88160;0.88391;0.88160;0.88391;0.88161;0.88160;0.88391
1-0-0-2-3;0.84968;0.85105;0.85105;0.84968;0.84968;0.85105;0.85105;0.85105;0.84968;0.85105;0.85105;0.84968;0.84968;0.84968;0.84968;0.85105;0.84968;0.85105;0.84968;0.84968;0.85105
0-1-2-3-0;0.85754;0.85849;0.85849;0.85754;0.85754;0.85849;0.85849;0.85849;0.85754;0.85849;0.85849;0.85754;0.85754;0.85754;0.85754;0.85849;0.85754;0.85849;0.85754;0.85754;0.85849
0-1-2-0-3;0.88123;0.88338;0.88338;0.88123;0.88123;0.88338;0.88338;0.88338;0.88123;0.88338;0.88338;0.88123;0.88123;0.88123;0.88123;0.88338;0.88123;0.88338;0.88123;0.88123;0.88338
0-1-0-2-3;0.84881;0.84992;0.84992;0.84881;0.84881;0.84992;0.84992;0.84992;0.84881;0.84992;0.84992;0.84881;0.84881;0.84881;0.84881;0.84992;0.84881;0.84992;0.84881;0.84881;0.84992
0-0-1-2-3;0.88088;0.88302;0.88302;0.88088;0.88088;0.88302;0.88302;0.88302;0.88088;0.88302;0.88302;0.88088;0.88088;0.88088;0.88088;0.88302;0.88088;0.88302;0.88088;0.88088;0.88302
1-2-3-4-0;0.86058;0.86207;0.86207;0.86058;0.86057;0.86207;0.86207;0.86207;0.86058;0.86207;0.86207;0.86058;0.86058;0.86057;0.86057;0.86207;0.86058;0.86207;0.86058;0.86057;0.86207
1-2-3-0-4;0.88267;0.88513;0.88513;0.88267;0.88267;0.88513;0.88513;0.88513;0.88267;0.88513;0.88513;0.88267;0.88267;0.88267;0.88267;0.88513;0.88267;0.88513;0.88267;0.88267;0.88513
1-2-0-3-4;0.85201;0.85374;0.85374;0.85201;0.85201;0.85374;0.85374;0.85374;0.85201;0.85374;0.85374;0.85201;0.85201;0.85201;0.85201;0.85374;0.85201;0.85374;0.85201;0.85201;0.85374
1-0-2-3-4;0.88274;0.88523;0.88523;0.88274;0.88274;0.88523;0.88523;0.88523;0.88274;0.88523;0.88523;0.88274;0.88274;0.88274;0.88274;0.88523;0.88274;0.88523;0.88274;0.88274;0.88523
0-1-2-3-4;0.88242;0.88474;0.88474;0.88242;0.88242;0.88474;0.88474;0.88474;0.88242;0.88474;0.88474;0.88242;0.88242;0.88242;0.88242;0.88474;0.88242;0.88474;0.88242;0.88242;0.88474
1-2-3-4-5;0.80395;0.80055;0.80055;0.80395;0.80395;0.80055;0.80055;0.80055;0.80395;0.80055;0.80055;0.80395;0.80395;0.80395;0.80395;0.80055;0.80395;0.80055;0.80395;0.80395;0.80055
