;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;0.15331;0.15331;0.15331;0.15331;0.15331;0.03394;0.15331;0.15331;0.15331;0.15331;0.15331;0.15331;0.15331;0.15331;0.15331;0.15331;0.15331;0.15331;0.03394;0.15331;0.15331
0-1-0-0-0;0.18115;0.18115;0.18115;0.18115;0.18115;0.05998;0.18115;0.18115;0.18115;0.18115;0.18115;0.18115;0.18115;0.18115;0.18115;0.18115;0.18115;0.18115;0.05998;0.18115;0.18115
0-0-1-0-0;0.17562;0.17562;0.17562;0.17562;0.17562;0.03417;0.17562;0.17562;0.17562;0.17562;0.17562;0.17562;0.17562;0.17562;0.17562;0.17562;0.17562;0.17562;0.03417;0.17562;0.17562
0-0-0-1-0;0.16571;0.16571;0.16571;0.16571;0.16571;0.05791;0.16571;0.16571;0.16571;0.16571;0.16571;0.16571;0.16571;0.16571;0.16571;0.16571;0.16571;0.16571;0.05791;0.16571;0.16571
0-0-0-0-1;0.15497;0.15497;0.15497;0.15497;0.15497;0.04922;0.15497;0.15497;0.15497;0.15497;0.15497;0.15497;0.15497;0.15497;0.15497;0.15497;0.15497;0.15497;0.04922;0.15497;0.15497
1-2-0-0-0;0.15252;0.15499;0.15499;0.15252;0.15252;0.04273;0.15499;0.15499;0.15252;0.15499;0.15499;0.15252;0.15252;0.15252;0.15252;0.15499;0.15252;0.15499;0.03996;0.15252;0.15499
1-0-2-0-0;0.16200;0.16200;0.16200;0.16200;0.16200;0.03200;0.16200;0.16200;0.16200;0.16200;0.16200;0.16200;0.16200;0.16200;0.16200;0.16200;0.16200;0.16200;0.03200;0.16200;0.16200
1-0-0-2-0;0.15388;0.15537;0.15537;0.15388;0.15388;0.04462;0.15537;0.15537;0.15388;0.15537;0.15537;0.15388;0.15388;0.15388;0.15388;0.15537;0.15388;0.15537;0.04462;0.15388;0.15537
1-0-0-0-2;0.14353;0.14353;0.14353;0.14353;0.14353;0.04657;0.14353;0.14353;0.14353;0.14353;0.14353;0.14353;0.14353;0.14353;0.14353;0.14353;0.14353;0.14353;0.04657;0.14353;0.14353
0-1-2-0-0;0.16538;0.16722;0.16722;0.16538;0.16538;0.04368;0.16722;0.16722;0.16538;0.16722;0.16722;0.16538;0.16538;0.16538;0.16538;0.16722;0.16538;0.16722;0.04368;0.16538;0.16722
0-1-0-2-0;0.16029;0.16327;0.16327;0.16029;0.16029;0.05550;0.16327;0.16327;0.16029;0.16327;0.16327;0.16029;0.16029;0.16029;0.16029;0.16327;0.16029;0.16327;0.05535;0.16029;0.16327
0-1-0-0-2;0.14864;0.14641;0.14641;0.14864;0.14864;0.04842;0.14641;0.14641;0.14864;0.14641;0.14641;0.14864;0.14864;0.14864;0.14864;0.14641;0.14864;0.14641;0.04442;0.14864;0.14641
0-0-1-2-0;0.16333;0.16297;0.16297;0.16333;0.16333;0.05275;0.16297;0.16297;0.16333;0.16297;0.16297;0.16333;0.16333;0.16333;0.16333;0.16297;0.16333;0.16297;0.05033;0.16333;0.16297
0-0-1-0-2;0.14790;0.14798;0.14798;0.14790;0.14790;0.04758;0.14798;0.14798;0.14790;0.14798;0.14798;0.14790;0.14790;0.14790;0.14790;0.14798;0.14790;0.14798;0.04883;0.14790;0.14798
0-0-0-1-2;0.14604;0.14604;0.14604;0.14604;0.14604;0.05347;0.14604;0.14604;0.14604;0.14604;0.14604;0.14604;0.14604;0.14604;0.14604;0.14604;0.14604;0.14604;0.05347;0.14604;0.14604
1-2-3-0-0;0.16736;0.15836;0.15836;0.16736;0.15660;0.03862;0.16908;0.16908;0.16736;0.16908;0.16908;0.16736;0.16736;0.15660;0.15660;0.15836;0.16736;0.16908;0.03615;0.15660;0.15836
