;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;0.12317;0.12317;0.12317;0.12317;0.12317;0.30531;0.12317;0.12317;0.12317;0.12317;0.12317;0.12317;0.12317;0.12317;0.12317;0.12317;0.12317;0.12317;0.30531;0.12317;0.12317
0-1-0-0-0;0.11877;0.11877;0.11877;0.11877;0.11877;0.29309;0.11877;0.11877;0.11877;0.11877;0.11877;0.11877;0.11877;0.11877;0.11877;0.11877;0.11877;0.11877;0.29309;0.11877;0.11877
0-0-1-0-0;0.12832;0.12832;0.12832;0.12832;0.12832;0.29814;0.12832;0.12832;0.12832;0.12832;0.12832;0.12832;0.12832;0.12832;0.12832;0.12832;0.12832;0.12832;0.29814;0.12832;0.12832
0-0-0-1-0;0.12332;0.12332;0.12332;0.12332;0.12332;0.28359;0.12332;0.12332;0.12332;0.12332;0.12332;0.12332;0.12332;0.12332;0.12332;0.12332;0.12332;0.12332;0.28359;0.12332;0.12332
0-0-0-0-1;0.13397;0.13397;0.13397;0.13397;0.13397;0.30393;0.13397;0.13397;0.13397;0.13397;0.13397;0.13397;0.13397;0.13397;0.13397;0.13397;0.13397;0.13397;0.30393;0.13397;0.13397
1-2-0-0-0;0.13647;0.13647;0.13647;0.13647;0.13647;0.30321;0.13647;0.13647;0.13647;0.13647;0.13647;0.13647;0.13647;0.13647;0.13647;0.13647;0.13647;0.13647;0.30321;0.13647;0.13647
1-0-2-0-0;0.14244;0.14236;0.14236;0.14244;0.14244;0.30396;0.14236;0.14236;0.14244;0.14236;0.14236;0.14244;0.14244;0.14244;0.14244;0.14236;0.14244;0.14236;0.30396;0.14244;0.14236
1-0-0-2-0;0.14483;0.14223;0.14223;0.14483;0.14483;0.30043;0.14223;0.14223;0.14483;0.14223;0.14223;0.14483;0.14483;0.14483;0.14483;0.14223;0.14483;0.14223;0.29968;0.14483;0.14223
1-0-0-0-2;0.14833;0.14751;0.14751;0.14833;0.14833;0.30546;0.14751;0.14751;0.14833;0.14751;0.14751;0.14833;0.14833;0.14833;0.14833;0.14751;0.14833;0.14751;0.30428;0.14833;0.14751
0-1-2-0-0;0.13819;0.13854;0.13854;0.13819;0.13819;0.29772;0.13854;0.13854;0.13819;0.13854;0.13854;0.13819;0.13819;0.13819;0.13819;0.13854;0.13819;0.13854;0.29748;0.13819;0.13854
