;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
0-1-0-2-0;0.13876;0.13852;0.13852;0.13876;0.13876;0.29689;0.13852;0.13852;0.13876;0.13852;0.13852;0.13876;0.13876;0.13876;0.13876;0.13852;0.13876;0.13852;0.29675;0.13876;0.13852
0-1-0-0-2;0.14544;0.14496;0.14496;0.14544;0.14544;0.29943;0.14496;0.14496;0.14544;0.14496;0.14496;0.14544;0.14544;0.14544;0.14544;0.14496;0.14544;0.14496;0.29902;0.14544;0.14496
0-0-1-2-0;0.14420;0.14368;0.14368;0.14420;0.14420;0.29736;0.14368;0.14368;0.14420;0.14368;0.14368;0.14420;0.14420;0.14420;0.14420;0.14368;0.14420;0.14368;0.29693;0.14420;0.14368
0-0-1-0-2;0.14811;0.14737;0.14737;0.14811;0.14811;0.30282;0.14737;0.14737;0.14811;0.14737;0.14737;0.14811;0.14811;0.14811;0.14811;0.14737;0.14811;0.14737;0.30234;0.14811;0.14737
0-0-0-1-2;0.15116;0.15110;0.15110;0.15116;0.15116;0.30302;0.15110;0.15110;0.15116;0.15110;0.15110;0.15116;0.15116;0.15116;0.15116;0.15110;0.15116;0.15110;0.30203;0.15116;0.15110
1-2-3-0-0;0.13222;0.14657;0.14657;0.13222;0.14635;0.30244;0.13257;0.13257;0.13222;0.13257;0.13257;0.13222;0.13222;0.14635;0.14635;0.14657;0.13222;0.13257;0.30255;0.14635;0.14657
1-2-0-3-0;0.12726;0.14930;0.14930;0.12726;0.15111;0.30260;0.12714;0.12714;0.12726;0.12714;0.12714;0.12726;0.12726;0.15111;0.15111;0.14930;0.12726;0.12714;0.30216;0.15111;0.14930
1-2-0-0-3;0.13503;0.15474;0.15474;0.13503;0.15525;0.30513;0.13516;0.13516;0.13503;0.13516;0.13516;0.13503;0.13503;0.15525;0.15525;0.15474;0.13503;0.13516;0.30440;0.15525;0.15474
1-0-2-3-0;0.13273;0.15229;0.15229;0.13273;0.15287;0.30269;0.13359;0.13359;0.13273;0.13359;0.13359;0.13273;0.13273;0.15287;0.15287;0.15229;0.13273;0.13359;0.30139;0.15287;0.15229
1-0-2-0-3;0.13552;0.15661;0.15661;0.13552;0.15735;0.30466;0.13620;0.13620;0.13552;0.13620;0.13620;0.13552;0.13552;0.15735;0.15735;0.15661;0.13552;0.13620;0.30404;0.15735;0.15661
1-0-0-2-3;0.13635;0.15948;0.15948;0.13635;0.15870;0.30625;0.13745;0.13745;0.13635;0.13745;0.13745;0.13635;0.13635;0.15870;0.15870;0.15948;0.13635;0.13745;0.30428;0.15870;0.15948
0-1-2-3-0;0.13050;0.15279;0.15279;0.13050;0.15266;0.30018;0.13191;0.13191;0.13050;0.13191;0.13191;0.13050;0.13050;0.15266;0.15266;0.15279;0.13050;0.13191;0.29901;0.15266;0.15279
0-1-2-0-3;0.13787;0.15416;0.15416;0.13787;0.15552;0.30090;0.13662;0.13662;0.13787;0.13662;0.13662;0.13787;0.13787;0.15552;0.15552;0.15416;0.13787;0.13662;0.30149;0.15552;0.15416
0-1-0-2-3;0.13365;0.15736;0.15736;0.13365;0.15726;0.30076;0.13505;0.13505;0.13365;0.13505;0.13505;0.13365;0.13365;0.15726;0.15726;0.15736;0.13365;0.13505;0.29890;0.15726;0.15736
0-0-1-2-3;0.13585;0.15700;0.15700;0.13585;0.15802;0.30115;0.13598;0.13598;0.13585;0.13598;0.13598;0.13585;0.13585;0.15802;0.15802;0.15700;0.13585;0.13598;0.30103;0.15802;0.15700
1-2-3-4-0;0.13645;0.15773;0.15773;0.13645;0.15831;0.30023;0.13730;0.13730;0.13645;0.13730;0.13730;0.13645;0.13645;0.15831;0.15831;0.15773;0.13645;0.13730;0.29963;0.15831;0.15773
1-2-3-0-4;0.14062;0.16092;0.16092;0.14062;0.16204;0.30544;0.14089;0.14089;0.14062;0.14089;0.14089;0.14062;0.14062;0.16204;0.16204;0.16092;0.14062;0.14089;0.30466;0.16204;0.16092
1-2-0-3-4;0.13806;0.16297;0.16297;0.13806;0.16230;0.30376;0.13936;0.13936;0.13806;0.13936;0.13936;0.13806;0.13806;0.16230;0.16230;0.16297;0.13806;0.13936;0.30144;0.16230;0.16297
1-0-2-3-4;0.14135;0.16422;0.16422;0.14135;0.16617;0.30559;0.14042;0.14042;0.14135;0.14042;0.14042;0.14135;0.14135;0.16617;0.16617;0.16422;0.14135;0.14042;0.30397;0.16617;0.16422
0-1-2-3-4;0.14053;0.16199;0.16199;0.14053;0.16268;0.29963;0.14044;0.14044;0.14053;0.14044;0.14044;0.14053;0.14053;0.16268;0.16268;0.16199;0.14053;0.14044;0.30115;0.16268;0.16199
1-2-3-4-5;0.13138;0.16562;0.15491;0.13138;0.16560;0.30462;0.13296;0.14475;0.13138;0.13296;0.13296;0.13138;0.14379;0.15437;0.15437;0.15491;0.14379;0.14475;0.30288;0.16560;0.16562
