;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;0.03155;0.03155;0.03155;0.03155;0.03155;0.03115;0.03155;0.03155;0.03155;0.03155;0.03155;0.03155;0.03155;0.03155;0.03155;0.03155;0.03155;0.03155;0.03115;0.03155;0.03155
0-1-0-0-0;0.03319;0.03319;0.03319;0.03319;0.03319;0.03313;0.03319;0.03319;0.03319;0.03319;0.03319;0.03319;0.03319;0.03319;0.03319;0.03319;0.03319;0.03319;0.03313;0.03319;0.03319
0-0-1-0-0;0.00778;0.00778;0.00778;0.00778;0.00778;0.00784;0.00778;0.00778;0.00778;0.00778;0.00778;0.00778;0.00778;0.00778;0.00778;0.00778;0.00778;0.00778;0.00784;0.00778;0.00778
0-0-0-1-0;0.03506;0.03506;0.03506;0.03506;0.03506;0.03472;0.03506;0.03506;0.03506;0.03506;0.03506;0.03506;0.03506;0.03506;0.03506;0.03506;0.03506;0.03506;0.03472;0.03506;0.03506
0-0-0-0-1;0.00955;0.00955;0.00955;0.00955;0.00955;0.00959;0.00955;0.00955;0.00955;0.00955;0.00955;0.00955;0.00955;0.00955;0.00955;0.00955;0.00955;0.00955;0.00959;0.00955;0.00955
1-2-0-0-0;0.02334;0.02309;0.02309;0.02334;0.02334;0.02314;0.02309;0.02309;0.02334;0.02309;0.02309;0.02334;0.02334;0.02334;0.02334;0.02309;0.02334;0.02309;0.02345;0.02334;0.02309
1-0-2-0-0;0.00677;0.00673;0.00673;0.00677;0.00677;0.00686;0.00673;0.00673;0.00677;0.00673;0.00673;0.00677;0.00677;0.00677;0.00677;0.00673;0.00677;0.00673;0.00690;0.00677;0.00673
1-0-0-2-0;0.02147;0.02114;0.02114;0.02147;0.02147;0.02104;0.02114;0.02114;0.02147;0.02114;0.02114;0.02147;0.02147;0.02147;0.02147;0.02114;0.02147;0.02114;0.02137;0.02147;0.02114
1-0-0-0-2;0.00824;0.00816;0.00816;0.00824;0.00824;0.00814;0.00816;0.00816;0.00824;0.00816;0.00816;0.00824;0.00824;0.00824;0.00824;0.00816;0.00824;0.00816;0.00823;0.00824;0.00816
0-1-2-0-0;0.00696;0.00691;0.00691;0.00696;0.00696;0.00697;0.00691;0.00691;0.00696;0.00691;0.00691;0.00696;0.00696;0.00696;0.00696;0.00691;0.00696;0.00691;0.00702;0.00696;0.00691
