;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
0-1-0-2-0;0.02265;0.02247;0.02247;0.02265;0.02265;0.02247;0.02247;0.02247;0.02265;0.02247;0.02247;0.02265;0.02265;0.02265;0.02265;0.02247;0.02265;0.02247;0.02270;0.02265;0.02247
0-1-0-0-2;0.00823;0.00815;0.00815;0.00823;0.00823;0.00820;0.00815;0.00815;0.00823;0.00815;0.00815;0.00823;0.00823;0.00823;0.00823;0.00815;0.00823;0.00815;0.00825;0.00823;0.00815
0-0-1-2-0;0.00696;0.00694;0.00694;0.00696;0.00696;0.00707;0.00694;0.00694;0.00696;0.00694;0.00694;0.00696;0.00696;0.00696;0.00696;0.00694;0.00696;0.00694;0.00708;0.00696;0.00694
0-0-1-0-2;0.00536;0.00525;0.00525;0.00536;0.00536;0.00538;0.00525;0.00525;0.00536;0.00525;0.00525;0.00536;0.00536;0.00536;0.00536;0.00525;0.00536;0.00525;0.00548;0.00536;0.00525
0-0-0-1-2;0.00816;0.00809;0.00809;0.00816;0.00816;0.00822;0.00809;0.00809;0.00816;0.00809;0.00809;0.00816;0.00816;0.00816;0.00816;0.00809;0.00816;0.00809;0.00825;0.00816;0.00809
1-2-3-0-0;0.00653;0.00648;0.00648;0.00653;0.00655;0.00655;0.00647;0.00647;0.00653;0.00647;0.00647;0.00653;0.00653;0.00655;0.00655;0.00648;0.00653;0.00647;0.00661;0.00655;0.00648
1-2-0-3-0;0.01875;0.01820;0.01820;0.01875;0.01861;0.01818;0.01834;0.01834;0.01875;0.01834;0.01834;0.01875;0.01875;0.01861;0.01861;0.01820;0.01875;0.01834;0.01856;0.01861;0.01820
1-2-0-0-3;0.00771;0.00759;0.00759;0.00771;0.00775;0.00756;0.00757;0.00757;0.00771;0.00757;0.00757;0.00771;0.00771;0.00775;0.00775;0.00759;0.00771;0.00757;0.00768;0.00775;0.00759
1-0-2-3-0;0.00634;0.00629;0.00629;0.00634;0.00640;0.00645;0.00623;0.00623;0.00634;0.00623;0.00623;0.00634;0.00634;0.00640;0.00640;0.00629;0.00634;0.00623;0.00656;0.00640;0.00629
1-0-2-0-3;0.00513;0.00496;0.00496;0.00513;0.00511;0.00506;0.00497;0.00497;0.00513;0.00497;0.00497;0.00513;0.00513;0.00511;0.00511;0.00496;0.00513;0.00497;0.00522;0.00511;0.00496
1-0-0-2-3;0.00747;0.00736;0.00736;0.00747;0.00754;0.00747;0.00731;0.00731;0.00747;0.00731;0.00731;0.00747;0.00747;0.00754;0.00754;0.00736;0.00747;0.00731;0.00766;0.00754;0.00736
0-1-2-3-0;0.00659;0.00644;0.00644;0.00659;0.00656;0.00652;0.00646;0.00646;0.00659;0.00646;0.00646;0.00659;0.00659;0.00656;0.00656;0.00644;0.00659;0.00646;0.00659;0.00656;0.00644
0-1-2-0-3;0.00514;0.00497;0.00497;0.00514;0.00514;0.00512;0.00497;0.00497;0.00514;0.00497;0.00497;0.00514;0.00514;0.00514;0.00514;0.00497;0.00514;0.00497;0.00526;0.00514;0.00497
0-1-0-2-3;0.00756;0.00737;0.00737;0.00756;0.00749;0.00746;0.00742;0.00742;0.00756;0.00742;0.00742;0.00756;0.00756;0.00749;0.00749;0.00737;0.00756;0.00742;0.00754;0.00749;0.00737
0-0-1-2-3;0.00510;0.00503;0.00503;0.00510;0.00513;0.00511;0.00499;0.00499;0.00510;0.00499;0.00499;0.00510;0.00510;0.00513;0.00513;0.00503;0.00510;0.00499;0.00523;0.00513;0.00503
1-2-3-4-0;0.00625;0.00614;0.00614;0.00625;0.00626;0.00625;0.00610;0.00610;0.00625;0.00610;0.00610;0.00625;0.00625;0.00626;0.00626;0.00614;0.00625;0.00610;0.00637;0.00626;0.00614
1-2-3-0-4;0.00506;0.00485;0.00485;0.00506;0.00503;0.00494;0.00486;0.00486;0.00506;0.00486;0.00486;0.00506;0.00506;0.00503;0.00503;0.00485;0.00506;0.00486;0.00510;0.00503;0.00485
1-2-0-3-4;0.00720;0.00703;0.00703;0.00720;0.00726;0.00706;0.00702;0.00702;0.00720;0.00702;0.00702;0.00720;0.00720;0.00726;0.00726;0.00703;0.00720;0.00702;0.00725;0.00726;0.00703
1-0-2-3-4;0.00493;0.00478;0.00478;0.00493;0.00498;0.00488;0.00474;0.00474;0.00493;0.00474;0.00474;0.00493;0.00493;0.00498;0.00498;0.00478;0.00493;0.00474;0.00505;0.00498;0.00478
0-1-2-3-4;0.00498;0.00480;0.00480;0.00498;0.00497;0.00487;0.00480;0.00480;0.00498;0.00480;0.00480;0.00498;0.00498;0.00497;0.00497;0.00480;0.00498;0.00480;0.00502;0.00497;0.00480
1-2-3-4-5;0.01069;0.01088;0.01088;0.01069;0.01065;0.01097;0.01100;0.01097;0.01069;0.01100;0.01100;0.01069;0.01067;0.01060;0.01060;0.01088;0.01067;0.01097;0.01067;0.01065;0.01088
