;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;9909;9909;9909;9909;9909;9923;9909;9909;9909;9909;9909;9909;9909;9909;9909;9909;9909;9909;9923;9909;9909
0-1-0-0-0;9904;9904;9904;9904;9904;9906;9904;9904;9904;9904;9904;9904;9904;9904;9904;9904;9904;9904;9906;9904;9904
0-0-1-0-0;10433;10433;10433;10433;10433;10429;10433;10433;10433;10433;10433;10433;10433;10433;10433;10433;10433;10433;10429;10433;10433
0-0-0-1-0;9870;9870;9870;9870;9870;9881;9870;9870;9870;9870;9870;9870;9870;9870;9870;9870;9870;9870;9881;9870;9870
0-0-0-0-1;10348;10348;10348;10348;10348;10345;10348;10348;10348;10348;10348;10348;10348;10348;10348;10348;10348;10348;10345;10348;10348
1-2-0-0-0;10100;10104;10104;10100;10100;10102;10104;10104;10100;10104;10104;10100;10100;10100;10100;10104;10100;10104;10096;10100;10104
1-0-2-0-0;10487;10487;10487;10487;10487;10477;10487;10487;10487;10487;10487;10487;10487;10487;10487;10487;10487;10487;10477;10487;10487
1-0-0-2-0;10152;10159;10159;10152;10152;10163;10159;10159;10152;10159;10159;10152;10152;10152;10152;10159;10152;10159;10156;10152;10159
1-0-0-0-2;10414;10417;10417;10414;10414;10418;10417;10417;10414;10417;10417;10414;10414;10414;10414;10417;10414;10417;10415;10414;10417
0-1-2-0-0;10476;10478;10478;10476;10476;10474;10478;10478;10476;10478;10478;10476;10476;10476;10476;10478;10476;10478;10472;10476;10478
0-1-0-2-0;10135;10137;10137;10135;10135;10137;10137;10137;10135;10137;10137;10135;10135;10135;10135;10137;10135;10137;10133;10135;10137
0-1-0-0-2;10419;10422;10422;10419;10419;10419;10422;10422;10419;10422;10422;10419;10419;10419;10419;10422;10419;10422;10417;10419;10422
0-0-1-2-0;10480;10480;10480;10480;10480;10470;10480;10480;10480;10480;10480;10480;10480;10480;10480;10480;10480;10480;10471;10480;10480
0-0-1-0-2;10515;10517;10517;10515;10515;10505;10517;10517;10515;10517;10517;10515;10515;10515;10515;10517;10515;10517;10504;10515;10517
0-0-0-1-2;10426;10428;10428;10426;10426;10419;10428;10428;10426;10428;10428;10426;10426;10426;10426;10428;10426;10428;10419;10426;10428
1-2-3-0-0;10496;10496;10496;10496;10495;10491;10497;10497;10496;10497;10497;10496;10496;10495;10495;10496;10496;10497;10490;10495;10496
1-2-0-3-0;10208;10222;10222;10208;10214;10223;10216;10216;10208;10216;10216;10208;10208;10214;10214;10222;10208;10216;10216;10214;10222
1-2-0-0-3;10442;10446;10446;10442;10439;10448;10447;10447;10442;10447;10447;10442;10442;10439;10439;10446;10442;10447;10444;10439;10446
1-0-2-3-0;10511;10511;10511;10511;10506;10498;10515;10515;10511;10515;10515;10511;10511;10506;10506;10511;10511;10515;10494;10506;10511
1-0-2-0-3;10527;10534;10534;10527;10529;10524;10533;10533;10527;10533;10533;10527;10527;10529;10529;10534;10527;10533;10519;10529;10534
1-0-0-2-3;10457;10460;10460;10457;10452;10452;10464;10464;10457;10464;10464;10457;10457;10452;10452;10460;10457;10464;10443;10452;10460
0-1-2-3-0;10495;10503;10503;10495;10497;10497;10502;10502;10495;10502;10502;10495;10495;10497;10497;10503;10495;10502;10495;10497;10503
0-1-2-0-3;10528;10535;10535;10528;10528;10521;10535;10535;10528;10535;10535;10528;10528;10528;10528;10535;10528;10535;10517;10528;10535
0-1-0-2-3;10454;10464;10464;10454;10459;10457;10460;10460;10454;10460;10460;10454;10454;10459;10459;10464;10454;10460;10455;10459;10464
0-0-1-2-3;10533;10531;10531;10533;10530;10523;10535;10535;10533;10535;10535;10533;10533;10530;10530;10531;10533;10535;10521;10530;10531
1-2-3-4-0;10511;10514;10514;10511;10510;10505;10517;10517;10511;10517;10517;10511;10511;10510;10510;10514;10511;10517;10501;10510;10514
1-2-3-0-4;10529;10539;10539;10529;10532;10531;10538;10538;10529;10538;10538;10529;10529;10532;10532;10539;10529;10538;10526;10532;10539
1-2-0-3-4;10469;10475;10475;10469;10464;10473;10476;10476;10469;10476;10476;10469;10469;10464;10464;10475;10469;10476;10465;10464;10475
1-0-2-3-4;10541;10546;10546;10541;10537;10536;10550;10550;10541;10550;10550;10541;10541;10537;10537;10546;10541;10550;10530;10537;10546
0-1-2-3-4;10538;10546;10546;10538;10539;10539;10546;10546;10538;10546;10546;10538;10538;10539;10539;10546;10538;10546;10534;10539;10546
1-2-3-4-5;10404;10404;10404;10404;10406;10399;10397;10399;10404;10397;10397;10404;10405;10409;10409;10404;10405;10399;10405;10406;10404
