;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;104097972;104097972;104097972;104097972;104097972;112316866;104097972;104097972;104097972;104097972;104097972;104097972;104097972;104097972;104097972;104097972;104097972;104097972;112316866;104097972;104097972
0-1-0-0-0;103969709;103969709;103969709;103969709;103969709;112034795;103969709;103969709;103969709;103969709;103969709;103969709;103969709;103969709;103969709;103969709;103969709;103969709;112034795;103969709;103969709
0-0-1-0-0;107487876;107487876;107487876;107487876;107487876;115213879;107487876;107487876;107487876;107487876;107487876;107487876;107487876;107487876;107487876;107487876;107487876;107487876;115213879;107487876;107487876
0-0-0-1-0;104072610;104072610;104072610;104072610;104072610;112180706;104072610;104072610;104072610;104072610;104072610;104072610;104072610;104072610;104072610;104072610;104072610;104072610;112180706;104072610;104072610
0-0-0-0-1;107487781;107487781;107487781;107487781;107487781;115168586;107487781;107487781;107487781;107487781;107487781;107487781;107487781;107487781;107487781;107487781;107487781;107487781;115168586;107487781;107487781
1-2-0-0-0;106715973;106732992;106732992;106715973;106715973;113088749;106732992;106732992;106715973;106732992;106732992;106715973;106715973;106715973;106715973;106732992;106715973;106732992;113069277;106715973;106732992
1-0-2-0-0;109134955;109128283;109128283;109134955;109134955;115034425;109128283;109128283;109134955;109128283;109128283;109134955;109134955;109134955;109134955;109128283;109134955;109128283;115018637;109134955;109128283
1-0-0-2-0;107464771;107571108;107571108;107464771;107464771;113501516;107571108;107571108;107464771;107571108;107571108;107464771;107464771;107464771;107464771;107571108;107464771;107571108;113463074;107464771;107571108
1-0-0-0-2;109189393;109180033;109180033;109189393;109189393;114967315;109180033;109180033;109189393;109180033;109180033;109189393;109189393;109189393;109189393;109180033;109189393;109180033;114980232;109189393;109180033
0-1-2-0-0;109313311;109304872;109304872;109313311;109313311;115285995;109304872;109304872;109313311;109304872;109304872;109313311;109313311;109313311;109313311;109304872;109313311;109304872;115277475;109313311;109304872
