;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;0.79972;0.79972;0.79972;0.79972;0.79972;0.65399;0.79972;0.79972;0.79972;0.79972;0.79972;0.79972;0.79972;0.79972;0.79972;0.79972;0.79972;0.79972;0.65399;0.79972;0.79972
0-1-0-0-0;0.82072;0.82072;0.82072;0.82072;0.82072;0.71601;0.82072;0.82072;0.82072;0.82072;0.82072;0.82072;0.82072;0.82072;0.82072;0.82072;0.82072;0.82072;0.71601;0.82072;0.82072
0-0-1-0-0;0.89061;0.89061;0.89061;0.89061;0.89061;0.80579;0.89061;0.89061;0.89061;0.89061;0.89061;0.89061;0.89061;0.89061;0.89061;0.89061;0.89061;0.89061;0.80579;0.89061;0.89061
0-0-0-1-0;0.80764;0.80764;0.80764;0.80764;0.80764;0.69936;0.80764;0.80764;0.80764;0.80764;0.80764;0.80764;0.80764;0.80764;0.80764;0.80764;0.80764;0.80764;0.69936;0.80764;0.80764
0-0-0-0-1;0.87588;0.87588;0.87588;0.87588;0.87588;0.79668;0.87588;0.87588;0.87588;0.87588;0.87588;0.87588;0.87588;0.87588;0.87588;0.87588;0.87588;0.87588;0.79668;0.87588;0.87588
1-2-0-0-0;0.83053;0.83314;0.83314;0.83053;0.83053;0.73143;0.83314;0.83314;0.83053;0.83314;0.83314;0.83053;0.83053;0.83053;0.83053;0.83314;0.83053;0.83314;0.72911;0.83053;0.83314
1-0-2-0-0;0.89278;0.89375;0.89375;0.89278;0.89278;0.81532;0.89375;0.89375;0.89278;0.89375;0.89375;0.89278;0.89278;0.89278;0.89278;0.89375;0.89278;0.89375;0.81398;0.89278;0.89375
1-0-0-2-0;0.83802;0.84041;0.84041;0.83802;0.83802;0.74294;0.84041;0.84041;0.83802;0.84041;0.84041;0.83802;0.83802;0.83802;0.83802;0.84041;0.83802;0.84041;0.73961;0.83802;0.84041
1-0-0-0-2;0.87974;0.88081;0.88081;0.87974;0.87974;0.80816;0.88081;0.88081;0.87974;0.88081;0.88081;0.87974;0.87974;0.87974;0.87974;0.88081;0.87974;0.88081;0.80738;0.87974;0.88081
0-1-2-0-0;0.89693;0.89775;0.89775;0.89693;0.89693;0.82625;0.89775;0.89775;0.89693;0.89775;0.89775;0.89693;0.89693;0.89693;0.89693;0.89775;0.89693;0.89775;0.82495;0.89693;0.89775
0-1-0-2-0;0.84666;0.84928;0.84928;0.84666;0.84666;0.76675;0.84928;0.84928;0.84666;0.84928;0.84928;0.84666;0.84666;0.84666;0.84666;0.84928;0.84666;0.84928;0.76500;0.84666;0.84928
0-1-0-0-2;0.88494;0.88643;0.88643;0.88494;0.88494;0.82004;0.88643;0.88643;0.88494;0.88643;0.88643;0.88494;0.88494;0.88494;0.88494;0.88643;0.88494;0.88643;0.81853;0.88494;0.88643
0-0-1-2-0;0.89195;0.89298;0.89298;0.89195;0.89195;0.81700;0.89298;0.89298;0.89195;0.89298;0.89298;0.89195;0.89195;0.89195;0.89195;0.89298;0.89195;0.89298;0.81605;0.89195;0.89298
0-0-1-0-2;0.89874;0.90191;0.90191;0.89874;0.89874;0.83784;0.90191;0.90191;0.89874;0.90191;0.90191;0.89874;0.89874;0.89874;0.89874;0.90191;0.89874;0.90191;0.83538;0.89874;0.90191
0-0-0-1-2;0.88101;0.88333;0.88333;0.88101;0.88101;0.81386;0.88333;0.88333;0.88101;0.88333;0.88333;0.88101;0.88101;0.88101;0.88101;0.88333;0.88101;0.88333;0.81099;0.88101;0.88333
1-2-3-0-0;0.90339;0.89797;0.89797;0.90339;0.89632;0.82847;0.90428;0.90428;0.90339;0.90428;0.90428;0.90339;0.90339;0.89632;0.89632;0.89797;0.90339;0.90428;0.82667;0.89632;0.89797
1-2-0-3-0;0.86397;0.85546;0.85546;0.86397;0.85127;0.77530;0.86610;0.86610;0.86397;0.86610;0.86610;0.86397;0.86397;0.85127;0.85127;0.85546;0.86397;0.86610;0.77166;0.85127;0.85546
1-2-0-0-3;0.89478;0.88747;0.88747;0.89478;0.88537;0.82219;0.89583;0.89583;0.89478;0.89583;0.89583;0.89478;0.89478;0.88537;0.88537;0.88747;0.89478;0.89583;0.81981;0.88537;0.88747
