;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;193;193;193;193;193;190;193;193;193;193;193;193;193;193;193;193;193;193;190;193;193
0-1-0-0-0;204;204;204;204;204;198;204;204;204;204;204;204;204;204;204;204;204;204;198;204;204
0-0-1-0-0;231;231;231;231;231;228;231;231;231;231;231;231;231;231;231;231;231;231;228;231;231
0-0-0-1-0;202;202;202;202;202;200;202;202;202;202;202;202;202;202;202;202;202;202;200;202;202
0-0-0-0-1;220;220;220;220;220;216;220;220;220;220;220;220;220;220;220;220;220;220;216;220;220
1-2-0-0-0;213;213;213;213;213;211;213;213;213;213;213;213;213;213;213;213;213;213;211;213;213
1-0-2-0-0;238;239;239;238;238;238;239;239;238;239;239;238;238;238;238;239;238;239;238;238;239
1-0-0-2-0;218;221;221;218;218;217;221;221;218;221;221;218;218;218;218;221;218;221;214;218;221
1-0-0-0-2;233;233;233;233;233;231;233;233;233;233;233;233;233;233;233;233;233;233;231;233;233
0-1-2-0-0;237;238;238;237;237;238;238;238;237;238;238;237;237;237;237;238;237;238;237;237;238
0-1-0-2-0;224;224;224;224;224;220;224;224;224;224;224;224;224;224;224;224;224;224;220;224;224
0-1-0-0-2;232;233;233;232;232;228;233;233;232;233;233;232;232;232;232;233;232;233;227;232;233
0-0-1-2-0;237;238;238;237;237;235;238;238;237;238;238;237;237;237;237;238;237;238;234;237;238
0-0-1-0-2;237;237;237;237;237;236;237;237;237;237;237;237;237;237;237;237;237;237;236;237;237
0-0-0-1-2;233;234;234;233;233;229;234;234;233;234;234;233;233;233;233;234;233;234;229;233;234
1-2-3-0-0;242;241;241;242;239;239;244;244;242;244;244;242;242;239;239;241;242;244;238;239;241
1-2-0-3-0;227;230;230;227;226;226;230;230;227;230;230;227;227;226;226;230;227;230;222;226;230
1-2-0-0-3;235;236;236;235;235;233;236;236;235;236;236;235;235;235;235;236;235;236;233;235;236
1-0-2-3-0;244;242;242;244;239;240;245;245;244;245;245;244;244;239;239;242;244;245;238;239;242
1-0-2-0-3;242;242;242;242;240;240;244;244;242;244;244;242;242;240;240;242;242;244;239;240;242
1-0-0-2-3;240;243;243;240;239;237;244;244;240;244;244;240;240;239;239;243;240;244;233;239;243
0-1-2-3-0;241;244;244;241;241;240;244;244;241;244;244;241;241;241;241;244;241;244;238;241;244
0-1-2-0-3;242;244;244;242;242;240;244;244;242;244;244;242;242;242;242;244;242;244;239;242;244
0-1-0-2-3;237;241;241;237;239;236;240;240;237;240;240;237;237;239;239;241;237;240;235;239;241
0-0-1-2-3;242;242;242;242;241;240;244;244;242;244;244;242;242;241;241;242;242;244;239;241;242
1-2-3-4-0;242;244;244;242;241;239;246;246;242;246;246;242;242;241;241;244;242;246;236;241;244
1-2-3-0-4;243;243;243;243;241;242;245;245;243;245;245;243;243;241;241;243;243;245;241;241;243
1-2-0-3-4;240;244;244;240;240;240;243;243;240;243;243;240;240;240;240;244;240;243;238;240;244
1-0-2-3-4;247;246;246;247;243;241;249;249;247;249;249;247;247;243;243;246;247;249;240;243;246
0-1-2-3-4;245;248;248;245;245;244;249;249;245;249;249;245;245;245;245;248;245;249;242;245;248
1-2-3-4-5;237;237;237;237;233;233;241;239;237;241;241;237;236;233;233;237;236;239;231;233;237
