;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;104104790;104104790;104104790;104104790;104104790;112321171;104104790;104104790;104104790;104104790;104104790;104104790;104104790;104104790;104104790;104104790;104104790;104104790;112321171;104104790;104104790
0-1-0-0-0;103977223;103977223;103977223;103977223;103977223;112040485;103977223;103977223;103977223;103977223;103977223;103977223;103977223;103977223;103977223;103977223;103977223;103977223;112040485;103977223;103977223
0-0-1-0-0;107496938;107496938;107496938;107496938;107496938;115220187;107496938;107496938;107496938;107496938;107496938;107496938;107496938;107496938;107496938;107496938;107496938;107496938;115220187;107496938;107496938
0-0-0-1-0;104079804;104079804;104079804;104079804;104079804;112185752;104079804;104079804;104079804;104079804;104079804;104079804;104079804;104079804;104079804;104079804;104079804;104079804;112185752;104079804;104079804
0-0-0-0-1;107496304;107496304;107496304;107496304;107496304;115174318;107496304;107496304;107496304;107496304;107496304;107496304;107496304;107496304;107496304;107496304;107496304;107496304;115174318;107496304;107496304
1-2-0-0-0;106723684;106740696;106740696;106723684;106723684;113094051;106740696;106740696;106723684;106740696;106740696;106723684;106723684;106723684;106723684;106740696;106723684;106740696;113074580;106723684;106740696
1-0-2-0-0;109143862;109137190;109137190;109143862;109143862;115040812;109137190;109137190;109143862;109137190;109137190;109143862;109143862;109143862;109143862;109137190;109143862;109137190;115025024;109143862;109137190
1-0-0-2-0;107472063;107578565;107578565;107472063;107472063;113507087;107578565;107578565;107472063;107578565;107578565;107472063;107472063;107472063;107472063;107578565;107472063;107578565;113468541;107472063;107578565
1-0-0-0-2;109198205;109188864;109188864;109198205;109198205;114973311;109188864;109188864;109198205;109188864;109188864;109198205;109198205;109198205;109198205;109188864;109198205;109188864;114986228;109198205;109188864
0-1-2-0-0;109322320;109313900;109313900;109322320;109322320;115292636;109313900;109313900;109322320;109313900;109313900;109322320;109322320;109322320;109322320;109313900;109322320;109313900;115284116;109322320;109313900
