;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
0-1-0-2-0;95011239;95010797;95010797;95011239;95011239;10554725;95010797;95010797;95011239;95010797;95010797;95011239;95011239;95011239;95011239;95010797;95011239;95010797;10599524;95011239;95010797
0-1-0-0-2;97137773;97147985;97147985;97137773;97137773;11181520;97147985;97147985;97137773;97147985;97147985;97137773;97137773;97137773;97137773;97147985;97137773;97147985;11189770;97137773;97147985
0-0-1-2-0;97071105;97074800;97074800;97071105;97071105;10001358;97074800;97074800;97071105;97074800;97074800;97071105;97071105;97071105;97071105;97074800;97071105;97074800;10138371;97071105;97074800
0-0-1-0-2;97839074;97908744;97908744;97839074;97839074;10522721;97908744;97908744;97839074;97908744;97908744;97839074;97839074;97839074;97839074;97908744;97839074;97908744;10599521;97839074;97908744
0-0-0-1-2;97001661;97007301;97007301;97001661;97001661;10897931;97007301;97007301;97001661;97007301;97007301;97001661;97001661;97001661;97001661;97007301;97001661;97007301;10919463;97001661;97007301
1-2-3-0-0;98950176;95854230;95854230;98950176;95829881;10591666;98921235;98921235;98950176;98921235;98921235;98950176;98950176;95829881;95829881;95854230;98950176;98921235;10667930;95829881;95854230
1-2-0-3-0;97383230;94144821;94144821;97383230;94194226;10743765;97379670;97379670;97383230;97379670;97379670;97383230;97383230;94194226;94194226;94144821;97383230;97379670;10820812;94194226;94144821
1-2-0-0-3;98808687;95796260;95796260;98808687;95772613;11318668;98845159;98845159;98808687;98845159;98845159;98808687;98808687;95772613;95772613;95796260;98808687;98845159;11313228;95772613;95796260
1-0-2-3-0;98968917;95568057;95568057;98968917;95613973;10411925;98974113;98974113;98968917;98974113;98974113;98968917;98968917;95613973;95613973;95568057;98968917;98974113;10622928;95613973;95568057
1-0-2-0-3;99344724;96042901;96042901;99344724;95971761;10951293;99362511;99362511;99344724;99362511;99362511;99344724;99344724;95971761;95971761;96042901;99344724;99362511;10994322;95971761;96042901
1-0-0-2-3;98924449;95454221;95454221;98924449;95433767;11278264;98932862;98932862;98924449;98932862;98932862;98924449;98924449;95433767;95433767;95454221;98924449;98932862;11302985;95433767;95454221
0-1-2-3-0;99132714;96074619;96074619;99132714;95886385;10106762;99247354;99247354;99132714;99247354;99247354;99132714;99132714;95886385;95886385;96074619;99132714;99247354;10089961;95886385;96074619
0-1-2-0-3;99572913;96469816;96469816;99572913;96304224;10709379;99703276;99703276;99572913;99703276;99703276;99572913;99572913;96304224;96304224;96469816;99572913;99703276;10689218;96304224;96469816
0-1-0-2-3;99194081;95918719;95918719;99194081;95886622;10862131;99224614;99224614;99194081;99224614;99224614;99194081;99194081;95886622;95886622;95918719;99194081;99224614;10918258;95886622;95918719
0-0-1-2-3;99629292;96329740;96329740;99629292;96278710;10480920;99632795;99632795;99629292;99632795;99632795;99629292;99629292;96278710;96278710;96329740;99629292;99632795;10622218;96278710;96329740
1-2-3-4-0;98090517;94930023;94930023;98090517;94985187;10418761;98038953;98038953;98090517;98038953;98038953;98090517;98090517;94985187;94985187;94930023;98090517;98038953;10616366;94985187;94930023
1-2-3-0-4;98078743;95378456;95378456;98078743;95316135;10865157;98110451;98110451;98078743;98110451;98110451;98078743;98078743;95316135;95316135;95378456;98078743;98110451;10912082;95316135;95378456
1-2-0-3-4;97908781;94849924;94849924;97908781;94837249;11070034;97889663;97889663;97908781;97889663;97889663;97908781;97908781;94837249;94837249;94849924;97908781;97889663;11096642;94837249;94849924
1-0-2-3-4;98192664;95069370;95069370;98192664;95031455;10636665;98334688;98334688;98192664;98334688;98334688;98192664;98192664;95031455;95031455;95069370;98192664;98334688;10782167;95031455;95069370
0-1-2-3-4;98405265;95472076;95472076;98405265;95279379;10590264;98536562;98536562;98405265;98536562;98536562;98405265;98405265;95279379;95279379;95472076;98405265;98536562;10564371;95279379;95472076
1-2-3-4-5;98616092;95185289;96797802;98616092;95284717;10560684;98533883;96888453;98616092;98533883;98533883;98616092;96929219;96850919;96850919;96797802;96929219;96888453;10693790;95284717;95185289
