;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;96276182;96276182;96276182;96276182;96276182;12094134;96276182;96276182;96276182;96276182;96276182;96276182;96276182;96276182;96276182;96276182;96276182;96276182;12094134;96276182;96276182
0-1-0-0-0;95690552;95690552;95690552;95690552;95690552;10516844;95690552;95690552;95690552;95690552;95690552;95690552;95690552;95690552;95690552;95690552;95690552;95690552;10516844;95690552;95690552
0-0-1-0-0;99268924;99268924;99268924;99268924;99268924;10037736;99268924;99268924;99268924;99268924;99268924;99268924;99268924;99268924;99268924;99268924;99268924;99268924;10037736;99268924;99268924
0-0-0-1-0;95550348;95550348;95550348;95550348;95550348;10603923;95550348;95550348;95550348;95550348;95550348;95550348;95550348;95550348;95550348;95550348;95550348;95550348;10603923;95550348;95550348
0-0-0-0-1;99373589;99373589;99373589;99373589;99373589;11374071;99373589;99373589;99373589;99373589;99373589;99373589;99373589;99373589;99373589;99373589;99373589;99373589;11374071;99373589;99373589
1-2-0-0-0;94902768;94910899;94910899;94902768;94902768;11030091;94910899;94910899;94902768;94910899;94910899;94902768;94902768;94902768;94902768;94910899;94902768;94910899;11063457;94902768;94910899
1-0-2-0-0;96701747;96718443;96718443;96701747;96701747;10687051;96718443;96718443;96701747;96718443;96718443;96701747;96701747;96701747;96701747;96718443;96701747;96718443;10725317;96701747;96718443
1-0-0-2-0;95017207;94940533;94940533;95017207;95017207;10824398;94940533;94940533;95017207;94940533;94940533;95017207;95017207;95017207;95017207;94940533;95017207;94940533;10864689;95017207;94940533
1-0-0-0-2;96762548;96786923;96786923;96762548;96762548;11643806;96786923;96786923;96762548;96786923;96786923;96762548;96762548;96762548;96762548;96786923;96762548;96786923;11633962;96762548;96786923
0-1-2-0-0;97061002;97208443;97208443;97061002;97061002;10155826;97208443;97208443;97061002;97208443;97208443;97061002;97061002;97061002;97061002;97208443;97061002;97208443;10136508;97061002;97208443
