;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;5323;5323;5323;5323;5323;5320;5323;5323;5323;5323;5323;5323;5323;5323;5323;5323;5323;5323;5320;5323;5323
0-1-0-0-0;5338;5338;5338;5338;5338;5336;5338;5338;5338;5338;5338;5338;5338;5338;5338;5338;5338;5338;5336;5338;5338
0-0-1-0-0;5511;5511;5511;5511;5511;5509;5511;5511;5511;5511;5511;5511;5511;5511;5511;5511;5511;5511;5509;5511;5511
0-0-0-1-0;5325;5325;5325;5325;5325;5327;5325;5325;5325;5325;5325;5325;5325;5325;5325;5325;5325;5325;5327;5325;5325
0-0-0-0-1;5451;5451;5451;5451;5451;5451;5451;5451;5451;5451;5451;5451;5451;5451;5451;5451;5451;5451;5451;5451;5451
1-2-0-0-0;5419;5424;5424;5419;5419;5422;5424;5424;5419;5424;5424;5419;5419;5419;5419;5424;5419;5424;5417;5419;5424
1-0-2-0-0;5552;5552;5552;5552;5552;5543;5552;5552;5552;5552;5552;5552;5552;5552;5552;5552;5552;5552;5543;5552;5552
1-0-0-2-0;5444;5450;5450;5444;5444;5449;5450;5450;5444;5450;5450;5444;5444;5444;5444;5450;5444;5450;5444;5444;5450
1-0-0-0-2;5507;5509;5509;5507;5507;5509;5509;5509;5507;5509;5509;5507;5507;5507;5507;5509;5507;5509;5507;5507;5509
0-1-2-0-0;5543;5545;5545;5543;5543;5541;5545;5545;5543;5545;5545;5543;5543;5543;5543;5545;5543;5545;5539;5543;5545
