;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-2-3-0-0;0.08291;0.08719;0.08719;0.08291;0.08787;0.14538;0.08282;0.08282;0.08291;0.08282;0.08282;0.08291;0.08291;0.08787;0.08787;0.08719;0.08291;0.08282;0.14628;0.08787;0.08719
1-2-0-3-0;0.10950;0.11789;0.11789;0.10950;0.11920;0.18008;0.10921;0.10921;0.10950;0.10921;0.10921;0.10950;0.10950;0.11920;0.11920;0.11789;0.10950;0.10921;0.17976;0.11920;0.11789
1-2-0-0-3;0.08769;0.09417;0.09417;0.08769;0.09553;0.14691;0.08718;0.08718;0.08769;0.08718;0.08718;0.08769;0.08769;0.09553;0.09553;0.09417;0.08769;0.08718;0.14888;0.09553;0.09417
1-0-2-3-0;0.08537;0.08877;0.08877;0.08537;0.08941;0.14842;0.08489;0.08489;0.08537;0.08489;0.08489;0.08537;0.08537;0.08941;0.08941;0.08877;0.08537;0.08489;0.14931;0.08941;0.08877
1-0-2-0-3;0.07961;0.08308;0.08308;0.07961;0.08481;0.13506;0.07856;0.07856;0.07961;0.07856;0.07856;0.07961;0.07961;0.08481;0.08481;0.08308;0.07961;0.07856;0.13657;0.08481;0.08308
1-0-0-2-3;0.09081;0.09736;0.09736;0.09081;0.09783;0.15019;0.09128;0.09128;0.09081;0.09128;0.09128;0.09081;0.09081;0.09783;0.09783;0.09736;0.09081;0.09128;0.15071;0.09783;0.09736
0-1-2-3-0;0.08206;0.08696;0.08696;0.08206;0.08783;0.14159;0.08215;0.08215;0.08206;0.08215;0.08215;0.08206;0.08206;0.08783;0.08783;0.08696;0.08206;0.08215;0.14269;0.08783;0.08696
0-1-2-0-3;0.07719;0.08104;0.08104;0.07719;0.08328;0.13001;0.07571;0.07571;0.07719;0.07571;0.07571;0.07719;0.07719;0.08328;0.08328;0.08104;0.07719;0.07571;0.13197;0.08328;0.08104
0-1-0-2-3;0.08742;0.09348;0.09348;0.08742;0.09507;0.14364;0.08718;0.08718;0.08742;0.08718;0.08718;0.08742;0.08742;0.09507;0.09507;0.09348;0.08742;0.08718;0.14560;0.09507;0.09348
0-0-1-2-3;0.07860;0.08223;0.08223;0.07860;0.08468;0.13194;0.07736;0.07736;0.07860;0.07736;0.07736;0.07860;0.07860;0.08468;0.08468;0.08223;0.07860;0.07736;0.13382;0.08468;0.08223
1-2-3-4-0;0.08126;0.08662;0.08662;0.08126;0.08802;0.13920;0.08143;0.08143;0.08126;0.08143;0.08143;0.08126;0.08126;0.08802;0.08802;0.08662;0.08126;0.08143;0.14006;0.08802;0.08662
1-2-3-0-4;0.07656;0.08052;0.08052;0.07656;0.08273;0.12997;0.07502;0.07502;0.07656;0.07502;0.07502;0.07656;0.07656;0.08273;0.08273;0.08052;0.07656;0.07502;0.13213;0.08273;0.08052
1-2-0-3-4;0.08615;0.09377;0.09377;0.08615;0.09490;0.14303;0.08565;0.08565;0.08615;0.08565;0.08565;0.08615;0.08615;0.09490;0.09490;0.09377;0.08615;0.08565;0.14548;0.09490;0.09377
1-0-2-3-4;0.07854;0.08241;0.08241;0.07854;0.08414;0.13006;0.07738;0.07738;0.07854;0.07738;0.07738;0.07854;0.07854;0.08414;0.08414;0.08241;0.07854;0.07738;0.13216;0.08414;0.08241
0-1-2-3-4;0.07611;0.08086;0.08086;0.07611;0.08308;0.12768;0.07525;0.07525;0.07611;0.07525;0.07525;0.07611;0.07611;0.08308;0.08308;0.08086;0.07611;0.07525;0.12990;0.08308;0.08086
1-2-3-4-5;0.11499;0.13779;0.13360;0.11499;0.13771;0.18805;0.11808;0.12206;0.11499;0.11808;0.11808;0.11499;0.12041;0.13307;0.13307;0.13360;0.12041;0.12206;0.18674;0.13771;0.13779
