;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;0.13707;0.13707;0.13707;0.13707;0.13707;0.23313;0.13707;0.13707;0.13707;0.13707;0.13707;0.13707;0.13707;0.13707;0.13707;0.13707;0.13707;0.13707;0.23313;0.13707;0.13707
0-1-0-0-0;0.12969;0.12969;0.12969;0.12969;0.12969;0.19940;0.12969;0.12969;0.12969;0.12969;0.12969;0.12969;0.12969;0.12969;0.12969;0.12969;0.12969;0.12969;0.19940;0.12969;0.12969
0-0-1-0-0;0.08960;0.08960;0.08960;0.08960;0.08960;0.15702;0.08960;0.08960;0.08960;0.08960;0.08960;0.08960;0.08960;0.08960;0.08960;0.08960;0.08960;0.08960;0.15702;0.08960;0.08960
0-0-0-1-0;0.13779;0.13779;0.13779;0.13779;0.13779;0.21322;0.13779;0.13779;0.13779;0.13779;0.13779;0.13779;0.13779;0.13779;0.13779;0.13779;0.13779;0.13779;0.21322;0.13779;0.13779
0-0-0-0-1;0.09683;0.09683;0.09683;0.09683;0.09683;0.15573;0.09683;0.09683;0.09683;0.09683;0.09683;0.09683;0.09683;0.09683;0.09683;0.09683;0.09683;0.09683;0.15573;0.09683;0.09683
1-2-0-0-0;0.12800;0.12604;0.12604;0.12800;0.12800;0.20095;0.12604;0.12604;0.12800;0.12604;0.12604;0.12800;0.12800;0.12800;0.12800;0.12604;0.12800;0.12604;0.20269;0.12800;0.12604
1-0-2-0-0;0.09049;0.09005;0.09005;0.09049;0.09049;0.15586;0.09005;0.09005;0.09049;0.09005;0.09005;0.09049;0.09049;0.09049;0.09049;0.09005;0.09049;0.09005;0.15699;0.09049;0.09005
1-0-0-2-0;0.12522;0.12507;0.12507;0.12522;0.12522;0.19781;0.12507;0.12507;0.12522;0.12507;0.12507;0.12522;0.12522;0.12522;0.12522;0.12507;0.12522;0.12507;0.19760;0.12522;0.12507
1-0-0-0-2;0.09936;0.09848;0.09848;0.09936;0.09936;0.15714;0.09848;0.09848;0.09936;0.09848;0.09848;0.09936;0.09936;0.09936;0.09936;0.09848;0.09936;0.09848;0.15779;0.09936;0.09848
0-1-2-0-0;0.08662;0.08629;0.08629;0.08662;0.08662;0.14664;0.08629;0.08629;0.08662;0.08629;0.08629;0.08662;0.08662;0.08662;0.08662;0.08629;0.08662;0.08629;0.14711;0.08662;0.08629
0-1-0-2-0;0.12181;0.11972;0.11972;0.12181;0.12181;0.18197;0.11972;0.11972;0.12181;0.11972;0.11972;0.12181;0.12181;0.12181;0.12181;0.11972;0.12181;0.11972;0.18333;0.12181;0.11972
0-1-0-0-2;0.09466;0.09384;0.09384;0.09466;0.09466;0.14550;0.09384;0.09384;0.09466;0.09384;0.09384;0.09466;0.09466;0.09466;0.09466;0.09384;0.09466;0.09384;0.14607;0.09466;0.09384
0-0-1-2-0;0.09080;0.09032;0.09032;0.09080;0.09080;0.15250;0.09032;0.09032;0.09080;0.09032;0.09032;0.09080;0.09080;0.09080;0.09080;0.09032;0.09080;0.09032;0.15264;0.09080;0.09032
0-0-1-0-2;0.08510;0.08243;0.08243;0.08510;0.08510;0.13571;0.08243;0.08243;0.08510;0.08243;0.08243;0.08510;0.08510;0.08510;0.08510;0.08243;0.08510;0.08243;0.13777;0.08510;0.08243
0-0-0-1-2;0.09831;0.09681;0.09681;0.09831;0.09831;0.15116;0.09681;0.09681;0.09831;0.09681;0.09681;0.09831;0.09831;0.09831;0.09831;0.09681;0.09831;0.09681;0.15349;0.09831;0.09681
