;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;1815;1815;1815;1815;1815;927;1815;1815;1815;1815;1815;1815;1815;1815;1815;1815;1815;1815;927;1815;1815
0-1-0-0-0;2051;2051;2051;2051;2051;1245;2051;2051;2051;2051;2051;2051;2051;2051;2051;2051;2051;2051;1245;2051;2051
0-0-1-0-0;7705;7705;7705;7705;7705;4117;7705;7705;7705;7705;7705;7705;7705;7705;7705;7705;7705;7705;4117;7705;7705
0-0-0-1-0;1953;1953;1953;1953;1953;1156;1953;1953;1953;1953;1953;1953;1953;1953;1953;1953;1953;1953;1156;1953;1953
0-0-0-0-1;5469;5469;5469;5469;5469;3165;5469;5469;5469;5469;5469;5469;5469;5469;5469;5469;5469;5469;3165;5469;5469
1-2-0-0-0;2366;2403;2403;2366;2366;1431;2403;2403;2366;2403;2403;2366;2366;2366;2366;2403;2366;2403;1418;2366;2403
1-0-2-0-0;7785;7824;7824;7785;7785;4257;7824;7824;7785;7824;7824;7785;7785;7785;7785;7824;7785;7824;4237;7785;7824
1-0-0-2-0;2520;2560;2560;2520;2520;1514;2560;2560;2520;2560;2560;2520;2520;2520;2520;2560;2520;2560;1497;2520;2560
1-0-0-0-2;5574;5614;5614;5574;5574;3300;5614;5614;5574;5614;5614;5574;5574;5574;5574;5614;5574;5614;3287;5574;5614
0-1-2-0-0;7916;7953;7953;7916;7916;4402;7953;7953;7916;7953;7953;7916;7916;7916;7916;7953;7916;7953;4383;7916;7953
0-1-0-2-0;2685;2732;2732;2685;2685;1712;2732;2732;2685;2732;2732;2685;2685;2685;2685;2732;2685;2732;1698;2685;2732
0-1-0-0-2;5741;5791;5791;5741;5741;3478;5791;5791;5741;5791;5791;5741;5741;5741;5741;5791;5741;5791;3456;5741;5791
0-0-1-2-0;7749;7802;7802;7749;7749;4261;7802;7802;7749;7802;7802;7749;7749;7749;7749;7802;7749;7802;4243;7749;7802
0-0-1-0-2;8567;8793;8793;8567;8567;5084;8793;8793;8567;8793;8793;8567;8567;8567;8567;8793;8567;8793;4991;8567;8793
0-0-0-1-2;5674;5736;5736;5674;5674;3424;5736;5736;5674;5736;5736;5674;5674;5674;5674;5736;5674;5736;3393;5674;5736
1-2-3-0-0;8219;7998;7998;8219;7935;4474;8257;8257;8219;8257;8257;8219;8219;7935;7935;7998;8219;8257;4442;7935;7998
1-2-0-3-0;3142;2964;2964;3142;2887;1844;3189;3189;3142;3189;3189;3142;3142;2887;2887;2964;3142;3189;1818;2887;2964
1-2-0-0-3;6076;5848;5848;6076;5761;3534;6136;6136;6076;6136;6136;6076;6076;5761;5761;5848;6076;6136;3495;5761;5848
1-0-2-3-0;8129;7930;7930;8129;7842;4405;8185;8185;8129;8185;8185;8129;8129;7842;7842;7930;8129;8185;4368;7842;7930
1-0-2-0-3;8992;8853;8853;8992;8610;5157;9203;9203;8992;9203;9203;8992;8992;8610;8610;8853;8992;9203;5052;8610;8853
1-0-0-2-3;6080;5857;5857;6080;5779;3530;6125;6125;6080;6125;6125;6080;6080;5779;5779;5857;6080;6125;3489;5779;5857
0-1-2-3-0;8231;8045;8045;8231;7945;4515;8287;8287;8231;8287;8287;8231;8231;7945;7945;8045;8231;8287;4469;7945;8045
0-1-2-0-3;9082;8976;8976;9082;8724;5270;9305;9305;9082;9305;9305;9082;9082;8724;8724;8976;9082;9305;5165;8724;8976
0-1-0-2-3;6171;5987;5987;6171;5888;3650;6237;6237;6171;6237;6237;6171;6171;5888;5888;5987;6171;6237;3602;5888;5987
0-0-1-2-3;9049;8906;8906;9049;8663;5227;9257;9257;9049;9257;9257;9049;9049;8663;8663;8906;9049;9257;5120;8663;8906
1-2-3-4-0;8335;8091;8091;8335;7976;4589;8406;8406;8335;8406;8406;8335;8335;7976;7976;8091;8335;8406;4539;7976;8091
1-2-3-0-4;9200;9012;9012;9200;8747;5321;9436;9436;9200;9436;9436;9200;9200;8747;8747;9012;9200;9436;5203;8747;9012
1-2-0-3-4;6301;6033;6033;6301;5920;3716;6386;6386;6301;6386;6386;6301;6301;5920;5920;6033;6301;6386;3653;5920;6033
1-0-2-3-4;9195;8975;8975;9195;8712;5297;9425;9425;9195;9425;9425;9195;9195;8712;8712;8975;9195;9425;5178;8712;8975
0-1-2-3-4;9267;9077;9077;9267;8801;5403;9502;9502;9267;9502;9502;9267;9267;8801;8801;9077;9267;9502;5272;8801;9077
1-2-3-4-5;4058;3471;3561;4058;3428;2386;4032;3916;4058;4032;4032;4058;3914;3527;3527;3561;3914;3916;2378;3428;3471
