;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-2-0-3-0;0.89135;0.88557;0.88557;0.89135;0.88287;0.82802;0.89278;0.89278;0.89135;0.89278;0.89278;0.89135;0.89135;0.88287;0.88287;0.88557;0.89135;0.89278;0.82599;0.88287;0.88557
1-2-0-0-3;0.94070;0.93853;0.93853;0.94070;0.93766;0.90222;0.94125;0.94125;0.94070;0.94125;0.94125;0.94070;0.94070;0.93766;0.93766;0.93853;0.94070;0.94125;0.90124;0.93766;0.93853
1-0-2-3-0;0.95500;0.95393;0.95393;0.95500;0.95343;0.92001;0.95530;0.95530;0.95500;0.95530;0.95530;0.95500;0.95500;0.95343;0.95343;0.95393;0.95500;0.95530;0.91939;0.95343;0.95393
1-0-2-0-3;0.95915;0.95853;0.95853;0.95915;0.95741;0.93087;0.96005;0.96005;0.95915;0.96005;0.96005;0.95915;0.95915;0.95741;0.95741;0.95853;0.95915;0.96005;0.92953;0.95741;0.95853
1-0-0-2-3;0.94074;0.93862;0.93862;0.94074;0.93784;0.90212;0.94115;0.94115;0.94074;0.94115;0.94115;0.94074;0.94074;0.93784;0.93784;0.93862;0.94074;0.94115;0.90108;0.93784;0.93862
0-1-2-3-0;0.95554;0.95456;0.95456;0.95554;0.95401;0.92180;0.95582;0.95582;0.95554;0.95582;0.95582;0.95554;0.95554;0.95401;0.95401;0.95456;0.95554;0.95582;0.92106;0.95401;0.95456
0-1-2-0-3;0.95954;0.95908;0.95908;0.95954;0.95794;0.93225;0.96047;0.96047;0.95954;0.96047;0.96047;0.95954;0.95954;0.95794;0.95794;0.95908;0.95954;0.96047;0.93097;0.95794;0.95908
0-1-0-2-3;0.94156;0.93987;0.93987;0.94156;0.93893;0.90503;0.94215;0.94215;0.94156;0.94215;0.94215;0.94156;0.94156;0.93893;0.93893;0.93987;0.94156;0.94215;0.90389;0.93893;0.93987
0-0-1-2-3;0.95939;0.95877;0.95877;0.95939;0.95766;0.93173;0.96027;0.96027;0.95939;0.96027;0.96027;0.95939;0.95939;0.95766;0.95766;0.95877;0.95939;0.96027;0.93040;0.95766;0.95877
1-2-3-4-0;0.95607;0.95480;0.95480;0.95607;0.95418;0.92297;0.95642;0.95642;0.95607;0.95642;0.95642;0.95607;0.95607;0.95418;0.95418;0.95480;0.95607;0.95642;0.92219;0.95418;0.95480
1-2-3-0-4;0.96003;0.95923;0.95923;0.96003;0.95805;0.93285;0.96099;0.96099;0.96003;0.96099;0.96099;0.96003;0.96003;0.95805;0.95805;0.95923;0.96003;0.96099;0.93144;0.95805;0.95923
1-2-0-3-4;0.94270;0.94031;0.94031;0.94270;0.93924;0.90656;0.94342;0.94342;0.94270;0.94342;0.94342;0.94270;0.94270;0.93924;0.93924;0.94031;0.94270;0.94342;0.90510;0.93924;0.94031
1-0-2-3-4;0.96001;0.95907;0.95907;0.96001;0.95789;0.93257;0.96095;0.96095;0.96001;0.96095;0.96095;0.96001;0.96001;0.95789;0.95789;0.95907;0.96001;0.96095;0.93113;0.95789;0.95907
0-1-2-3-4;0.96031;0.95951;0.95951;0.96031;0.95830;0.93381;0.96125;0.96125;0.96031;0.96125;0.96125;0.96031;0.96031;0.95830;0.95830;0.95951;0.96031;0.96125;0.93227;0.95830;0.95951
1-2-3-4-5;0.91376;0.90062;0.90289;0.91376;0.89950;0.86168;0.91325;0.91091;0.91376;0.91325;0.91325;0.91376;0.91087;0.90205;0.90205;0.90289;0.91087;0.91091;0.86128;0.89950;0.90062
