;weighted_average_c=0.2_v=-1_d=0.3_a2=0.5;weighted_average_c=0.2_v=-1_d=0.4_a2=0.2;average_c=0.35_v=-1_d=0.4_a=-1;average_c=0.2_v=-1_d=0.3_a=0;weighted_average_c=0.2_v=-1_d=0.3_a2=0.2;bitwise_or_c=0.2_v=-1_d=0.4;average_c=0.35_v=-1_d=0.4_a=0;weighted_average_c=0.2_v=-1_d=0.4_a2=0.35;weighted_average_c=0.35_v=-1_d=0.3_a2=0.5;average_c=0.2_v=-1_d=0.4_a=0;weighted_average_c=0.35_v=-1_d=0.4_a2=0.5;average_c=0.35_v=-1_d=0.3_a=0;weighted_average_c=0.35_v=-1_d=0.3_a2=0.35;average_c=0.35_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.3_a=-1;average_c=0.2_v=-1_d=0.4_a=-1;weighted_average_c=0.2_v=-1_d=0.3_a2=0.35;weighted_average_c=0.35_v=-1_d=0.4_a2=0.35;bitwise_or_c=0.2_v=-1_d=0.3;weighted_average_c=0.35_v=-1_d=0.3_a2=0.2;weighted_average_c=0.35_v=-1_d=0.4_a2=0.2
1-0-0-0-0;0.82575;0.82575;0.82575;0.82575;0.82575;0.70763;0.82575;0.82575;0.82575;0.82575;0.82575;0.82575;0.82575;0.82575;0.82575;0.82575;0.82575;0.82575;0.70763;0.82575;0.82575
0-1-0-0-0;0.84265;0.84265;0.84265;0.84265;0.84265;0.76474;0.84265;0.84265;0.84265;0.84265;0.84265;0.84265;0.84265;0.84265;0.84265;0.84265;0.84265;0.84265;0.76474;0.84265;0.84265
0-0-1-0-0;0.95265;0.95265;0.95265;0.95265;0.95265;0.91489;0.95265;0.95265;0.95265;0.95265;0.95265;0.95265;0.95265;0.95265;0.95265;0.95265;0.95265;0.95265;0.91489;0.95265;0.95265
0-0-0-1-0;0.83604;0.83604;0.83604;0.83604;0.83604;0.75114;0.83604;0.83604;0.83604;0.83604;0.83604;0.83604;0.83604;0.83604;0.83604;0.83604;0.83604;0.83604;0.75114;0.83604;0.83604
0-0-0-0-1;0.93455;0.93455;0.93455;0.93455;0.93455;0.89205;0.93455;0.93455;0.93455;0.93455;0.93455;0.93455;0.93455;0.93455;0.93455;0.93455;0.93455;0.93455;0.89205;0.93455;0.93455
1-2-0-0-0;0.86068;0.86253;0.86253;0.86068;0.86068;0.78886;0.86253;0.86253;0.86068;0.86253;0.86253;0.86068;0.86068;0.86068;0.86068;0.86253;0.86068;0.86253;0.78734;0.86068;0.86253
1-0-2-0-0;0.95311;0.95333;0.95333;0.95311;0.95311;0.91746;0.95333;0.95333;0.95311;0.95333;0.95333;0.95311;0.95311;0.95311;0.95311;0.95333;0.95311;0.95333;0.91710;0.95311;0.95333
1-0-0-2-0;0.86807;0.86986;0.86986;0.86807;0.86807;0.79810;0.86986;0.86986;0.86807;0.86986;0.86986;0.86807;0.86807;0.86807;0.86807;0.86986;0.86807;0.86986;0.79628;0.86807;0.86986
1-0-0-0-2;0.93571;0.93613;0.93613;0.93571;0.93571;0.89601;0.93613;0.93613;0.93571;0.93613;0.93613;0.93571;0.93571;0.93571;0.93571;0.93613;0.93571;0.93613;0.89564;0.93571;0.93613
0-1-2-0-0;0.95385;0.95405;0.95405;0.95385;0.95385;0.91996;0.95405;0.95405;0.95385;0.95405;0.95405;0.95385;0.95385;0.95385;0.95385;0.95405;0.95385;0.95405;0.91964;0.95385;0.95405
0-1-0-2-0;0.87516;0.87705;0.87705;0.87516;0.87516;0.81718;0.87705;0.87705;0.87516;0.87705;0.87705;0.87516;0.87516;0.87516;0.87516;0.87705;0.87516;0.87705;0.81595;0.87516;0.87705
0-1-0-0-2;0.93746;0.93797;0.93797;0.93746;0.93746;0.90080;0.93797;0.93797;0.93746;0.93797;0.93797;0.93746;0.93746;0.93746;0.93746;0.93797;0.93746;0.93797;0.90023;0.93746;0.93797
0-0-1-2-0;0.95290;0.95321;0.95321;0.95290;0.95290;0.91753;0.95321;0.95321;0.95290;0.95321;0.95321;0.95290;0.95290;0.95290;0.95290;0.95321;0.95290;0.95321;0.91721;0.95290;0.95321
0-0-1-0-2;0.95721;0.95826;0.95826;0.95721;0.95721;0.92994;0.95826;0.95826;0.95721;0.95826;0.95826;0.95721;0.95721;0.95721;0.95721;0.95826;0.95721;0.95826;0.92873;0.95721;0.95826
0-0-0-1-2;0.93677;0.93741;0.93741;0.93677;0.93677;0.89940;0.93741;0.93741;0.93677;0.93741;0.93741;0.93677;0.93677;0.93677;0.93677;0.93741;0.93677;0.93741;0.89857;0.93677;0.93741
1-2-3-0-0;0.95548;0.95430;0.95430;0.95548;0.95396;0.92114;0.95567;0.95567;0.95548;0.95567;0.95567;0.95548;0.95548;0.95396;0.95396;0.95430;0.95548;0.95567;0.92062;0.95396;0.95430
