;results
1-0-0-0-0-0-0-0-0-0;0.05440
0-1-0-0-0-0-0-0-0-0;0.05452
0-0-1-0-0-0-0-0-0-0;0.05155
0-0-0-1-0-0-0-0-0-0;0.05450
0-0-0-0-1-0-0-0-0-0;0.05171
0-0-0-0-0-1-0-0-0-0;0.05849
0-0-0-0-0-0-1-0-0-0;0.05386
0-0-0-0-0-0-0-1-0-0;0.05891
0-0-0-0-0-0-0-0-1-0;0.05561
0-0-0-0-0-0-0-0-0-1;0.05149
