;results
1-0-0-0-0-0-0-0-0-0;0.20769
0-1-0-0-0-0-0-0-0-0;0.22094
0-0-1-0-0-0-0-0-0-0;0.22032
0-0-0-1-0-0-0-0-0-0;0.22966
0-0-0-0-1-0-0-0-0-0;0.22993
0-0-0-0-0-1-0-0-0-0;0.24580
0-0-0-0-0-0-1-0-0-0;0.22675
0-0-0-0-0-0-0-1-0-0;0.28259
0-0-0-0-0-0-0-0-1-0;0.22413
0-0-0-0-0-0-0-0-0-1;0.22381
